submission,category,idiom,type
"Şirketin alt çeyrek bilançosu beklenenden kötü gelince, CEO yatırımcılarına hesap vermek üzere bir telekonferans düzenledi.",mecaz,Hesap vermek,Zero-shot
"Eğitmen, derslerini daha etkili hale getirmek için öğrencilerin nabzını tutarak içeriği günceller.",mecaz,Nabzını tutmak,Zero-shot
Uzun bir konferans arasında lobideki diğer katılımcılarla sohbet ederek zaman öldürdüm.,mecaz,Zaman öldürmek,Zero-shot
"Film, izleyicilerde derin duygusal etkilere yol açtı.",mecaz,Yol açmak,Zero-shot
"Değişimlere karşı çıkmak, zamanın gerisinde bir gölge gibi kalmaktır.",mecaz,Karşı çıkmak,Zero-shot
"Konser biletlerini yanlış tarihe aldığımda, planlarımız için ayvayı yemiş olduk.",mecaz,Ayvayı yemek,Zero-shot
"Komşuların gece geç saatte yüksek sesle müzik dinlemesine göz yumduğumuzda, gürültü kirliliği artık bir norm haline gelir.",mecaz,Göz yummak,Zero-shot
"Zorlu müşteri toplantılarında sıkı durmak, profesyonelliğimizi gösterir.",mecaz,Sıkı durmak,Zero-shot
"Toplantıda üretimdeki düşüş üzerinde durduğumuzda, çözüm önerileri de şekillenmeye başladı.",mecaz,Üzerinde durmak,Zero-shot
Uzun yıllar süren çabaları sonunda meyvesini verdi ve kariyerinde hızla basamak yaptı.,mecaz,Basamak yapmak,Zero-shot
"Sanatsal ifadeye karşı çıkmak, dünyayı renksiz bir palet olarak görmektir.",mecaz,Karşı çıkmak,Zero-shot
"Siyasi analist, yayınladığı yazılarda toplumun nabzını tutarak okuyucularına derinlemesine bilgiler sunuyor.",mecaz,Nabzını tutmak,Zero-shot
Derslerde sık sık karşılaştığımız bu kavramın önemini altını çizmek gerek.,mecaz,Altını çizmek,Zero-shot
"Yaptığı konuşma, toplulukta farkındalık yaratmaya yol açtı.",mecaz,Yol açmak,Zero-shot
"Konferansta çevresel sorunlara genişçe yer verilmesi, katılımcıların bu konuda daha bilinçli hale gelmelerini sağladı.",mecaz,Yer vermek,Zero-shot
İkili ilişkilerde dürüstlüğünü ve güvenilirliğini net bir şekilde ortaya koydu.,mecaz,Ortaya koymak,Zero-shot
Şirket sunumunda inovasyon ve sürdürülebilirlik temalarına geniş yer vererek gelecek vizyonunu ortaya koydu.,mecaz,Yer vermek,Zero-shot
E-postalarımı erken saatte yanıtlamakla günlük işlerde ciddi zaman kazanıyorum.,mecaz,Zaman kazanmak,Zero-shot
"Şirket toplantısında bütçe eksikliklerine parmak basınca, yönetim biraz rahatsız oldu.",mecaz,Parmak basmak,Zero-shot
Kitabının büyük ilgi görmesiyle edebiyat dünyasında çabucak üste çıkan bir yazar oldu.,mecaz,Üste çıkmak,Zero-shot
"Karmaşık finans raporları arasında kaybolan detaylar, muhasebe şefinin el koymasıyla netleşmeye başladı.",mecaz,El koymak,Zero-shot
"Girişimci, sektörüne katkıda bulunarak ekonomik alanda önemli izler bıraktı.",mecaz,İz bırakmak,Zero-shot
"Sosyal çevrelerde herkese uyum sağlamış gibi bir rol oynamak, kendi kimliğini bulmasını engelliyor.",mecaz,Rol oynamak,Zero-shot
"Doktora sunumunda, küresel ısınmanın beklenenden daha hızlı ilerlediğini öne sürdü.",mecaz,Öne sürmek,Zero-shot
Sokak sanatçısının enstrümanından dökülen naif notalar dinleyenlerin içini eritti.,mecaz,İçi erimek,Zero-shot
"Ailesine karşı sürekli fedakarlık yapan kişi rolü oynamak, kendi hayallerinden vazgeçmesine neden olmuş.",mecaz,Rol oynamak,Zero-shot
"Öğretmen, öğrencilere dersin başında özgüvenin başarıya etkisinin altını çizdi.",mecaz,Altını çizmek,Zero-shot
"Felsefe dersinde, etik konularda radikal bir bakış açısı öne sürerek tartışmayı alevlendirdi.",mecaz,Öne sürmek,Zero-shot
"Karşısında titreyen yavru kediyi görünce içi eriyen kadın, onu hemen kucağına aldı.",mecaz,İçi erimek,Zero-shot
Çevresel düzenlemelere göz yummanın sonucu olarak doğal kaynaklar hızla tükeniyor.,mecaz,Göz yummak,Zero-shot
"Kitap kulübünde, üyeler yazarın karakter gelişimini ele alarak derinlemesine bir tartışma yürüttü.",mecaz,Ele almak,Zero-shot
"Müzik festivali organizasyonunu üstlenen ekip, etkinliği sorunsuz bir şekilde yürütmek için kolları sıvadı.",mecaz,Kolları sıvamak,Zero-shot
"Toplantıda yaşanan tatsız anıyı üstünden atmak, iş yerindeki huzuru tekrar sağlamanın tek yoluydu.",mecaz,Üstünden atmak,Zero-shot
"Psikolog, aile terapisi seansında iletişimin aile içindeki rolünün altını çizerek herkesin daha şeffaf olmasını önerdi.",mecaz,Altını çizmek,Zero-shot
"Çalışanlar, ofis içinde daha yeşil bir çevre oluşturma adına geri dönüşüm konusunda adım atmak istiyorlar.",mecaz,Adım atmak,Zero-shot
"Eğitim seminerinde iletişim becerileri üzerinde duruldu; çünkü bu, iş yerinde başarı için kritik bir faktör.",mecaz,Üzerinde durmak,Zero-shot
"Doktor, hastalık hakkında düzenlediği bilgilendirme toplantısında önleme yöntemlerinin altını çizdi.",mecaz,Altını çizmek,Zero-shot
"Devletin yeni eğitim politikası, ülkede bilimsel yeniliklere yol açacak bir atmosfer yarattı.",mecaz,Yol açmak,Zero-shot
"Şef, yenilikçi tarifleriyle gastronomi dünyasında derin izler bıraktı.",mecaz,İz bırakmak,Zero-shot
"Öfkesini üstünden atmak amacıyla, kendini müziğe verdi.",mecaz,Üstünden atmak,Zero-shot
Gereksiz toplantıları iptal ederek çalışanlarının projelerine daha fazla odaklanmaları için zaman kazandı.,mecaz,Zaman kazanmak,Zero-shot
Çocuklar okuldan gelene kadar resim yaparak zaman öldürmek benim için oldukça eğlenceli.,mecaz,Zaman öldürmek,Zero-shot
Sürekli kendini geliştirip yüksek performans sergileyerek tüm adaylar arasından sıyrılıp işe üste çıktı.,mecaz,Üste çıkmak,Zero-shot
Yeni başladığı işte başarılı olabilmek için tecrübeli birinden el açmak zorunda kaldı.,mecaz,El açmak,Zero-shot
Yeni gelen yazılım güncellemesini hemen yükleyerek sistemin daha hızlı çalışmasını sağladı ve işlemlerinde zaman kazandı.,mecaz,Zaman kazanmak,Zero-shot
"Sunumunda sorunların çözümüne ağırlık verirsen, yönetim tarafından daha çok takdir toplayabilirsin.",mecaz,Ağırlık vermek,Zero-shot
"Tek başına sorunları çözmekte zorlanan adam, üzerine gelen baskılardan kurtulabilmek için dostlarından el açtı.",mecaz,El açmak,Zero-shot
"Etrafındaki kaosa daha fazla dayanamayan Melis, organizasyona el koydu ve düzeni sağlamak için yeni kurallar belirledi.",mecaz,El koymak,Zero-shot
Kısa sürede tanınmış bir bilim insanı olup akademik kariyerinde önemli basamaklar yaptı.,mecaz,Basamak yapmak,Zero-shot
"Arkadaş gruplarında sıkça karşılaşılan sorunlarda, herkes sessiz kalabilir ama cesur yürekler bu sorunları üstüne alarak ortamı yumuşatır.",mecaz,Üstüne almak,Zero-shot
"Proje bütçesinin yetersiz kalması üzerine, ek fonlar için sponsorlara el açtık.",mecaz,El açmak,Zero-shot
"Konferansta konuşmacı, sürdürülebilir kalkınmanın altını çizdi.",mecaz,Altını çizmek,Zero-shot
"Yeni bilgisayar programı, verimlilikte büyük bir artışa yol açtı.",mecaz,Yol açmak,Zero-shot
"Atölye çalışmasında ileri sürdüğü çözümler, herkes tarafından uygulanabilir bulundu.",mecaz,İleri sürmek,Zero-shot
"Genç aktivistin çabaları, toplumsal bilinçlenmeye yol açtı.",mecaz,Yol açmak,Zero-shot
"Sanatçı, göz alıcı eserleriyle dünya sanatında benzersiz bir iz bırakmayı başardı.",mecaz,İz bırakmak,Zero-shot
"Herkes müzakerelerde sessizken, o anlaşmayı ileriye taşıyacak stratejik bir öneri ortaya attı.",mecaz,Ortaya atmak,Zero-shot
Havalimanında uçağımı beklerken zaman öldürmek amacıyla dükkanları gezmeyi tercih ettim.,mecaz,Zaman öldürmek,Zero-shot
"Takımın kötü performansından sonra antrenör, antrenman programına el koyarak tüm düzeni değiştirdi.",mecaz,El koymak,Zero-shot
"Çevreci aktivist, doğa koruma çalışmalarıyla çevre bilincinde kalıcı izler bırakmanın peşinde.",mecaz,İz bırakmak,Zero-shot
"Eski bir dostla tartışırken, aralarındaki problemin aslında çok basit bir yanlış anlamadan kaynaklandığını öne sürdü.",mecaz,Öne sürmek,Zero-shot
"Kriz anında sıkı durmak, şirketin geleceği için hayati önem taşır.",mecaz,Sıkı durmak,Zero-shot
"Gazetede yazar, çağdaş sanatın izleyici ile etkileşimini ele alarak sanatın toplumdaki rolünü tartıştı.",mecaz,Ele almak,Zero-shot
"Ünlü şef, yarışmada sunduğu yemekle yaratıcılığını ve ustalığını ortaya koydu.",mecaz,Ortaya koymak,Zero-shot
"Psikoloji alanında uzmanlaşmayı düşünen Emre, master yapmaya adım atmak için başvurularını yaptı.",mecaz,Adım atmak,Zero-shot
Yeni uygulanan politikalar uzun vadede piyasadaki istikrarı sağlamaya yol açabilir.,mecaz,Yol açmak,Zero-shot
"Önerilen bu yeni yöntemi ortaya atması, projenin yönünü tamamen değiştirdi.",mecaz,Ortaya atmak,Zero-shot
"Festival organizasyonu beklenen ilgiyi görmediği için, sponsor firma el koyarak etkinlik takvimini değiştirtti.",mecaz,El koymak,Zero-shot
"Topluluk önünde hep güçlü durmaya çalışmak, aslında kırılganlığını rol oynayarak saklamasından başka bir şey değil.",mecaz,Rol oynamak,Zero-shot
"Evde kimseler yokken lambayı kırdım, annem fark edince ayvayı yediğimi anladım.",mecaz,Ayvayı yemek,Zero-shot
Bütün evrak işlerini dijital ortama taşıyarak dosya arama sürelerinde önemli ölçüde zaman kazandı.,mecaz,Zaman kazanmak,Zero-shot
"Medyanın gerçekleri göz ardı etmesi, toplumun bilgiye ulaşmasını engelliyor.",mecaz,Göz yummak,Zero-shot
Üniversitede öğrencilere mentorluk yaparak akademik kariyerinde önemli basamaklar yaptı.,mecaz,Basamak yapmak,Zero-shot
Yeni fikirleriyle şirkette hızla yükselerek kısa süre içerisinde yönetim kademelerinde başa geçti.,mecaz,Başa geçmek,Zero-shot
Basit yemek tarifleri uygulayarak mutfakta geçirdiği zamanı azalttı ve böylece kendine daha fazla zaman kazandırdı.,mecaz,Zaman kazanmak,Zero-shot
"Yeni politikaların alınmasının ardından, bakan kamuoyuna hesap vermek amacıyla bir basın açıklaması yaptı.",mecaz,Hesap vermek,Zero-shot
Bu zorlu projede gösterdiği üstün performansla herkesin gözünde üste çıktı.,mecaz,Üste çıkmak,Zero-shot
"Yeni bir dil öğrenmeye karar veren Aylin, kurslar araştırıp öğrenime başlamak için kollarını sıvadı.",mecaz,Kolları sıvamak,Zero-shot
"Lider, cömertliği ve adaletiyle toplumunda kalıcı bir iz bıraktı.",mecaz,İz bırakmak,Zero-shot
"Rahat bir nefes alabilmek için, geçmişteki tüm kötü anıları defterden silmeye ihtiyacım var.",mecaz,Defterden silmek,Zero-shot
"Yönetici, çalışanların geç gelişlerine sürekli göz yumduğu için disiplin sorunları baş gösterdi.",mecaz,Göz yummak,Zero-shot
Mağazadaki uzun vadeli tadilatlar için komşu işletmelerden destek talep edilerek el açıldı.,mecaz,El açmak,Zero-shot
Sporla hiç ilgilenmeyen biri için düzenli egzersiz yapmaya adım atmak büyük bir değişiklikti.,mecaz,Adım atmak,Zero-shot
"Bu yeni dergide köşe yazarı olarak yer almak, yazılarına daha geniş bir okuyucu kitlesi kazandırdı.",mecaz,Yer almak,Zero-shot
"Yeni projemde ileri sürdüğüm teori, ekip arkadaşlarım tarafından büyük ilgi gördü.",mecaz,İleri sürmek,Zero-shot
"Belgeselde, korunması gereken doğal alanların önemine yer vermek, çevre bilincinin artmasına katkı sağladı.",mecaz,Yer vermek,Zero-shot
"Spor hocası, antrenman eksiklikleri nedeniyle takım yönetimine hesap vermek zorunda kaldı.",mecaz,Hesap vermek,Zero-shot
"Kitabın son sayfalarında, olayların arkasındaki gerçek motivasyonlar net bir şekilde ortaya çıktı.",mecaz,Ortaya çıkmak,Zero-shot
"Kitap eleştirisinde, yazarın toplumsal cinsiyet eşitliği konusunda bilinçaltı bir mesaj verdiğini öne sürdü.",mecaz,Öne sürmek,Zero-shot
"Gazeteci, makalesinde hükümetin ekonomi politikalarını ele alarak derinlemesine bir analiz gerçekleştirdi.",mecaz,Ele almak,Zero-shot
Münazarada ustalıkla kullandığı retorik becerileri sayesinde dinleyiciler arasında hızla başa geçti.,mecaz,Başa geçmek,Zero-shot
"Tüm kötü alışkanlıklarını defterden silerek, sağlıklı bir yaşam tarzına adım atmaya karar verdi.",mecaz,Defterden silmek,Zero-shot
"Bilim dünyasına katkıda bulunma amacıyla araştırma projelerine adım atmak, genç bilim insanı için büyük bir fırsattı.",mecaz,Adım atmak,Zero-shot
"Filmdeki karakteri gibi hayatın her alanında rol oynamak, onun gerçek kimliğini unutmasına sebep olmuş.",mecaz,Rol oynamak,Zero-shot
"Daha verimli bir çalışma ortamı yaratmak adına, esnek çalışma saatleri fikrini ortaya attım.",mecaz,Ortaya atmak,Zero-shot
"Yöneticiler çalışanların aşırı mesai saatlerine sürekli göz yumduğu için, iş yerindeki memnuniyet düzeyleri düşmeye başladı.",mecaz,Göz yummak,Zero-shot
"Genç ressam, sergisindeki tablolarla sanatsal yeteneğini ortaya koydu.",mecaz,Ortaya koymak,Zero-shot
"Konferansta konuşmacı, dijital dönüşümün sektör üzerindeki etkisinin altını çizdi.",mecaz,Altını çizmek,Zero-shot
"Kitap ilerledikçe, romanın kahramanının cesur yönü ortaya çıktı.",mecaz,Ortaya çıkmak,Zero-shot
"Kitap kulübünde herkes farklı öneriler sunarken, o ilgi çekici kitap tercihi ile söz hakkını alarak başa geçti.",mecaz,Başa geçmek,Zero-shot
"Kitap kulübümüzde hangi kitabı seçeceğimize dair karar veremediğimizde, bir üye gündeme alışılmadık bir romanı ortaya atarak ilgi çekti.",mecaz,Ortaya atmak,Zero-shot
"Teknolojiye karşı çıkmak, zamanın gerisinde kalmak anlamına gelir.",mecaz,Karşı çıkmak,Zero-shot
"Toplantıda yeni geliştirilen teknolojilere yer vermek, şirketin rekabetçi kalmasına yardımcı oluyor.",mecaz,Yer vermek,Zero-shot
"Takım içindeki uyumu ve çözüm odaklı yaklaşımı sayesinde, proje yöneticisi olarak üste çıkması kaçınılmazdı.",mecaz,Üste çıkmak,Zero-shot
"Herkes aynı stratejiyi tartışırken, onun önerdiği yenilikçi yaklaşım sayesinde projede başa geçti.",mecaz,Başa geçmek,Zero-shot
"Sanat yönetmeni, sergi temasını belirlerken izleyicilerin nabzını tutarak eser seçimini yapar.",mecaz,Nabzını tutmak,Zero-shot
Yenilikçi projeleriyle teknoloji sektöründe basamak yapan genç bir mühendis.,mecaz,Basamak yapmak,Zero-shot
"İnovasyona sürekli karşı çıkmak, ilerlemenin önündeki en büyük set taşıdır.",mecaz,Karşı çıkmak,Zero-shot
"Seminerde sunum yapan uzman, konunun can alıcı noktalarına parmak basarak katılımcıları bilgilendirdi.",mecaz,Parmak basmak,Zero-shot
"Kritik, filmde karakter gelişimi üzerinde durarak senaryonun derinliğine vurgu yaptı.",mecaz,Üzerinde durmak,Zero-shot
"Çalışma grubundaki üyeler anlaşmazlık yaşayınca, koordinatör el koyup bir uzlaşma sağladı.",mecaz,El koymak,Zero-shot
"Teknoloji birimi, yazılımın sürekli çökmesi sorununa el koyup, gecikmeleri önlemek için acil bir güncelleme yaptı.",mecaz,El koymak,Zero-shot
"İşyerinde mobbing vakalarına göz yummak, çalışanların güvenini sarsar ve motivasyonlarını düşürür.",mecaz,Göz yummak,Zero-shot
"Projede sürekli gecikmeler yaşanınca, yönetim el koyup teslim tarihlerini sıkılaştırdı.",mecaz,El koymak,Zero-shot
"Roman yarışmasında herkes kalem sallarken, Mehmet'in özgün hikayesiyle jüri nezdinde başa geçti.",mecaz,Başa geçmek,Zero-shot
"Genç mühendis, projelerindeki başarısıyla şirket içinde hızla basamak yaptı.",mecaz,Basamak yapmak,Zero-shot
"Festivalde yerel sanatçılara geniş yer vermek, bölgesel kültürün tanıtımına büyük katkı sağladı.",mecaz,Yer vermek,Zero-shot
"Şair, yazdığı etkileyici şiirlerle edebiyat dünyasında derin bir iz bırakmayı başardı.",mecaz,İz bırakmak,Zero-shot
"Uzun bir yürüyüş sonrasında bankta oturan yaşlı adam, yanına oturan yabancıya hayat hikayesini sayıp döktü.",mecaz,Sayıp dökmek,Zero-shot
Uluslararası konferanslarda yaptığı etkileyici konuşmalarla kariyerinde basamak yapan bir bilim insanı.,mecaz,Basamak yapmak,Zero-shot
"Selim, piyano dersleri vererek geçimini sağlamak amacıyla sosyal medya üzerinden kısa videolar paylaşıp destekçilerden el açtı.",mecaz,El açmak,Zero-shot
"Anlaşmazlıklar devam edince, arabulucu sonunda el koyup çözüm önerileri sundu.",mecaz,El koymak,Zero-shot
"Herkes yeni trendleri takip ederken, Burak'ın benzersiz tasarım anlayışı moda endüstrisinde başa geçmesini sağladı.",mecaz,Başa geçmek,Zero-shot
"Yazar, kitabında toplumsal cinsiyet eşitliği meselesinin altını özellikle çizdi.",mecaz,Altını çizmek,Zero-shot
"Yazar, makalesinde sosyal medyanın gençler üzerindeki olumsuz etkilerini öne sürerek geniş çaplı bir tartışma başlattı.",mecaz,Öne sürmek,Zero-shot
"Bu kötü anıları defterden silmek, yeni başlangıçlar için bize alan açacak.",mecaz,Defterden silmek,Zero-shot
"Ehliyetsiz araç kullanırken polise yakalanan genç, ayvayı yemiş bulundu.",mecaz,Ayvayı yemek,Zero-shot
"Uzak diyarlardan dönen gencin hikâyeleri, etrafındaki çocukların hayran bakışlarıyla içlerini eritti.",mecaz,İçi erimek,Zero-shot
Toplantıda fikirleriyle herkesin beğenisini kazanarak projede üste çıktı.,mecaz,Üste çıkmak,Zero-shot
"Filmin çarpıcı finali, izleyicilerde büyük bir tartışmaya yol açtı.",mecaz,Yol açmak,Zero-shot
"Yönetici, geç teslim edilen projeler üzerine ekibine hesap vermek için bir toplantı ayarladı.",mecaz,Hesap vermek,Zero-shot
"Sunum sırasında yapılan eleştirilere kimse tepki göstermezken, Sinem üstüne alındı ve projeyi iyileştirmek için ekstra çaba sarf etti.",mecaz,Üstüne almak,Zero-shot
Uzun yolculuklarda müzik dinleyerek zaman öldürmekten keyif alıyorum.,mecaz,Zaman öldürmek,Zero-shot
"Ona karşı beslediğim tüm olumsuz duyguları defterden silip, yepyeni bir sayfa açma zamanı geldi.",mecaz,Defterden silmek,Zero-shot
