submission,category,idiom,type
"Don't forget to bundle up before heading out into that winter gale; you wouldn't want to catch your death now, would you?",figurative,catch death,Zero-shot
"The artist's controversial sculpture touched a nerve, setting off a city-wide debate about art and censorship.",figurative,touch nerve,Zero-shot
"As the deadline approached, the team was careful not to lose their heads, focusing intently on their tasks.",figurative,lose head,Zero-shot
"Chronic underfunding lay waste to the public health system, exacerbating the crisis further.",figurative,lay waste,Zero-shot
"I was so close to blowing my top when the computer crashed, deleting all my work.",figurative,blow top,Zero-shot
"It took considerable effort, but he managed to kick the habit of late-night snacking.",figurative,kick habit,Zero-shot
"As the new policies were explained in rapid succession, many looked confused, but a few seemed to get the repossession drift quickly.",figurative,get drift,Zero-shot
"The annual report pulled no punches in describing the company's financial struggles, painting a bleak picture for investors.",figurative,pull punch,Zero-shot
Many performers think that a quick tap on wood before going onstage will bring luck to their show.,figurative,bring luck,Zero-shot
"After repeated software crashes throughout the day, she lost her cool and decided it was time to call tech support.",figurative,lose cool,Zero-shot
"At the review, the chef didn’t pull any punches, openly criticizing the lack of originality in the menu.",figurative,pull punch,Zero-shot
"In the debate, he did not pull any punches, confronting his opponent with hard facts and sharp criticism.",figurative,pull punch,Zero-shot
The concept of a floating city caught the imagination of architects and dreamers alike.,figurative,catch imagination,Zero-shot
"He hit the road in the quest for enlightenment, traveling to distant monasteries and ancient cities.",figurative,hit road,Zero-shot
"As soon as the meeting ended, I knew I had to hit the road and start putting our plans into action.",figurative,hit road,Zero-shot
It’s crucial to keep tabs on your competitors to stay ahead in the game.,figurative,keep tab,Zero-shot
"Her autobiography pulls no punches, revealing the harsh realities of her rise to fame.",figurative,pull punch,Zero-shot
His poker face is perfect; I can never tell when he's pulling my  leg.,figurative,pull leg,Zero-shot
"In the wake of the housing boom, the construction company made hay, ramping up developments to meet demand.",figurative,make hay,Zero-shot
"She hit a wall in her painting, unsure of how to capture the emotion she wanted to convey.",figurative,hit wall,Zero-shot
"After the long academic year, the students were ready to kick up their heels and dive into summer vacation without a care in the world.",figurative,kick heel,Zero-shot
"No matter how smoothly things seem to be going, they always have misfortune lurking just around the bend.",figurative,have misfortune,Zero-shot
The persistent glitches during her presentation caused her to lose her cool in front of potential investors.,figurative,lose cool,Zero-shot
"Despite the risky nature of the stock market, many investors managed to make a pile from tech shares.",figurative,make pile,Zero-shot
"At the bustling international conference, she cut an impressive figure with her fluent multilingual capabilities.",figurative,cut figure,Zero-shot
"His environmental campaigns made fortune, sowing seeds of sustainability that blossomed across communities.",figurative,make fortune,Zero-shot
The city council pulled the plug on the renewal project after community protests.,figurative,pull plug,Zero-shot
"His remark about their previous loss touched a nerve, spurring the team to practice even harder.",figurative,touch nerve,Zero-shot
"After realizing the technology was obsolete, the company pulled the plug on further production of the device.",figurative,pull plug,Zero-shot
"His thoughtful guidance as a mentor made fortune, transformative advice that set many on the path to personal and professional fulfillment.",figurative,make fortune,Zero-shot
I know you're pulling my leg; there's no way you could have eaten ten burgers by yourself.,figurative,pull leg,Zero-shot
Could we have a word after the meeting to finalize the details?,figurative,have word,Zero-shot
"After retiring, she had a fling with gardening, transforming her modest backyard into a vibrant oasis.",figurative,have fling,Zero-shot
"Upon entering the competitive field of journalism, it took her a while, but she eventually found her foot and became a respected columnist.",figurative,find foot,Zero-shot
The introduction of cutting-edge technology at the workshop set fire to a flurry of innovative projects.,figurative,set fire,Zero-shot
"Tomorrow, I'll have a word with the team about boosting productivity.",figurative,have word,Zero-shot
"Mismanagement in the company lay waste to decades of hard work, eroding the brand’s reputation.",figurative,lay waste,Zero-shot
"She took a leave of absence due to family matters, so her colleague had to hold the fort during her absence.",figurative,hold fort,Zero-shot
"Once the company found its foot in the new market, profits soared beyond expectations.",figurative,find foot,Zero-shot
"Mentioning her past failures sure touched a nerve, judging by her reaction.",figurative,touch nerve,Zero-shot
The boss blew her top when she found out about the missed deadline.,figurative,blow top,Zero-shot
The underdog team got the nod from sports analysts across the board.,figurative,get nod,Zero-shot
"The company's bold marketing campaign caught the attention of consumers, skyrocketing sales.",figurative,catch attention,Zero-shot
"He claimed he could speak ten languages, but I had a feeling he was pulling my leg.",figurative,pull leg,Zero-shot
The negotiations hit a wall when neither side would compromise on the main issue.,figurative,hit wall,Zero-shot
"The children made faces at the sight of broccoli on their plates, hoping to convince their parents of their distaste.",figurative,make face,Zero-shot
The chef was given the sack after repeated incidents that compromised the restaurant’s reputation.,figurative,give sack,Zero-shot
Her powerful lyrics set fire to a new sense of awareness in the music industry.,figurative,set fire,Zero-shot
"With the flu going around, those of us still standing will need to hold the fort.",figurative,hold fort,Zero-shot
"With a deep commitment to community service and a charismatic presence, she has a future in politics.",figurative,have future,Zero-shot
"When the legal proceedings dragged on for years, it was a constant struggle for the family not to lose heart and keep fighting for justice.",figurative,lose heart,Zero-shot
"During the marathon, as the miles stretched on, he reminded himself not to lose heart, focusing on the cheers of the crowd.",figurative,lose heart,Zero-shot
Everyone knew that the sales pitch was just blowing smoke to make the deal seem better than it was.,figurative,blow smoke,Zero-shot
Hold fire on the criticism; let’s first hear their side of the story during the meeting.,figurative,hold fire,Zero-shot
"While writing her thesis, she lost the thread of her reasoning, which meant several revisions were needed.",figurative,lose thread,Zero-shot
The new policy on sustainable energy made its mark by sparking a wave of green initiatives.,figurative,make mark,Zero-shot
"By monopolizing the market at the right time, the entrepreneur made a pile before competitors could even enter the race.",figurative,make pile,Zero-shot
"He made fortune with every stride on the running track, inspiring athletes and amateurs alike.",figurative,make fortune,Zero-shot
"She tried to follow the crime series, but with so many characters introduced, she lost the thread by the third episode.",figurative,lose thread,Zero-shot
"They had a fling with living abroad, spending a year in Japan to immerse themselves in the culture and language.",figurative,have fling,Zero-shot
"When her laptop died mid-presentation, she lost her cool for a moment before regaining her composure.",figurative,lose cool,Zero-shot
"By joining a gym and sticking to a routine, he kicked the habit of leading a sedentary lifestyle.",figurative,kick habit,Zero-shot
"During the office renovation, we'll be short-staffed, requiring everyone to hold the fort.",figurative,hold fort,Zero-shot
"She hit the road in search of inspiration for her next novel, exploring secluded mountain retreats.",figurative,hit road,Zero-shot
"She's usually calm, but she lost her cool after hearing the unfair criticism.",figurative,lose cool,Zero-shot
Hold fire on announcing the product release; there might be a delay in manufacturing.,figurative,hold fire,Zero-shot
"Tech giants hold sway in Silicon Valley, influencing not only the economy but also the future of innovation.",figurative,hold sway,Zero-shot
She told him to hold his horses when he tried to reveal the surprise party plans early.,figurative,hold horse,Zero-shot
The band's eclectic sound caught the attention of the record label executives scouting at the festival.,figurative,catch attention,Zero-shot
"In the literary world, critics' reviews often hold sway over the success of new books.",figurative,hold sway,Zero-shot
They agreed to hold fire on releasing the software update until all bugs were resolved.,figurative,hold fire,Zero-shot
"The aspiring young athlete, with his dedication and natural talent, clearly has a future in the sports world.",figurative,have future,Zero-shot
"Each time the computer crashed, his calm facade cracked a little more until he finally lost his temper.",figurative,lose temper,Zero-shot
The debate was going well until the speaker lost the thread of his argument amidst the barrage of questions.,figurative,lose thread,Zero-shot
"She made fortune in every smile she brought to the faces of those in the retirement home, weaving joy into their golden years.",figurative,make fortune,Zero-shot
"During the summer interns' training session, the assistant manager held the fort, ensuring everything else ran smoothly.",figurative,hold fort,Zero-shot
"After months of struggling to understand the new software, I finally found my foot and became the go-to person for troubleshooting.",figurative,find foot,Zero-shot
"At the family dinner, just as dessert was served, she made a scene over an old argument that should have been forgotten.",figurative,make scene,Zero-shot
"During the rapid market drop, it was crucial for investors not to lose their heads and make hasty decisions.",figurative,lose head,Zero-shot
His win at the championships set fire to a resurgence of interest in the sport among young athletes.,figurative,set fire,Zero-shot
He got the sack for consistently missing deadlines and bringing down team morale.,figurative,get sack,Zero-shot
"The fashion designer's audacious collection set fire to the runways, sparking a trend that dominated the season.",figurative,set fire,Zero-shot
"Just hold your horses, we need to think this through before making any rash decisions.",figurative,hold horse,Zero-shot
The community's embrace of recycling practices really took root when the new environmental policies were implemented.,figurative,take root,Zero-shot
"At the surprise party, when everyone jumped out, she saw stars from the shock and sheer delight.",figurative,see star,Zero-shot
"His charismatic leadership style holds sway at community meetings, often persuading others to follow his initiatives.",figurative,hold sway,Zero-shot
"Hesitant at first, he decided to blow the whistle when he saw others being harmed by the cover-ups.",figurative,blow whistle,Zero-shot
Could you elaborate a bit more? I'm not quite getting the drift of your proposal.,figurative,get drift,Zero-shot
"He hit the road towards recovery, embracing therapy and new coping strategies to rebuild his life.",figurative,hit road,Zero-shot
A vision of a world powered solely by renewable energy caught the imagination of the conference attendees.,figurative,catch imagination,Zero-shot
"Through her advocacy work, she made fortune, aiming to imbue society with equality and justice for all.",figurative,make fortune,Zero-shot
I urged her not to lose her head when she saw the mess our pet had made at home.,figurative,lose head,Zero-shot
It's best to hold fire on making any changes to our policy until after the upcoming regulatory review.,figurative,hold fire,Zero-shot
"Irresponsible spending lay waste to their savings, leaving them financially strapped.",figurative,lay waste,Zero-shot
"I didn't catch every detail of their conversation, but I got the drift of what they were planning.",figurative,get drift,Zero-shot
The consistent engine sputters gave notice that the old car was nearing the end of its journey.,figurative,give notice,Zero-shot
"Despite the casual setting, she cut an elegant figure, her style unmatched even in the simplest of gatherings.",figurative,cut figure,Zero-shot
Knowing the hardest part of the project was behind them made them all excited to kick up their heels at the upcoming retreat.,figurative,kick heel,Zero-shot
"Once we thought the design was approved, they moved the goalposts, asking for revisions that would set us back weeks.",figurative,move goalpost,Zero-shot
Awareness campaigns encouraged employees to blow the whistle on any unethical behavior observed in the workplace.,figurative,blow whistle,Zero-shot
"When they launched their new software update, it really made a hit and user subscriptions doubled.",figurative,make hit,Zero-shot
"The scandal was the last straw, and the board decided to give the executive the sack.",figurative,give sack,Zero-shot
The idea of a four-day workweek started to take root among European companies long before it caught on elsewhere.,figurative,take root,Zero-shot
Frequent changes in management lay waste to employee morale and productivity.,figurative,lay waste,Zero-shot
That comment about outdated teaching methods really touched a nerve with the seasoned educators.,figurative,touch nerve,Zero-shot
"When the package arrived damaged, she blew her top and immediately called customer service.",figurative,blow top,Zero-shot
The coach hit the roof after the team lost their lead in the final seconds.,figurative,hit roof,Zero-shot
"After getting soaked in the rain, she worried that she might catch her death.",figurative,catch death,Zero-shot
Every endeavor they undertake seems doomed to have misfortune as its constant companion.,figurative,have misfortune,Zero-shot
"When the fire alarm rang out, it was important for everyone to not lose their heads and exit calmly.",figurative,lose head,Zero-shot
Every family gathering gives him the chance to blow his own trumpet about his travels and adventures.,figurative,blow trumpet,Zero-shot
"As soon as we felt confident about our presentation, the client moved the goalposts, asking us to include additional data points.",figurative,move goalpost,Zero-shot
"His blunt comment about teamwork touched a nerve, leaving the team members ruffled.",figurative,touch nerve,Zero-shot
We should have a word with the team about the feedback from our clients.,figurative,have word,Zero-shot
He hit the roof upon realizing his winning lottery ticket was actually from last week.,figurative,hit roof,Zero-shot
The neighborhood got wind of the new shopping center and residents were buzzing with curiosity and concern.,figurative,get wind,Zero-shot
"When the sun shone on their unique innovation, the young inventors made hay, securing patents and attracting investors.",figurative,make hay,Zero-shot
"Despite trying to remain diplomatic, the diplomat lost his cool when accusations became too personal.",figurative,lose cool,Zero-shot
Can you believe they were pulling my leg about the office being moved to a yacht?,figurative,pull leg,Zero-shot
"When the fraud became too egregious to ignore, she blew the whistle to alert the authorities.",figurative,blow whistle,Zero-shot
"After months of relentless studying, they were eager to kick up their heels and let loose on spring break.",figurative,kick heel,Zero-shot
He didn't lose heart despite the many obstacles in his path to becoming a professional athlete.,figurative,lose heart,Zero-shot
"After hours of trying to fix the error, he lost his temper and slammed the laptop shut.",figurative,lose temper,Zero-shot
"Keep strolling in that drizzle without an umbrella, and you'll certainly catch your fall.",figurative,catch death,Zero-shot
The detective got wind of a possible suspect after overhearing a conversation in the diner.,figurative,get wind,Zero-shot
She often tells her enthusiastic team to hold their horses until she reviews all project details.,figurative,hold horse,Zero-shot
"Even at the slightest inconvenience, he's known to make a scene that can turn heads from across the room.",figurative,make scene,Zero-shot
"She lost her temper over the phone, leaving the customer service agent perplexed.",figurative,lose temper,Zero-shot
"With her visionary approach to sustainability, she definitely has a future as an environmental leader.",figurative,have future,Zero-shot
She was pulling my leg when she said she'd gotten lost on her way to the mailbox.,figurative,pull leg,Zero-shot
"They placed a small Buddha statue at the entrance of their home, hoping it would bring luck and prosperity.",figurative,bring luck,Zero-shot
His careless mistake during the product launch saw him get the sack.,figurative,get sack,Zero-shot
"Some believe that spotting a shooting star can bring luck, prompting wishes made in the moment.",figurative,bring luck,Zero-shot
The long shadow cast by the setting sun gave notice that evening activities were about to commence.,figurative,give notice,Zero-shot
"With such innovative teaching methods, she definitely has a future in revolutionizing the educational system.",figurative,have future,Zero-shot
"His punch was so fierce, I started seeing stars and had to steady myself.",figurative,see star,Zero-shot
"The principle of fair trade started to take root in the local market, encouraging more vendors and customers to participate.",figurative,take root,Zero-shot
Let's hold fire on the discussion about budget cuts until we have everyone on board.,figurative,hold fire,Zero-shot
"After the contract was signed, everyone in the office kicked up their heels, relieved and jubilant.",figurative,kick heel,Zero-shot
They took heart from the community’s outpouring of support during the difficult times.,figurative,take heart,Zero-shot
"After the third quarter of dismal sales, several of the team members were given the sack.",figurative,give sack,Zero-shot
"During the rapid descent of the roller coaster, he felt like he was going to lose his head.",figurative,lose head,Zero-shot
"In literary circles, classic novels still hold sway, influencing both readers and contemporary writers.",figurative,hold sway,Zero-shot
"When he uncovered the kickback scheme, he didn't hesitate to blow the whistle.",figurative,blow whistle,Zero-shot
"When the verdict was read aloud, a collective making of faces swept through the courtroom.",figurative,make face,Zero-shot
"Her speech on women's rights touched a nerve, resonating powerfully with the audience and sparking a standing ovation.",figurative,touch nerve,Zero-shot
"At each championship, the coach would bring the same old whistle, hoping it would bring luck to the team.",figurative,bring luck,Zero-shot
The launch of the eco-friendly clothing line made a hit with consumers looking for sustainable options.,figurative,make hit,Zero-shot
"With her innovative approach to sustainable farming, she made her mark among environmental activists.",figurative,make mark,Zero-shot
She made her mark as a pioneer in renewable energy technology.,figurative,make mark,Zero-shot
Her pointed questions during the meeting gave notice of her deep skepticism.,figurative,give notice,Zero-shot
"As soon as the regulatory changes were announced, the company made hay by adapting faster than their competitors.",figurative,make hay,Zero-shot
"Every time we get close to reaching an agreement, they move the goalposts and delay the process.",figurative,move goalpost,Zero-shot
"Every time we approach the deadline, they move the goalposts, stacking more tasks in our lap.",figurative,move goalpost,Zero-shot
"Faced with overwhelming opposition, the town council decided to pull the plug on the proposed landfill site.",figurative,pull plug,Zero-shot
The chef hit the roof when he found out the key ingredient was missing from the pantry.,figurative,hit roof,Zero-shot
"Through her innovative app, she found a way to make a pile that surpassed all her expectations.",figurative,make pile,Zero-shot
"In the midst of the discussion, he started blowing his trumpet about his pivotal role in the project’s success.",figurative,blow trumpet,Zero-shot
"On her first day at the new job, she wore the bracelet her sister gave her, believing it would bring luck.",figurative,bring luck,Zero-shot
"In the classroom, the teacher’s rules hold sway, ensuring order and fostering a conducive learning environment.",figurative,hold sway,Zero-shot
"They provided a lot of technical information in the workshop, yet I managed to get the drift of the main procedures.",figurative,get drift,Zero-shot
"After the security breach, the IT manager was the first to get the sacked.",figurative,get sack,Zero-shot
"They weren't looking for anything serious, so they had a fling that lasted through the winter holidays.",figurative,have fling,Zero-shot
Carrying that old coin in my pocket during exams always seems to bring luck.,figurative,bring luck,Zero-shot
The team believed the unexpected sunny weather would bring luck in their championship match.,figurative,bring luck,Zero-shot
"By diving into the booming organic food market, their company made a pile last year.",figurative,make pile,Zero-shot
"Although the season had been tough, the coach urged the players not to lose heart, as the championship was still within reach.",figurative,lose heart,Zero-shot
"When all the senior staff were away at the retreat, it fell upon Jensen to hold the fort.",figurative,hold fort,Zero-shot
"They nearly lost their heads when they saw the extent of the damage from the storm, but quickly gathered themselves to begin cleanup efforts.",figurative,lose head,Zero-shot
"The manager lost his cool after seeing the quarterly losses, raising his voice unexpectedly during the conference call.",figurative,lose cool,Zero-shot
Trend analysts keep tabs on social media to predict the next big thing in fashion.,figurative,keep tab,Zero-shot
"When the company downsized, several promising young executives were unfortunately given the sack.",figurative,give sack,Zero-shot
"As the deadline approaches, it's essential that everyone pulls their weight to ensure we're not left in the lurch.",figurative,pull weight,Zero-shot
"After several rejected job applications, it was hard not to lose heart, but he knew persistence would eventually pay off.",figurative,lose heart,Zero-shot
"Realizing it was now or never, they hit the road to turn their shared dream into a reality.",figurative,hit road,Zero-shot
The software development team hit a wall when they encountered an unexpected bug that halted their progress.,figurative,hit wall,Zero-shot
The new software tool made a hit in the tech community due to its user-friendly interface and powerful features.,figurative,make hit,Zero-shot
"Once the company's flexible working policy took root, employee satisfaction and productivity soared.",figurative,take root,Zero-shot
Her fascination with archaeology took root during her first museum visit as a child.,figurative,take root,Zero-shot
"The team had a rocky start to the season, but they eventually found their foot and made a surprising comeback.",figurative,find foot,Zero-shot
"After the thunderstorm ruined our picnic plans, I reminded everyone to take heart because a clear evening still promised stargazing.",figurative,take heart,Zero-shot
"The new software tool made a hit in the tech community, praised for its innovative functionalities.",figurative,make hit,Zero-shot
"Once I found my foot in the debate club, I felt more confident to speak up and share my ideas.",figurative,find foot,Zero-shot
"Her memoir pulls no punches, revealing the intense personal challenges she faced throughout her career.",figurative,pull punch,Zero-shot
"Inspired by a film festival, he had a fling with independent filmmaking, trying his hand at scripting and directing.",figurative,have fling,Zero-shot
They took heart from the unexpected support that came just when they needed it most.,figurative,take heart,Zero-shot
She lost her cool when the tailor admitted he'd ruined her dress days before the wedding.,figurative,lose cool,Zero-shot
She got the sack when the firm opted for a more tech-savcentric team.,figurative,get sack,Zero-shot
Everyone made faces at the suggestion of staying late every day next week to meet the project deadline.,figurative,make face,Zero-shot
"Kicking the habit of junk food was tough, but Sarah feels so much better now.",figurative,kick habit,Zero-shot
"When the price tag was revealed for the vintage car, he saw stars, nearly fainting from disbelief.",figurative,see star,Zero-shot
"Every time they try to soar, they seem to have misfortune clipping their wings.",figurative,have misfortune,Zero-shot
"The environmental report pulls no punches, outlining the severe impact of industrial pollution on marine life.",figurative,pull punch,Zero-shot
"The homemade craft movement has a future, as more people yearn for personalized and meaningful products.",figurative,have future,Zero-shot
"After three hours of discussion, the meeting hit a wall, with no resolution in sight.",figurative,hit wall,Zero-shot
"After years of struggling, he finally managed to kick the habit and has been smoke-free for six months.",figurative,kick habit,Zero-shot
"While the teachers attend the conference, the vice-principal will hold the fort at school.",figurative,hold fort,Zero-shot
"When the idea of a team-building retreat in the remote woods was floated, everyone in the room made faces.",figurative,make face,Zero-shot
The bold headline in the newspaper was designed to catch attention and provoke thought.,figurative,catch attention,Zero-shot
"By mentoring young athletes in his community, the retired player continued to make fortune, enriching their lives with his invaluable experience.",figurative,make fortune,Zero-shot
They hit a wall in their relationship when they realized their long-term goals were incompatible.,figurative,hit wall,Zero-shot
"When the trend for health foods spiked, the local farmers made hay by introducing organic produce to their range.",figurative,make hay,Zero-shot
"He hit the road toward wellness, replacing old habits with a healthy diet and regular exercise.",figurative,hit road,Zero-shot
Her innovative app concept quickly got the nod from the venture capitalists.,figurative,get nod,Zero-shot
"The moment he saw the broken window, he blew his top.",figurative,blow top,Zero-shot
She got the sack after falsifying her work reports one too many times.,figurative,get sack,Zero-shot
Her innovative interior design ideas made a hit at the annual design expo.,figurative,make hit,Zero-shot
"During the sabbatical, he decided to have a fling with beekeeping, immersing himself in the life of apiaries.",figurative,have fling,Zero-shot
"Once they gathered enough evidence, the team hit the road to launch a groundbreaking investigative report.",figurative,hit road,Zero-shot
"When doubts clouded their vision, they took heart in the clarity of their shared dreams.",figurative,take heart,Zero-shot
"During the lengthy town hall meeting, many attendees lost the thread of the conversation due to numerous off-topic remarks.",figurative,lose thread,Zero-shot
"Their casual indifference to workplace safety made her lose her temper, as nothing justified such neglect.",figurative,lose temper,Zero-shot
"She made a face at the bitter coffee, resembling someone who had just stepped on a Lego barefoot.",figurative,make face,Zero-shot
"During the meeting, he couldn't resist the urge to blow his own trumpet, recounting every success he had over the past year.",figurative,blow trumpet,Zero-shot
"The professor didn't pull any punches when critiquing our thesis proposals, demanding rigor and originality.",figurative,pull punch,Zero-shot
"The author made a pile from her debut novel, thanks to its unexpected popularity.",figurative,make pile,Zero-shot
"In the corporate boardroom, the young executive cut a determined figure, her proposals setting her apart from seasoned colleagues.",figurative,cut figure,Zero-shot
"It seems they have misfortune woven into their tapestry of life, surfacing at each crucial moment.",figurative,have misfortune,Zero-shot
"As soon as investors got wind of the CEO's resignation, the company's stock prices began to wobble.",figurative,get wind,Zero-shot
"They warned her not to sit in the drafty hallway, lest she catch her death of cold.",figurative,catch death,Zero-shot
"After weeks of deliberation, the proposal finally got the nod from the board.",figurative,get nod,Zero-shot
"A futuristic vision of cities in the clouds caught the imagination of the readers, propelling the science fiction novel to bestseller status.",figurative,catch imagination,Zero-shot
"When the project failed to meet its deadlines, the team leader was afraid he might get the sack.",figurative,get sack,Zero-shot
"During the critique session, the artist didn't pull any punches, offering both stinging critiques and high praises where due.",figurative,pull punch,Zero-shot
"The whole tech team is at the conference this week, so it's my job to hold the fort.",figurative,hold fort,Zero-shot
She made a hit at the conference by introducing her unique approach to sustainable design.,figurative,make hit,Zero-shot
She made a face like she had swallowed a bug when she realized the email was sent to the entire company.,figurative,make face,Zero-shot
Venturing out without a scarf in that blizzard is just asking to catch your death.,figurative,catch death,Zero-shot
"The trailblazing entrepreneur set fire to the industry conventions, sparking an era of relentless innovation.",figurative,set fire,Zero-shot
"Every department met its goals, then the upper management moved the goalposts, asking for another increase in efficiency.",figurative,move goalpost,Zero-shot
"Are you pulling my leg, or did you really meet a celebrity at the coffee shop?",figurative,pull leg,Zero-shot
Their proposal for a more flexible work schedule got the nod during the last management meeting.,figurative,get nod,Zero-shot
"When the charity struggled to meet its donation targets, the team worked hard to ensure that none of their volunteers would lose heart.",figurative,lose heart,Zero-shot
"They warned him that with his thin jacket, he was bound to catch his death in the frigid mountain air.",figurative,catch death,Zero-shot
"Knowing the hype wouldn't last, the tech company made hay by fast-tracking the release of their new gadget.",figurative,make hay,Zero-shot
"Upon striking her toe against the edge of the table, she momentarily saw stars from the excruciating pain.",figurative,see star,Zero-shot
"During the premiere, the lead actress cut a glamorous figure on the red carpet, her gown sparkling under the flashbulbs.",figurative,cut figure,Zero-shot
"At the international summit, he cut an imposing figure with his well-tailored suit and confident demeanor.",figurative,cut figure,Zero-shot
"When employees got wind of the impending restructuring, a murmur of unrest went through the office.",figurative,get wind,Zero-shot
She's just blowing smoke about her role in the project to seem more involved than she really was.,figurative,blow smoke,Zero-shot
The town got wind of the proposed landfill site nearby and quickly mobilized to oppose it.,figurative,get wind,Zero-shot
"Through her insightful podcasts, she made fortune, enlightening minds and broadening perspectives.",figurative,make fortune,Zero-shot
You'll find it beneficial to keep tabs on your monthly expenses to manage your budget better.,figurative,keep tab,Zero-shot
"In financial markets, major investors' decisions hold sway over stock prices and market trends.",figurative,hold sway,Zero-shot
"After years in a corporate bubble, he had a fling with rural life, trading suits for overalls and fresh air.",figurative,have fling,Zero-shot
"During the flurry of technical jargon, only a few of us really got the drift of the new software's features.",figurative,get drift,Zero-shot
"Initially overwhelmed by the complexities of her new role, she eventually found her foot and excelled as a leader.",figurative,find foot,Zero-shot
"With her bags packed and aspirations high, she hit the road towards a new life in the city.",figurative,hit road,Zero-shot
Her melodic voice effortlessly catches attention in the bustling cafe.,figurative,catch attention,Zero-shot
Keeping tabs on social media trends helps marketers tailor their campaigns effectively.,figurative,keep tab,Zero-shot
"In the midst of uncertainty, she took heart from the unwavering support of her friends.",figurative,take heart,Zero-shot
Let's have a word about the adjustments needed in your approach.,figurative,have word,Zero-shot
"Before embarking on the long road trip, they placed a four-leaf clover in the glove compartment to bring luck and safe travels.",figurative,bring luck,Zero-shot
"She quietly excelled at her tasks, unlike her colleague who loved to blow his own trumpet at every opportunity.",figurative,blow trumpet,Zero-shot
The steady accumulation of dishes in the sink gave notice that it was time to roll up sleeves and tackle the chores.,figurative,give notice,Zero-shot
"After the rollercoaster ride, I was seeing stars, dizzy from all the twirls.",figurative,see star,Zero-shot
"On the windswept moor, the solitary figure of the shepherd cut a timeless figure against the rugged landscape.",figurative,cut figure,Zero-shot
"During the critical negotiations, she maintained her poise and refused to lose her cool, despite the rising tensions.",figurative,lose cool,Zero-shot
Her unique approach to solving problems catches attention in every team meeting.,figurative,catch attention,Zero-shot
His workshops made fortune by enriching the community's skills and fostering a spirit of self-reliance.,figurative,make fortune,Zero-shot
Hold your horses! Aren't you forgetting something important?,figurative,hold horse,Zero-shot
Hold fire on escalating the issue until we've had a chance to discuss it internally.,figurative,hold fire,Zero-shot
His architectural designs made a mark by seamlessly blending functionality with modern aesthetics.,figurative,make mark,Zero-shot
"The long-awaited vacation was here, and it was time to kick up their heels on the sunny beaches of Hawaii.",figurative,kick heel,Zero-shot
