submission,category,idiom,type
"As a result of continuous underperformance and negative feedback from students, the university administration had no option but to give the sack to several professors.",figurative,give sack,Enhanced-prompting
"Knowing his colleague had extensive experience in software development, he figured it would be beneficial to have a word with him about a coding issue he was encountering.",figurative,have word,Enhanced-prompting
She decided it was time to give her formal notice of resignation from the board.,figurative,give notice,Enhanced-prompting
"The wrestler, fed up with the management's broken promises, gave notice and joined a rival league.",figurative,give notice,Enhanced-prompting
"As he accepted the prestigious award, he detailed his journey from novice to expert, naturally blowing his own trumpet about the hard work involved.",figurative,blow trumpet,Enhanced-prompting
"Once he got the nod from the committee, he knew his proposal would change the course of the company.",figurative,get nod,Enhanced-prompting
"Did he really make a fortune by just investing in that small, unknown tech company?",figurative,make fortune,Enhanced-prompting
She was hopeful to get the party nod amidst strong competition.,figurative,get nod,Enhanced-prompting
Will the new policy changes mean more employees are going to be given the sack?,figurative,give sack,Enhanced-prompting
"She didn't lose her cool, choosing instead to find a solution to the unexpected problem.",figurative,lose cool,Enhanced-prompting
"They set out with the dream to make a pile by flipping houses, relying on their keen sense of design and market timing.",figurative,make pile,Enhanced-prompting
"The project team faced several unforeseen issues in the beginning, but after a few brainstorming sessions, they started to find their feet.",figurative,find foot,Enhanced-prompting
"Amidst all their lofty rhetoric, it was obvious they were just blowing smoke to appease the crowd.",figurative,blow smoke,Enhanced-prompting
"Pulling my leg must be your favorite hobby, considering how often you concoct these wild stories.",figurative,pull leg,Enhanced-prompting
The novel made quite a mark on me; I've never viewed life the same way since.,figurative,make mark,Enhanced-prompting
"As vintage fashion comes back into style, savvy retailers are quick to make hay by stocking up on retro collections.",figurative,make hay,Enhanced-prompting
"When the tech startup unveiled its groundbreaking artificial intelligence product, it successfully set fire to the entire industry's competitive dynamics, making waves and capturing the attention of key investors.",figurative,set fire,Enhanced-prompting
"Keeping tabs on his health, he visited the gym regularly and adjusted his diet accordingly.",figurative,keep tab,Enhanced-prompting
"With all the experts blowing smoke, discerning the truth from the hype was a formidable challenge.",figurative,blow smoke,Enhanced-prompting
"With the way John's been ignoring deadlines, he's clearly asking to get the sack.",figurative,get sack,Enhanced-prompting
It would be wrong for insiders to stay silent and not blow the whistle on deceptive accounting practices.,figurative,blow whistle,Enhanced-prompting
Did her new marketing pitch make a hit with the board of directors?,figurative,make hit,Enhanced-prompting
Do you think it was fair for him to make a scene just because she was 20 minutes late?,figurative,make scene,Enhanced-prompting
"Tomorrow, I'll hit the busy road for a vital business journey.",figurative,hit road,Enhanced-prompting
"They did not neglect to keep tabs on their children's online interactions, always promoting a safe browsing environment.",figurative,keep tab,Enhanced-prompting
"Losing heart can be easy when faced with repeated failures, yet it is perseverance that leads to success.",figurative,lose heart,Enhanced-prompting
"Despite her eagerness, Jenna couldn’t find her feet in the bustling, crowded streets of New York City.",figurative,find foot,Enhanced-prompting
"Whenever she loses her temper, a swift apology usually follows.",figurative,lose temper,Enhanced-prompting
We'd managed to keep the event under wraps until the press got wind of it yesterday.,figurative,get wind,Enhanced-prompting
"After years of dedication and seizing every opportunity for professional development, Marie finally made pile when she was appointed CEO of a multinational corporation.",figurative,make pile,Enhanced-prompting
"During his annual physical, he unexpectedly had misfortune when tests revealed a serious health condition.",figurative,have misfortune,Enhanced-prompting
"After months of persistence and dedication, the habit of early morning meditation began to take root, providing her with a calm and composed start to the day.",figurative,take root,Enhanced-prompting
"It was clear during the trial that the prosecution was moving the goalposts, altering the basis of their argument each time the defense addressed an accusation effectively.",figurative,move goalpost,Enhanced-prompting
"After realizing the detrimental effects on his health and family relations, John decided it was essential to kick the habit and started attending support groups to gain the help he needed.",figurative,kick habit,Enhanced-prompting
"In the late 1960s, as more people joined the protest marches and public discussions, the civil rights movement powerfully began to take root across various American cities.",figurative,take root,Enhanced-prompting
Could standing in the rain without an umbrella really make me catch my death?,figurative,catch death,Enhanced-prompting
"In response to the scandal, the principal was swiftly given the sack to preserve the school's reputation.",figurative,give sack,Enhanced-prompting
"When faced with adversity, take heart; these challenges often lead to greater growth and understanding.",figurative,take heart,Enhanced-prompting
"Isn't it risky to shovel snow in this freezing weather for so long, considering you might catch your death?",figurative,catch death,Enhanced-prompting
"During the championship game, after a controversial call by the referee, the coach lost his temper and stormed onto the field in protest.",figurative,lose temper,Enhanced-prompting
Have a fling with new hobbies this year; it might just spark a newfound passion.,figurative,have fling,Enhanced-prompting
"biting, hair-pulling, or excessive use of digital devices and social media:",figurative,kick habit,Enhanced-prompting
"Once they get wind of the price drop, customers will likely flock to the store.",figurative,get wind,Enhanced-prompting
The coach didn't just blow her top in a controlled manner; she was visibly upset and loud.,figurative,blow top,Enhanced-prompting
"If you keep showing up late, you're going to get the sack sooner rather than later.",figurative,get sack,Enhanced-prompting
"The documentary touched a nerve across the community, sparking an urgent conversation about reform.",figurative,touch nerve,Enhanced-prompting
The construction team worked double shifts to make hay while the weather conditions were still favorable for outdoor work.,figurative,make hay,Enhanced-prompting
"In situations fraught with tension and potential outcry, it's often seen as prudent to cautiously pull controversial comments away and punch with restraint.",figurative,pull punch,Enhanced-prompting
"By winning three gold medals at the Olympics, she definitively made her mark as one of the top athletes in her country.",figurative,make mark,Enhanced-prompting
We've assigned someone from the team to keep tabs on the project's progress to ensure we meet all our deadlines.,figurative,keep tab,Enhanced-prompting
"The cultural heritage of the city holds sway over its modern architecture, preserving its historical charm.",figurative,hold sway,Enhanced-prompting
"Did my comment about political accountability touch a nerve, given your strong reaction?",figurative,touch nerve,Enhanced-prompting
Is it common for artists to lose heart when faced with prolonged creative blocks?,figurative,lose heart,Enhanced-prompting
"After retiring, she decided it was the perfect opportunity to have a fling with watercolor painting, spending her mornings creating art by the serene lakeside.",figurative,have fling,Enhanced-prompting
Keeping calm during debates is essential; losing your temper can seriously undermine your arguments.,figurative,lose temper,Enhanced-prompting
His ability to not lose his head in emergencies is why he excels as a crisis manager.,figurative,lose head,Enhanced-prompting
"He holds sway in the office, influencing decisions even from behind the scenes.",figurative,hold sway,Enhanced-prompting
"Susan usually wouldn't blow her top over repetitive issues, but this time she lost her patience.",figurative,blow top,Enhanced-prompting
Is it really wise to pull the plug on this initiative just as we are beginning to see improvements?,figurative,pull plug,Enhanced-prompting
Why not have a fling with gourmet cooking? It could be a delicious diversion from the usual dinner routine.,figurative,have fling,Enhanced-prompting
"Following his company's bankruptcy, it took George a considerable amount of time to regroup and find his feet in the competitive business world.",figurative,find foot,Enhanced-prompting
"When it comes to life-changing decisions, it's best to hold your horses and think things through.",figurative,hold horse,Enhanced-prompting
"Unaware of the rising tension, he joked around, nearly causing her to blow her top.",figurative,blow top,Enhanced-prompting
"During the debate, she restrained herself, careful not to make a scene even though she vehemently disagreed with the arguments presented.",figurative,make scene,Enhanced-prompting
The minority shareholders attempted to introduce new policies but failed to hold sway against the more dominant fiscal priorities set by the board.,figurative,hold sway,Enhanced-prompting
The innovative contemporary dance styles take gradually root in the local theaters and schools.,figurative,take root,Enhanced-prompting
The speaker failed to catch attention as his introduction lacked the punch and vigor needed to captivate the audience.,figurative,catch attention,Enhanced-prompting
Talking about his recent loss did not touch a nerve as he had already worked through his grief.,figurative,touch nerve,Enhanced-prompting
"Will I ever find my feet in this challenging new hobby, or will it always feel this overwhelming?",figurative,find foot,Enhanced-prompting
Will he really be able to make his fortune by selling rare collectibles?,figurative,make fortune,Enhanced-prompting
"After hours of brainstorming, the team hit a wall and couldn't figure out a solution to the problem.",figurative,hit wall,Enhanced-prompting
"Have misfortune as it might, her indomitable spirit always led her to emerge stronger and more determined.",figurative,have misfortune,Enhanced-prompting
Getting the nod to represent the team at the international conference was a real feather in her cap.,figurative,get nod,Enhanced-prompting
She never expected to make such a windfall pile quickly after her art became an overnight sensation.,figurative,make pile,Enhanced-prompting
We haven't had a word about the new project timeline yet.,figurative,have word,Enhanced-prompting
Did the latest commercial from that popular soft drink brand catch your imagination as it did mine?,figurative,catch imagination,Enhanced-prompting
"Interactive, engaging methods can easily catch the students' attention during a complex lecture.",figurative,catch attention,Enhanced-prompting
The Prime Minister decided to give the sack to the Minister of Health after a public outcry over mismanagement of healthcare funds.,figurative,give sack,Enhanced-prompting
"When presented with the unreasonable demands, he completely lost his cool, raising his voice in the meeting.",figurative,lose cool,Enhanced-prompting
"Despite his eloquent speech, the new member could not hold sway over the final vote.",figurative,hold sway,Enhanced-prompting
"With her graceful demeanor and classic style, she cut an elegant figure at every dinner party she attended.",figurative,cut figure,Enhanced-prompting
"The use of cryptocurrency has not taken root in mainstream finance, as fluctuations and regulatory concerns persist.",figurative,take root,Enhanced-prompting
"During the heated team meeting, John subtly began to make faces to indicate his disagreement with the proposed plan without interrupting the speaker.",figurative,make face,Enhanced-prompting
"Because the new software was malfunctioning, the IT manager had no choice but to pull the plug.",figurative,pull plug,Enhanced-prompting
"If you venture out into the blistering cold without your coat and scarf, you'll likely catch your death from such severe exposure to the winter elements.",figurative,catch death,Enhanced-prompting
"Venturing into the world of digital art, he struggled initially, but eventually found his feet and began creating masterpieces.",figurative,find foot,Enhanced-prompting
"During the company meeting, she felt compelled to blow the honesty whistle on the ongoing, deliberate underreporting of emissions.",figurative,blow whistle,Enhanced-prompting
"A gentle, soft notification sound can subtly catch a user’s attention.",figurative,catch attention,Enhanced-prompting
Stop moving the goalposts; let's stick to the original plan and see it through.,figurative,move goalpost,Enhanced-prompting
"Every once in a while, it's refreshing to have a flung with a completely different career, if only in a temporary assignment.",figurative,have fling,Enhanced-prompting
"To make a hit with his in-laws, Jeremy whipped up his famous lasagna for dinner.",figurative,make hit,Enhanced-prompting
"""Hold your horses!"" called the teacher, as the students rushed towards the door before the bell rang.",figurative,hold horse,Enhanced-prompting
"When the crisis struck, she didn't lose her head, demonstrating superb leadership under pressure.",figurative,lose head,Enhanced-prompting
Is the opposition moving the goalposts just to undermine the current government's achievements?,figurative,move goalpost,Enhanced-prompting
Did you get wind of the location for Mark's secret farewell party next Saturday?,figurative,get wind,Enhanced-prompting
Did she get the nod for the new director role she interviewed for last week?,figurative,get nod,Enhanced-prompting
"Continually assessing, she effectively keeps direct tabs on student performance metrics and engagement levels.",figurative,keep tab,Enhanced-prompting
The sudden jolt of the car hitting the pothole made her see stars for a brief moment.,figurative,see star,Enhanced-prompting
"During his morning routine at the downtown cafe, the veteran journalist got wind of a major political scandal brewing, thanks to his network of confidential informants.",figurative,get wind,Enhanced-prompting
"After evaluating usage statistics and operational costs, the board pulled the plug on the underutilized transportation service to consolidate resources.",figurative,pull plug,Enhanced-prompting
"Once you give notice, there's no turning back—make sure this is what you want.",figurative,give notice,Enhanced-prompting
"If Jason discovers his favorite guitar was used without permission, he'll definitely hit the roof.",figurative,hit roof,Enhanced-prompting
"After losing several key games in a row, the team started to lose heart in their chances of making the playoffs.",figurative,lose heart,Enhanced-prompting
Family unity is strong when every individual pulls responsibly their own weight at home.,figurative,pull weight,Enhanced-prompting
Many who have a fling with living abroad return with a fresh perspective on their lives.,figurative,have fling,Enhanced-prompting
"During their dinner date at a cozy restaurant, Sarah couldn't contain her emotions about past grievances and started to make a scene, sobbing loudly, much to the discomfort of the other diners.",figurative,make scene,Enhanced-prompting
"By catching our attention with an intriguing opening line, the novel promises an exciting read.",figurative,catch attention,Enhanced-prompting
"Just as he was feeling healthier than ever, it was a surprise to have to misfortune find out otherwise.",figurative,have misfortune,Enhanced-prompting
Has the team made their mark with the innovative app that aims to solve urban transportation issues?,figurative,make mark,Enhanced-prompting
"She never blew her own trumpet, which sometimes led to her contributions being underestimated by the management.",figurative,blow trumpet,Enhanced-prompting
"It takes courage to blow the whistle, knowing well the backlash that often follows.",figurative,blow whistle,Enhanced-prompting
"Did he really have misfortune, or was he just unusually clumsy today?",figurative,have misfortune,Enhanced-prompting
"They didn't hit the road immediately, despite the importance of arriving early.",figurative,hit road,Enhanced-prompting
"The team took heart, bolstered by the unexpected support from the crowd.",figurative,take heart,Enhanced-prompting
Keep tabs on the local news; it's the best way to stay informed about what's happening in our community.,figurative,keep tab,Enhanced-prompting
"He did not take heart, instead allowing each new challenge to diminish his resolve.",figurative,take heart,Enhanced-prompting
He couldn’t help but not make faces as his coworker suggested yet another controversial idea.,figurative,make face,Enhanced-prompting
"To get his drift, you often need to read between the lines.",figurative,get drift,Enhanced-prompting
Have you ever noticed a moment during a long lecture where the presenter seems to have lost the thread of their discourse?,figurative,lose thread,Enhanced-prompting
Will he blow his top if we tell him the truth about the car accident?,figurative,blow top,Enhanced-prompting
"Despite hundreds auditioning, Maria got the nod for the lead role in the new Broadway hit, thanks to her spectacular performance during the auditions.",figurative,get nod,Enhanced-prompting
Is it essential for a company to blow its own trumpet in marketing materials to attract consumers?,figurative,blow trumpet,Enhanced-prompting
"During the intense discussion on the new investment strategy, the senior partner advised the rest of the team to hold fire on making any final decisions until every aspect had been carefully analyzed and considered.",figurative,hold fire,Enhanced-prompting
Have you ever thought about having a fling with urban gardening? It’s a great way to bring some green into your life.,figurative,have fling,Enhanced-prompting
"As you face these trials, remember to take heart and focus on the possibilities, not just the obstacles.",figurative,take heart,Enhanced-prompting
The director's new experimental film managed to make a hit among indie enthusiasts.,figurative,make hit,Enhanced-prompting
This initiative clearly does have all the markers of a sustainable and impactful future.,figurative,have future,Enhanced-prompting
Did they really expect her not to hit the roof after such outrageous charges?,figurative,hit roof,Enhanced-prompting
"To catch the imagination, sometimes all it takes is a single spark of creativity to ignite a wildfire of innovation.",figurative,catch imagination,Enhanced-prompting
Economic downturns forced the small startup to give sack to half its staff in an effort to stay afloat.,figurative,give sack,Enhanced-prompting
Why is there hesitancy to blow the whistle when doing so can prevent further harm?,figurative,blow whistle,Enhanced-prompting
Did he make a hit at your sister’s wedding reception?,figurative,make hit,Enhanced-prompting
"Despite her qualifications, she hasn't managed to make her mark in the company yet.",figurative,make mark,Enhanced-prompting
"As setbacks continued piling up, she slowly began to lose her enthusiastic heart for the project.",figurative,lose heart,Enhanced-prompting
Their new gadget is set to make a technological mark in the industry.,figurative,make mark,Enhanced-prompting
The meeting dragged on as participants felt they had hit a collaborative wall.,figurative,hit wall,Enhanced-prompting
I think it's time we have an important word about your choices.,figurative,have word,Enhanced-prompting
Did not the sudden increase in capital gains taxes lay waste to the burgeoning startup ecosystem?,figurative,lay waste,Enhanced-prompting
You're pulling my leg if you think I believe you've swum across the English Channel!,figurative,pull leg,Enhanced-prompting
"Faced with yet another setback, it was becoming increasingly difficult to not lose his strategic cool.",figurative,lose cool,Enhanced-prompting
"In the negotiations, it felt like the other party was moving the goalposts every time we thought we had reached an agreement.",figurative,move goalpost,Enhanced-prompting
"Climbing too quickly to the top of the mountain left her light-headed and seeing stars, a gentle reminder of the altitude's effects.",figurative,see star,Enhanced-prompting
"She was cautious not to make a scene at the ceremony, despite her strong urge to speak out.",figurative,make scene,Enhanced-prompting
"The film got the nod for Best Picture, surprising many critics and fans alike.",figurative,get nod,Enhanced-prompting
"She wrote in her journal every night, detailing her daily struggles and successes in her quest to kick the habit of scrolling through social media for hours.",figurative,kick habit,Enhanced-prompting
"By observing their non-verbal cues, you might finally get the drift of what they're hinting at.",figurative,get drift,Enhanced-prompting
"Known for her directness, she never pulls any punches, even when delivering unfavorable news.",figurative,pull punch,Enhanced-prompting
"As soon as he smelled the expired milk, he couldn’t help but make faces, clearly disgusted by the foul odor.",figurative,make face,Enhanced-prompting
To lay waste to one's opportunities through neglect seems a profound folly.,figurative,lay waste,Enhanced-prompting
The doctors did not pull the plug on the treatment as they believed more time was needed to see results.,figurative,pull plug,Enhanced-prompting
"She didn't blow her own trumpet during her pitch, which led to some hesitation among the potential investors regarding the business's prospects.",figurative,blow trumpet,Enhanced-prompting
The constant bickering between the players caused the coach to lose his cool during halftime.,figurative,lose cool,Enhanced-prompting
Have you ever had to kick your heels while waiting anxiously for a job interview to start?,figurative,kick heel,Enhanced-prompting
"Will planting this tree in our backyard bring luck to our family, as the legend suggests?",figurative,bring luck,Enhanced-prompting
Is it easy to lose heart when feedback is always critical and seldom constructive?,figurative,lose heart,Enhanced-prompting
"The invasive species rapidly laid waste to the native flora, disrupting the ecosystem.",figurative,lay waste,Enhanced-prompting
"With his current grades, does he have a future in a highly competitive field like medicine?",figurative,have future,Enhanced-prompting
We should hit the road before sunrise to make the most of the day.,figurative,hit road,Enhanced-prompting
Set fire to complacency; strive for innovation in every project you undertake.,figurative,set fire,Enhanced-prompting
"It’s comforting to know that while I’m away, you’ll be here to hold the fort.",figurative,hold fort,Enhanced-prompting
"Despite their best efforts, some people have misfortune follow them like a shadow, darkening their days with persistent challenges.",figurative,have misfortune,Enhanced-prompting
"To everyone's shock, their favorite supervisor got the sack after the budget cuts.",figurative,get sack,Enhanced-prompting
"After much contemplation, she took the leap to kick the habit, embracing a new chapter in her life.",figurative,kick habit,Enhanced-prompting
Is it possible for someone from an entry-level position to make pile by climbing the corporate ladder diligently?,figurative,make pile,Enhanced-prompting
"Though tempted to interrupt, she held fire and waited politely for her turn to speak.",figurative,hold fire,Enhanced-prompting
"At the crowded restaurant, they kicked their heels at the bar, chatting merrily as they waited for a table.",figurative,kick heel,Enhanced-prompting
"With its intricate plot twists and deeply flawed characters, her latest mystery novel caught the readers' imagination from the very first page.",figurative,catch imagination,Enhanced-prompting
"Make a face at me again, and I'll tickle you until you can't stop laughing!",figurative,make face,Enhanced-prompting
"At her daughter’s wedding, Mrs. Thompson cut a figure of grace and poise, her gown and demeanor fitting perfectly with the solemnity and joy of the occasion.",figurative,cut figure,Enhanced-prompting
Will using influencers and viral challenges catch attention and make a marketing campaign more successful on social media?,figurative,catch attention,Enhanced-prompting
"The principal wasn't there to hold the fort during the lockdown, which caused significant confusion.",figurative,hold fort,Enhanced-prompting
"Their innovative design set fire to the industry, sparking a wave of creativity among competitors.",figurative,set fire,Enhanced-prompting
"Make sure you bundle up nicely, or you might just catch your there death.",figurative,catch death,Enhanced-prompting
Isn't it fascinating how Einstein's theory of relativity caught the world's imagination back in the early 20th century?,figurative,catch imagination,Enhanced-prompting
"When you hit a wall in your workout routine, consider changing exercises to reignite your enthusiasm.",figurative,hit wall,Enhanced-prompting
Do you regularly keep tabs on how the project is progressing to avoid potential pitfalls?,figurative,keep tab,Enhanced-prompting
"Though she felt like losing her temper, she took a deep breath and remained composed.",figurative,lose temper,Enhanced-prompting
"When financial contributions were discussed, it sadly managed to touch a sensitive nerve within the family.",figurative,touch nerve,Enhanced-prompting
"Neglect has a way of laying waste to the most beautiful gardens, turning them into patches of weeds.",figurative,lay waste,Enhanced-prompting
"After months of setbacks and budget overruns, the management finally decided to pull the plug on the innovative software project, deeming it unsustainable moving forward.",figurative,pull plug,Enhanced-prompting
"In her vintage dress, she cut a nostalgic figure that reminded onlookers of a bygone glamorous era.",figurative,cut figure,Enhanced-prompting
"He couldn't help but pull your leg a bit, claiming he had invented a new language overnight.",figurative,pull leg,Enhanced-prompting
Could an independent filmmaker really make a fortune from a documentary about climate change?,figurative,make fortune,Enhanced-prompting
Determination shines through when someone finally kicks the habit.,figurative,kick habit,Enhanced-prompting
"Tasting the extremely sour lemonade, the little boy made a face and reached desperately for some water.",figurative,make face,Enhanced-prompting
"The novelist had written ten chapters rapidly, but he hit the wall when trying to resolve the plot of his crime thriller.",figurative,hit wall,Enhanced-prompting
"When the quarterly losses exceeded expectations, the board decided to give the CFO the sack.",figurative,give sack,Enhanced-prompting
The architect's radical design for the new museum caught the imagination of the city planners.,figurative,catch imagination,Enhanced-prompting
"The plot was so intricate that halfway through the book, I lost the thread and had to start over.",figurative,lose thread,Enhanced-prompting
Do you often lose your temper when technology fails to work as expected?,figurative,lose temper,Enhanced-prompting
"Get the drift of these instructions, and you shouldn't have any trouble with the task.",figurative,get drift,Enhanced-prompting
"They've made hay all year, capitalizing on the new technology trends rapidly.",figurative,make hay,Enhanced-prompting
"Despite their encouragement, he couldn't take heart and felt his dream of becoming a designer slipping away.",figurative,take heart,Enhanced-prompting
Are you keeping tabs on the election results as they come in tonight?,figurative,keep tab,Enhanced-prompting
"After arriving early for the movie, we found ourselves kicking our heels in the lobby.",figurative,kick heel,Enhanced-prompting
"Continuously underperforming, he's on a fast track to get the sack if things don’t change.",figurative,get sack,Enhanced-prompting
"Once we have word of the weather conditions, we’ll decide whether the picnic is a go or a no-go.",figurative,have word,Enhanced-prompting
"In the middle of the presentation, she stopped to make sure that her complex explanation about the new software implementation was clear, checking if the audience got the drift of the key functionalities.",figurative,get drift,Enhanced-prompting
"He has not managed to kick the habit yet, despite numerous attempts and strong encouragement from friends.",figurative,kick habit,Enhanced-prompting
Can a creatively themed window display during the holiday season catch attention and boost foot traffic in stores?,figurative,catch attention,Enhanced-prompting
