submission,category,idiom,type
"Quel libro mi ha lasciato insoddisfatto, ora voglio rifarmi la bocca con una narrativa più coinvolgente.",figurato,Rifarsi la bocca,Zero-shot
"Ogni volta che parla in pubblico, lo fa con un'energia così spumeggiante, quasi avesse birra in corpo.",figurato,avere birra in corpo,Zero-shot
Chi ha il becco lungo spesso si trova al centro di incomprensioni e malintesi.,figurato,Avere il becco lungo,Zero-shot
"Dopo un'intensa partita, il nostro team è riuscito a portare a casa un meritato successo.",figurato,Portare a casa,Zero-shot
"Anche se la delusione può buttarti giù, ricorda di guardare sempre in alto e andare avanti.",figurato,Buttare giù,Zero-shot
"Per rimanere in forma, ogni mattina butta giù una lunga corsa prima di colazione.",figurato,Buttare giù,Zero-shot
"Nonostante non fosse coinvolto direttamente, Luca aveva il becco lungo e sapeva tutti i dettagli della vicenda.",figurato,Avere il becco lungo,Zero-shot
"Dopo anni di tentativi in un settore competitivo, ha finalmente ammainato le vele e cercato opportunità in un altro campo.",figurato,Ammainare le vele,Zero-shot
"Quando tutto sembra andare storto, cerco di tirare su il mio spirito con una lunga passeggiata all'aria aperta.",figurato,Tirare su,Zero-shot
"Il suo camminare traballante per l'ufficio ingannava molti, facendoli pensare che avesse ancora della birra nel corpo.",figurato,Avere ancora della birra nel corpo,Zero-shot
"Nei momenti di crisi, avere il mestolo in mano può fare la differenza tra successo e fallimento.",figurato,Avere il mestolo in mano,Zero-shot
"Non appena hanno cambiato il supervisore, l'efficienza del team è andata in barca.",figurato,Andare in barca,Zero-shot
"La vendita dei biglietti per il concerto va a gonfie vele, sembra che sarà un tutto esaurito.",figurato,Andare a gonfie vele,Zero-shot
"Durante la festa, mi sono ritrovato ad attaccare bottone con un vecchio amico che non vedevo da anni.",figurato,Attaccare bottone,Zero-shot
Aprire gli occhi sulle manipolazioni dietro le campagne pubblicitarie può salvaguardare il nostro giudizio.,figurato,aprire gli occhi,Zero-shot
"Con quella sicurezza nel parlare, sarebbe stato facile credere che avesse birra in corpo.",figurato,avere birra in corpo,Zero-shot
"Quando scrivi il tuo articolo, prova a mettere dentro qualche citazione per aumentarne l'autorevolezza.",figurato,Mettere dentro,Zero-shot
"Ogni qualvolta deve parlare in pubblico, si sente come se avesse la corda al collo.",figurato,Aver la corda al collo,Zero-shot
"Sembra proprio che oggi sia in vena di fare dolci, la cucina è già tutta in fermento.",figurato,Essere in vena,Zero-shot
"Dopo l'incontro, si è sentito buttato giù da tutte quelle critiche inaspettate.",figurato,Buttare giù,Zero-shot
"Quando arriva la sera, dopo ore passate a risolvere problemi, ho le batterie scariche.",figurato,Avere le batterie scariche,Zero-shot
"Il nuovo regista ha mandato a casa gli stili convenzionali, introducendo tecniche innovative nel cinema.",figurato,mandare a casa,Zero-shot
"Con tutti questi progetti in sospeso, dobbiamo smetterla di acchiappare farfalle e iniziare a produrre risultati tangibili.",figurato,Acchiappare farfalle,Zero-shot
"In mezzo a tanta incertezza, è prematuro gettare la spugna.",figurato,Gettare la spugna,Zero-shot
Buttare al vento tanti anni di studio per seguire un capriccio momentaneo non sembra una decisione saggia.,figurato,Buttare al vento,Zero-shot
"Le teorie proposte nel documento sono interessanti, ma è meglio prenderle con le pinze, potrebbero non reggere al confronto con la realtà.",figurato,Prendere con le pinze,Zero-shot
La sua disinvoltura nel risolvere problemi complessi sembrava nascesse dal avere birra in corpo.,figurato,avere birra in corpo,Zero-shot
"Dopo settimane di musica commerciale, ho deciso di rifarmi la bocca con alcuni classici del jazz.",figurato,Rifarsi la bocca,Zero-shot
Le continue telefonate durante l'orario di lavoro finiscono per essere tra i piedi quando si cerca di concentrarsi su un compito importante.,figurato,essere tra i piedi,Zero-shot
"Durante il dibattito, i contrasti ideologici tra i partecipanti bollivano in pentola, pronti a esplodere in qualsiasi momento.",figurato,Bollire in pentola,Zero-shot
Il suo recupero dalla malattia sta andando a gonfie vele grazie al nuovo trattamento.,figurato,Andare a gonfie vele,Zero-shot
"Sono in vena di scrivere, la mia penna scorre veloce sulla carta.",figurato,Essere in vena,Zero-shot
"Durante l'incontro, non appena fu sollevata la questione del conflitto di interessi, si notò una certa inquietudine in lui, segno evidente di avere la coda di paglia.",figurato,Aver la coda di paglia,Zero-shot
"Guarda come balla, sembra proprio avere birra in corpo!",figurato,avere birra in corpo,Zero-shot
"Anche se sembra una persona per bene, si dice in giro che abbia le mani lunghe, quindi meglio non fidarsi ciecamente.",figurato,Aver le mani lunghe,Zero-shot
"La discussione in riunione comincia a bollire in pentola, tutti sembrano perdere la pazienza.",figurato,Bollire in pentola,Zero-shot
"Quando si discute di questioni riservate, è meglio non avere il becco lungo.",figurato,Avere il becco lungo,Zero-shot
Rimanere in sella in mezzo a tante innovazioni tecnologiche continua ad essere una sfida per le aziende tradizionali.,figurato,Rimanere in sella,Zero-shot
"Questo mese, nonostante le difficoltà, ho portato a casa risultati che hanno superato ogni mia aspettativa.",figurato,Portare a casa,Zero-shot
"La tua analisi ha raggiunto il bersaglio, identificando esattamente i punti deboli del nostro progetto.",figurato,Raggiungere il bersaglio,Zero-shot
"Durante il trasloco, le scatole sparse per la casa erano sempre tra i piedi, complicando il movimento.",figurato,essere tra i piedi,Zero-shot
"La riforma del sistema educativo ha raggiunto il bersaglio, incrementando il livello di competenze degli studenti.",figurato,Raggiungere il bersaglio,Zero-shot
"Durante la ristrutturazione della casa, hanno deciso di mettere dentro un sistema di domotica per aumentare il comfort.",figurato,Mettere dentro,Zero-shot
"Al lavoro, molti preferiscono coltivare il proprio orto per evitare conflitti e concentrarsi sulle proprie responsabilità.",figurato,Coltivare il proprio orto,Zero-shot
La revisione del piano urbanistico è su un binario morto dopo le numerose contestazioni dei residenti.,figurato,Essere su un binario morto,Zero-shot
"Ha sempre una scusa pronta quando si parla di trasparenza finanziaria, il che fa pensare che abbia la coda di paglia.",figurato,Aver la coda di paglia,Zero-shot
"Non è stato facile, ma alla fine abbiamo portato a casa una vittoria decisiva.",figurato,Portare a casa,Zero-shot
"Dopo il fallimento del progetto, il team ha dovuto tirare su le energie per iniziare un nuovo lavoro.",figurato,Tirare su,Zero-shot
"Se non dormo abbastanza, il giorno dopo vado in ufficio con le batterie scariche.",figurato,Avere le batterie scariche,Zero-shot
"Anche sotto pressione, la squadra ha saputo mantenere la calma e portare a casa un risultato importante.",figurato,Portare a casa,Zero-shot
"A volte, per mantenere la tranquillità nella squadra, devi ingoiare la pillola e accettare decisioni con cui non sei d'accordo.",figurato,Ingoiare una pillola,Zero-shot
"Sei proprio in vena di raccontare storie oggi, continua che mi stai intrattenendo!",figurato,Essere in vena,Zero-shot
"La mia tesi di laurea sembra essere su un binario morto, mancano idee innovative per portarla avanti.",figurato,Essere su un binario morto,Zero-shot
L'impiegato è stato licenziato dopo aver scoperto che aveva le mani lunghe sulla merce.,figurato,Aver le mani lunghe,Zero-shot
Buttare al vento le avvertenze mediche può portare a gravi conseguenze sulla salute.,figurato,Buttare al vento,Zero-shot
"Nonostante le sfide continue, è fondamentale non gettare la spugna e perseverare.",figurato,Gettare la spugna,Zero-shot
"Leggendo approfonditamente quell'articolo, ho potuto aprire gli occhi sulla complessità della politica internazionale.",figurato,aprire gli occhi,Zero-shot
"Nella scaletta dell'evento, vorrei mettere dentro un momento per riconoscimenti e premiazioni.",figurato,Mettere dentro,Zero-shot
La proposta di collaborazione tra le due aziende è su un binario morto dopo l'ultimo incontro infruttuoso.,figurato,Essere su un binario morto,Zero-shot
"Durante la cena di lavoro, ha attaccato bottone con il cliente parlando di viaggi e interessi comuni.",figurato,Attaccare bottone,Zero-shot
"Nel calderone delle idee per il nuovo progetto, è fondamentale mettere dentro un pizzico di originalità.",figurato,Mettere dentro,Zero-shot
Ingoiare la pillola delle proprie limitazioni può aprire la porta all'apprendimento e al superamento.,figurato,Ingoiare una pillola,Zero-shot
"In treno verso casa, ho attaccato bottone con un viaggiatore accanto a me per far passare il tempo.",figurato,Attaccare bottone,Zero-shot
"Durante il mercato, tieni sempre d'occhio la borsa, poiché non mancano mai individui con le mani lunghe.",figurato,Aver le mani lunghe,Zero-shot
"Le promesse di miglioramenti immediati nel servizio clienti dovrebbero essere prese con le pinze, spesso sono solo strategie di marketing.",figurato,Prendere con le pinze,Zero-shot
Si è discusso di mettere dentro una sessione di Q&A alla fine di ogni webinar per rispondere direttamente alle domande degli spettatori.,figurato,Mettere dentro,Zero-shot
Occorre aprire gli occhi sui rischi ambientali prima che sia troppo tardi.,figurato,aprire gli occhi,Zero-shot
Gli imprevisti sono sempre tra i piedi nelle giornate pianificate minuziosamente.,figurato,essere tra i piedi,Zero-shot
"Per superare il momento di crisi, è fondamentale tirare su il coraggio e fare i passi necessari.",figurato,Tirare su,Zero-shot
Dare corda a quel genere di discorsi è come aggiungere benzina al fuoco.,figurato,dare corda,Zero-shot
"Ogni volta che si avvicinano le scadenze, si sente lo stress bollire in pentola nell'ufficio.",figurato,Bollire in pentola,Zero-shot
Tentare di meditare mentre i vicini fanno rumore è come avere qualcuno tra i piedi; non riesci mai a rilassarti completamente.,figurato,essere tra i piedi,Zero-shot
"Quando i piani cambiano all'ultimo momento, si deve ingoiare la pillola e adattarsi velocemente.",figurato,Ingoiare una pillola,Zero-shot
"Appena abbiamo perso il finanziamento, tutti i nostri sogni sono andati in barca.",figurato,Andare in barca,Zero-shot
Avere il becco lungo in un ambiente lavorativo può facilmente creare tensioni tra colleghi.,figurato,Avere il becco lungo,Zero-shot
Accettare quel prestito con interessi così alti è stato come mettersi la corda al collo.,figurato,Aver la corda al collo,Zero-shot
Dare corda a chi racconta sempre storie fantasiose è un modo per non vedere la verità.,figurato,dare corda,Zero-shot
La pressione per terminare questo progetto in tempo mi fa sentire come se avessi la corda al collo.,figurato,Aver la corda al collo,Zero-shot
"In quella situazione complessa, è sempre lui ad avere il mestolo in mano, dirigendo ogni fase del processo.",figurato,Avere il mestolo in mano,Zero-shot
Ha buttato al vento anni di impegno scegliendo una strada più facile ma meno gratificante.,figurato,Buttare al vento,Zero-shot
"Marco passa il suo tempo ad abbaiare alla luna, invece di affrontare i suoi problemi.",figurato,abbaiare alla luna,Zero-shot
"Dopo il cambio di amministrazione, molti dipendenti hanno faticato a rimanere in sella alle nuove politiche aziendali.",figurato,Rimanere in sella,Zero-shot
"Proponendo idee sempre più stravaganti, era evidente che avesse ancora della birra nel corpo.",figurato,Avere ancora della birra nel corpo,Zero-shot
"Ogni volta che qualcuno menziona l'argomento della licenza ottenuta, Roberto cambia immediatamente discorso, evidenziando chiaramente di avere la coda di paglia.",figurato,Aver la coda di paglia,Zero-shot
Rimanere in sella in quest'epoca di rapidi cambiamenti tecnologici richiede un impegno costante all'apprendimento.,figurato,Rimanere in sella,Zero-shot
"Nonostante le difficoltà, ho deciso di non gettare la spugna e continuare a lottare per i miei obiettivi.",figurato,Gettare la spugna,Zero-shot
"Dopo l'ultimo confronto, ho deciso di ammainare le vele e lasciare che gli altri prendano le decisioni.",figurato,Ammainare le vele,Zero-shot
"Nel nostro quartiere, c'è chi ha talmente le mani lunghe che i frutti nei giardini altrui sembrano sparire come per magia.",figurato,Aver le mani lunghe,Zero-shot
L'arrivo di tecnologie avanzate ha mandato a casa metodi tradizionali ormai obsoleti.,figurato,mandare a casa,Zero-shot
La lezione di storia ci ha fatto aprire gli occhi sulla complessità delle relazioni internazionali.,figurato,aprire gli occhi,Zero-shot
"Avere il becco lungo può portare vantaggi, come essere informati, ma spesso allontana le persone.",figurato,Avere il becco lungo,Zero-shot
"Quel festival letterario non era all'altezza delle mie aspettative, mi rifarò la bocca con una rassegna più stimolante.",figurato,Rifarsi la bocca,Zero-shot
"Quando le sfide si fanno serrate, molti sono tentati di gettare la spugna.",figurato,Gettare la spugna,Zero-shot
"Quella mostra d'arte non ha soddisfatto i miei gusti, è il momento di rifarmi la bocca con una esposizione più stimolante.",figurato,Rifarsi la bocca,Zero-shot
"Dopo la sconfitta clamorosa, il coach ha promesso di mandare a casa alcuni giocatori per rinnovare la squadra.",figurato,mandare a casa,Zero-shot
Durante la pausa caffè ho attaccato bottone con un collega discutendo dei nostri progetti futuri.,figurato,Attaccare bottone,Zero-shot
"Vista la crescente tensione in sala riunioni, si è deciso di ammainare le vele e prendere una pausa.",figurato,Ammainare le vele,Zero-shot
"Mentre i concorrenti si preparano dietro le quinte, puoi quasi sentire i loro nervi bollire in pentola.",figurato,Bollire in pentola,Zero-shot
"Nel caos dell'organizzazione dell'evento, finalmente qualcuno ha preso il mestolo in mano.",figurato,Avere il mestolo in mano,Zero-shot
"Alla notizia dei cambiamenti nel mercato, l'azienda ha ammainato le vele, posticipando l'introduzione del nuovo prodotto.",figurato,Ammainare le vele,Zero-shot
"Essendosi sciolte le tensioni tra i colleghi, hanno tutti ammainato le vele, tornando a un clima lavorativo sereno.",figurato,Ammainare le vele,Zero-shot
L'ennesimo ritardo nella consegna del progetto ha mandato a casa il coordinatore responsabile.,figurato,mandare a casa,Zero-shot
"Il processo di innovazione del prodotto sembra essere su un binario morto, senza idee fresche che emergono dal team.",figurato,Essere su un binario morto,Zero-shot
"Protestare così è come abbaiare alla luna, non cambierà nulla.",figurato,abbaiare alla luna,Zero-shot
È cruciale aprire gli occhi e non ignorare i segnali di un ecosistema in pericolo.,figurato,aprire gli occhi,Zero-shot
"Durante le escursioni, è meglio tenere gli zaini chiusi; la zona è famosa per i borseggiatori con le mani lunghe.",figurato,Aver le mani lunghe,Zero-shot
L'introduzione di menu salutari nelle scuole ha raggiunto il bersaglio nel promuovere uno stile di vita più sano tra gli studenti.,figurato,Raggiungere il bersaglio,Zero-shot
"Non importa quanto sia difficile, promettimi di non gettare mai la spugna.",figurato,Gettare la spugna,Zero-shot
"Nel cuore del villaggio, le voci sul futuro progetto urbanistico bollivano in pentola, suscitando intense discussioni.",figurato,Bollire in pentola,Zero-shot
"Nel dibattito di ieri, è stato evidente che aveva il mestolo in mano, orchestrando tutte le discussioni principali.",figurato,Avere il mestolo in mano,Zero-shot
"Le continue chiamate durante l'orario di concentrazione sono tra i piedi, interrompendo il flusso di lavoro.",figurato,essere tra i piedi,Zero-shot
"Quando si rese conto che il progetto stava diventando troppo rischioso, decise di ammainare le vele e cercare alternative più sicure.",figurato,Ammainare le vele,Zero-shot
"Per anni ha negato i propri errori, voltando sempre la faccia quando qualcuno cercava di parlargliene.",figurato,Voltare la faccia,Zero-shot
"Ogni volta che prova a organizzare qualcosa, alla fine tutto va in barca.",figurato,Andare in barca,Zero-shot
È risaputo che nel mondo della politica molti hanno le mani lunghe e poco scrupoli.,figurato,Aver le mani lunghe,Zero-shot
"Molti si lamentano che in quel negozio il commesso abbia le mani lunghe, facendo lievitare i prezzi al momento del pagamento.",figurato,Aver le mani lunghe,Zero-shot
"Le affermazioni di quel sito sono da prendere con le pinze, mancano di verifiche approfondite.",figurato,Prendere con le pinze,Zero-shot
I continui conflitti in famiglia lasciano Roberto con la sensazione di avere la corda al collo.,figurato,Aver la corda al collo,Zero-shot
"Ho sentito la sua spiegazione, ma l'ho presa con le pinze considerando le incongruenze.",figurato,Prendere con le pinze,Zero-shot
Oggi sono proprio in vena di sperimentare una nuova ricetta in cucina.,figurato,Essere in vena,Zero-shot
"Per aumentare l'attenzione su un tema sociale critico, la campagna ha fatto leva sulla sensibilità emotiva della comunità.",figurato,Far leva,Zero-shot
"Per rimanere in sella nel settore della tecnologia, è essenziale aggiornarsi costantemente sulle ultime innovazioni.",figurato,Rimanere in sella,Zero-shot
"Nelle sue ore di studio, sembra che stia più acchiappando farfalle che concentrarsi sui libri.",figurato,Acchiappare farfalle,Zero-shot
"Ho seguito una conferenza molto deludente, ma il prossimo relatore sarà sicuramente l'occasione per rifarmi la bocca.",figurato,Rifarsi la bocca,Zero-shot
"Questo mese, malgrado gli ostacoli, ho portato a casa un avanzamento significativo nel mio progetto personale.",figurato,Portare a casa,Zero-shot
"Ogni volta che vado al parco con il mio cane, finisco per attaccare bottone con altri proprietari di animali.",figurato,Attaccare bottone,Zero-shot
"Si mormora che il nuovo amministratore del condominio abbia le mani lunghe, viste le spese ingiustificate che stanno emergendo.",figurato,Aver le mani lunghe,Zero-shot
"In questa competizione, gettare la spugna ora significherebbe ignorare tutto il duro lavoro fatto finora.",figurato,Gettare la spugna,Zero-shot
Rimanere in sella in un mercato così turbolento richiede una costante attenzione agli sviluppi e un'adeguata capacità di adattamento.,figurato,Rimanere in sella,Zero-shot
L'introduzione del nuovo sistema informatico in ufficio va a gonfie vele; tutti lo stanno adottando rapidamente.,figurato,Andare a gonfie vele,Zero-shot
"Nella redazione del nuovo piano marketing, é fondamentale mettere dentro una strategia per il web.",figurato,Mettere dentro,Zero-shot
"A volte, chi ha il becco lungo ottiene informazioni utili, ma a costo di perderci in reputazione.",figurato,Avere il becco lungo,Zero-shot
"La squadra ha perso la partita, ma il loro spirito combattivo mostrava che avevano ancora della birra nel corpo.",figurato,Avere ancora della birra nel corpo,Zero-shot
"Ogni volta che qualcuno menziona l'audit interno, Marta diventa visibilmente ansiosa, un segno inequivocabile di avere la coda di paglia.",figurato,Aver la coda di paglia,Zero-shot
Ha buttato giù un pisolino pomeridiano per recuperare energie.,figurato,Buttare giù,Zero-shot
"Con questa confusione, il nostro progetto è completamente andato in barca.",figurato,Andare in barca,Zero-shot
"La discussione sulla modifica delle leggi sull'immigrazione è su un binario morto, con le parti politiche troppo polarizzate per trovare un accordo.",figurato,Essere su un binario morto,Zero-shot
"Il nuovo algoritmo ha mandato a casa i vecchi software, superandoli in efficienza e velocità.",figurato,mandare a casa,Zero-shot
"Le statistiche che emergono da quell’indagine, pur interessanti, vanno prese con le pinze finché non ci saranno conferme ulteriori.",figurato,Prendere con le pinze,Zero-shot
Decidere di non partecipare è come buttare al vento tutti i preparativi fatti finora.,figurato,Buttare al vento,Zero-shot
"I rumori costanti provenienti dal cantiere accanto sono tra i piedi, rendendo impossibile concentrarsi.",figurato,essere tra i piedi,Zero-shot
"Quest'ultimo romanzo non era niente di che, è ora di rifarsi la bocca con una lettura più stimolante.",figurato,Rifarsi la bocca,Zero-shot
"Con l'approvazione del piano da parte del consiglio, siamo a cavallo per iniziare l'espansione.",figurato,Essere a cavallo,Zero-shot
"L'arte di coltivare il proprio orto non solo isola dai conflitti esterni, ma permette anche di rifiorire interiormente.",figurato,Coltivare il proprio orto,Zero-shot
"Nell'era delle informazioni pervasive, coltivare il proprio orto è un atto di salvaguardia della propria salute mentale.",figurato,Coltivare il proprio orto,Zero-shot
"Nel tentativo di risolvere il problema, abbiamo fatto di tutto, tranne che acchiappare farfalle, ma non abbiamo trovato una soluzione.",figurato,Acchiappare farfalle,Zero-shot
"Per la riorganizzazione dell'ufficio, si è scelto di mettere dentro qualche nuovo elemento di design per vivacizzare gli ambienti.",figurato,Mettere dentro,Zero-shot
"Per rimanere in sella nel mondo del teatro, è essenziale rinnovarsi e sorprendere sempre il pubblico.",figurato,Rimanere in sella,Zero-shot
"Nel tentativo di finire il progetto per tempo, i continui aggiornamenti via email erano proprio tra i piedi.",figurato,essere tra i piedi,Zero-shot
Gli sforzi per rinnovare il vecchio impianto industriale sono su un binario morto a causa delle nuove normative ambientali.,figurato,Essere su un binario morto,Zero-shot
"Dopo aver vinto la partita, mi sento molto in vena di festeggiare!",figurato,Essere in vena,Zero-shot
"Mentre facevamo una passeggiata al parco, mio padre ha attaccato bottone con un altro appassionato di giardinaggio.",figurato,Attaccare bottone,Zero-shot
"Non lasciarti sopraffare dalle emozioni, altrimenti finirai per andare in barca nella tempesta della vita.",figurato,Andare in barca,Zero-shot
"Durante il trasloco, le scatole lasciate nel corridoio erano continuamente tra i piedi.",figurato,essere tra i piedi,Zero-shot
"Nonostante la giornata sfortunata, cerco di tirare su il morale per non abbattermi troppo.",figurato,Tirare su,Zero-shot
"La riconsiderazione della strategia di investimento ha raggiunto il bersaglio, amplificando notevolmente i rendimenti.",figurato,Raggiungere il bersaglio,Zero-shot
"Per quanto creativi, i suoi progetti sembrano spesso un tentativo di acchiappare farfalle, senza un obiettivo concreto.",figurato,Acchiappare farfalle,Zero-shot
"Il programma di formazione impostato per i nuovi dipendenti ha raggiunto il bersaglio, rendendoli operativi in tempo record.",figurato,Raggiungere il bersaglio,Zero-shot
"La vacanza in montagna è stata una delusione, spero di rifarmi la bocca con la prossima destinazione al mare.",figurato,Rifarsi la bocca,Zero-shot
"Quando si parla di divisione di eredità, spesso emergono parenti con le mani lunghe.",figurato,Aver le mani lunghe,Zero-shot
Voltare la faccia alle ingiustizie è come essere complici di esse.,figurato,Voltare la faccia,Zero-shot
"In biblioteca, ha attaccato bottone con uno sconosciuto sulle ultime uscite letterarie, scoprendo gusti simili.",figurato,Attaccare bottone,Zero-shot
"Dopo l'accaduto, tutti hanno voltato la faccia come se niente fosse successo.",figurato,Voltare la faccia,Zero-shot
Il negoziante ha fatto leva sulla scarsità del prodotto per stimolare un acquisto immediato.,figurato,Far leva,Zero-shot
Devi aprire gli occhi sugli errori commessi per non ripeterli in futuro.,figurato,aprire gli occhi,Zero-shot
"Dopo il netto rifiuto dell'ultimo progetto, ha deciso di ammainare le vele e cercare un nuovo percorso professionale.",figurato,Ammainare le vele,Zero-shot
"Spesso, le sue critiche sembrano solo un abbaiare alla luna, senza alcun effetto pratico.",figurato,abbaiare alla luna,Zero-shot
Troppo spesso la società volta la faccia di fronte alle disuguaglianze.,figurato,Voltare la faccia,Zero-shot
Ingoiare la pillola della delusione può aprire la porta a nuove prospettive.,figurato,Ingoiare una pillola,Zero-shot
"In un periodo pieno di cambiamenti, ho deciso di coltivare il proprio orto, concentrandomi sul miglioramento personale piuttosto che sulle polemiche.",figurato,Coltivare il proprio orto,Zero-shot
"Dopo una settimana così intensa, sento di avere le batterie scariche.",figurato,Avere le batterie scariche,Zero-shot
Decidere di non votare è come buttare al vento il proprio diritto di influenzare il futuro.,figurato,Buttare al vento,Zero-shot
Nelle decisioni aziendali è fondamentale che qualcuno abbia il mestolo in mano per evitare indecisioni.,figurato,Avere il mestolo in mano,Zero-shot
"Con quella fiducia incrollabile, sembrava avesse birra in corpo, osando là dove altri esitavano.",figurato,avere birra in corpo,Zero-shot
"Dopo una lunga giornata di trattative, abbiamo finalmente portato a casa un accordo che ci avvantaggerà per anni.",figurato,Portare a casa,Zero-shot
