submission,category,idiom,type
"Yanlış kişiye mesaj gönderdiğimde cevap olarak kızgın bir emoji aldığımda, kesinlikle ayvayı yemiştim.",mecaz,Ayvayı yemek,Zero-shot
"Proje sunumundan bir gün önce ana verilerin silindiğini fark ettiğinde, bütün emeklerinin boşa gitmesine neden olan bu duruma karşı ne yapacağını şaşırmıştı; gerçekten ayvayı yemişti.",mecaz,Ayvayı yemek,Enhanced-prompting
"Durum bu kadar vahim olabilir mi, yoksa ben mi çok abartıyorum, ayvayı yedik mi?",mecaz,Ayvayı yemek,Enhanced-prompting
"Hiçbir önlem almadan gelmiş olması, ayvayı yemediği anlamına gelmez.",mecaz,Ayvayı yemek,Enhanced-prompting
"Tüm planlarımız suya düştüğünde gerçekten ayvayı, tam anlamıyla, yemiş bulunuyorduk.",mecaz,Ayvayı yemek,Enhanced-prompting
"Yanlış bir hesaplama yaparak milyonlarca liranın buhar olmasına sebep olan finans müdürü, ofisine dönüp sessizce oturduğunda, gerçekten de ayvayı yediğini hissetti.",mecaz,Ayvayı yemek,Enhanced-prompting
"Bu kadar basit bir hatayla tüm projeyi riske atmamız mı gerekiyordu, ayvayı yedik mi şimdi?",mecaz,Ayvayı yemek,Enhanced-prompting
"Hesap hatası yapmamış olsaydık, büyük ihtimalle ayvayı yememiş olacaktık.",mecaz,Ayvayı yemek,Enhanced-prompting
"Farkında olmadan yapılan o küçük hata, projemizin tam kalbinde, ayvayı yememize neden oldu.",mecaz,Ayvayı yemek,Enhanced-prompting
"Çok güvendiği yatırımın çöküşe geçtiği haberini aldığında, bütün birikimini bu işe yatırdığı için nasıl bir çaresizlik içine düştüğünü anlatamazdı; o an ayvayı yediğini biliyordu.",mecaz,Ayvayı yemek,Enhanced-prompting
"Piyasalar bu kadar çalkantılıyken yatırım yapmak doğru muydu, yoksa ayvayı yiyince mi anlayacağız?",mecaz,Ayvayı yemek,Enhanced-prompting
"Sigortası olmadan yola çıkmış olması, ayvayı yemeyecekleri anlamına gelmiyor.",mecaz,Ayvayı yemek,Enhanced-prompting
"Ekonomik kriz, bizi köşeye sıkıştırırken, gerçekten ayvayı, tam ortasından, yemiş olduk.",mecaz,Ayvayı yemek,Enhanced-prompting
Yasadışı hissettiği bu işe bulaştığı andan itibaren sürekli bir endişe içindeydi; bir gün bu işlerin ortaya çıkacağı ve ayvayı yiyeceği günü düşündükçe içi içini yiyordu.,mecaz,Ayvayı yemek,Enhanced-prompting
"Bu işin sonu hukuki bir sorunla mı bitecek, yoksa endişelerimiz yersiz mi, ayvayı yedik mi burada?",mecaz,Ayvayı yemek,Enhanced-prompting
"Toplum kurallarına aykırı davranmamış olsaydık, muhtemelen ayvayı yememiş olurduk.",mecaz,Ayvayı yemek,Enhanced-prompting
"Gelen uyarıları dikkate almamış olmamız, durumun ciddiyetini kavrayamamamız, yavaş yavaş ayvayı yememize yol açtı.",mecaz,Ayvayı yemek,Enhanced-prompting
"Uzun süredir biriktirdiği tüm kırgınlıkları o gece patlak verdiğinde, iki taraf da artık bu ilişkide ayvayı yediklerini kabul etmek zorunda kalmıştı.",mecaz,Ayvayı yemek,Enhanced-prompting
"Bu kadar şüphe altında bir ilişki devam edebilir mi, yoksa biz çoktan ayvayı yedik mi?",mecaz,Ayvayı yemek,Enhanced-prompting
"Partnerimle daha fazla anlaşabilmiş olsak, ayvayı yemezdim.",mecaz,Ayvayı yemek,Enhanced-prompting
"İlişkimizin son bulduğu o acı an, gerçekten de ayvayı, nihayetinde, yemiş olduğumuzu gösteriyordu.",mecaz,Ayvayı yemek,Enhanced-prompting
Proje sunumundaki hataları fark edince ayvayı yediğimi anladım.,mecaz,Ayvayı yemek,Enhanced-prompting
Sıradaki matematik sınavında kötü bir not alırsam ayvayı yemiş olacağım.,mecaz,Ayvayı yemek,Enhanced-prompting
Ayvayı yememek için dikkatimi topladım ve çalışmalarımı iki katına çıkardım.,mecaz,Ayvayı yemek,Enhanced-prompting
Arabayı park ederken direğe çarptım ve sonra patronum geldiğinde ayvayı yemiştim.,mecaz,Ayvayı yemek,Enhanced-prompting
"Yalan söylediğim ortaya çıkınca, tüm arkadaşlık ilişkilerim için gerçekten ayvayı yedim.",mecaz,Ayvayı yemek,Enhanced-prompting
"Geç teslim ettiğim proje yüzünden ayvayı yedim, şimdi yöneticinin karşısına çıkmam gerekiyor.",mecaz,Ayvayı yemek,Enhanced-prompting
Her şey yolundayken aniden çıkan o yangınla beraber iş yerinde ayvayı yemiş bulunduk.,mecaz,Ayvayı yemek,Enhanced-prompting
"Eğer bu sözleşmeyi imzalamadan önce detayları iyi incelememişsem, büyük ihtimalle ayvayı yerim.",mecaz,Ayvayı yemek,Enhanced-prompting
"O anahtarları kaybettiğim an ayvayı yemiştim, çünkü içeride önemli belgelerim kalmıştı.",mecaz,Ayvayı yemek,Enhanced-prompting
"Hız sınırını aştığımı fark edip polis sireni duyunca, artık ayvayı yemiş olduğumu biliyordum.",mecaz,Ayvayı yemek,Enhanced-prompting
Söz verdiğim raporu zamanında gönderemezsem kesinlikle ayvayı yemiş olurum.,mecaz,Ayvayı yemek,Enhanced-prompting
Ayvayı yememek için bütün gece ders çalıştım ama yine de sınav çok zordu.,mecaz,Ayvayı yemek,Enhanced-prompting
"Gecikmeli uçuş yüzünden toplantıya yetişemeyince, kariyerim için ayvayı yediğimin farkına vardım.",mecaz,Ayvayı yemek,Enhanced-prompting
Sırrı açıkladığım anda en yakın arkadaşımın gözlerindeki bakıştan ayvayı yediğimi anlamıştım.,mecaz,Ayvayı yemek,Enhanced-prompting
"Yanlış bir butona basarak tüm verileri sildiğimde, ayvayı yemiş olmanın verdiği üzüntüyle oturup ağladım.",mecaz,Ayvayı yemek,Enhanced-prompting
"Ödevimi vaktinde yapmazsam, sabah okulda ayvayı yemiş olacağım.",mecaz,Ayvayı yemek,Enhanced-prompting
"Ayvayı yedik artık, çünkü bütçeyi yanlış hesapladık ve projeyi bitiremiyoruz.",mecaz,Ayvayı yemek,Enhanced-prompting
Tarifteki ölçüleri yanlış uygulamam sonucu keki yaktığımda ayvayı yemiş oldum.,mecaz,Ayvayı yemek,Enhanced-prompting
"Eğer bu toplantıda projemi iyi anlatamazsam, muhtemelen ayvayı yerim.",mecaz,Ayvayı yemek,Enhanced-prompting
"Göründüğü gibi, öğleden sonra başlayan fırtına yüzünden pikniğimiz için de ayvayı yediğimiz kesin.",mecaz,Ayvayı yemek,Enhanced-prompting
Bir iş kurmayı düşünüyordu ve nihayet adım atmak için cesareti topladı.,mecaz,Adım atmak,Zero-shot
"Yeni projeye adım atmak, ekibimizin motivasyonunu oldukça artırdı.",mecaz,Adım atmak,Zero-shot
"Romanını yazmaya başlayacak, bu uzun yolculuğa adım atmak için mükemmel bir zaman.",mecaz,Adım atmak,Zero-shot
"Yabancı dil öğrenmek istiyorsan, ilk adımı atmak için hiçbir zaman geç değildir.",mecaz,Adım atmak,Zero-shot
"Ekolojik dengeyi koruma adına atılacak her adım, gelecek nesiller için büyük önem taşır.",mecaz,Adım atmak,Zero-shot
"Kariyerinde ilerlemek istiyorsa, yeni beceriler öğrenmek için adım atmalı.",mecaz,Adım atmak,Zero-shot
Evlilik teklifiyle ilişkilerini bir sonraki seviyeye taşımak için cesur bir adım attı.,mecaz,Adım atmak,Zero-shot
"Sağlıklı yaşam yolculuğuna adım atmak, ilk olarak sağlıklı beslenme alışkanlıkları edinmekle başlar.",mecaz,Adım atmak,Zero-shot
"Teknoloji dünyasına adım atmak, sürekli öğrenme ve adaptasyon gerektirir.",mecaz,Adım atmak,Zero-shot
"Sosyal sorumluluk projelerine adım atmak, toplumda pozitif bir değişim yaratmanın kapısını aralar.",mecaz,Adım atmak,Zero-shot
Hayalini kurduğu işi açmak için sonunda adım atmak üzere kararını verdi.,mecaz,Adım atmak,Zero-shot
"Barışı sağlamak adına ilk adımı atmak, her iki ülke için de büyük bir ilerleme olurdu.",mecaz,Adım atmak,Zero-shot
Diyet yapmaya başlayarak sağlıklı yaşama adım atmak onun için yeni bir başlangıçtı.,mecaz,Adım atmak,Zero-shot
"Yeni bir hobi edinmek, boş zamanlarında adım atmak istediği bir şeydi.",mecaz,Adım atmak,Zero-shot
"Şirket global pazarda yer almak için adım atmak zorundaydı, bu yüzden yurtdışına açılma kararı aldı.",mecaz,Adım atmak,Zero-shot
Yazarlık kariyerine adım atmak için ilk romanını yayımlamayı planlıyordu.,mecaz,Adım atmak,Zero-shot
İş dünyasında kendine yer bulabilmek için adım atmak zaman ve sabır gerektirir.,mecaz,Adım atmak,Zero-shot
"Sanat dünyasına adım atmak isteyen genç ressam, galerilerle görüşmeye başladı.",mecaz,Adım atmak,Zero-shot
Çevre koruma bilincini artırmak adına okullarda adım atmak gerektiğini düşünüyordu.,mecaz,Adım atmak,Zero-shot
"Kendi işini kurarak girişimcilik serüvenine adım atmak, hayali olan bir hedef haline gelmişti.",mecaz,Adım atmak,Zero-shot
"Yeni bir lisan öğrenmeye adım atmak, dünyayı keşfetme biçimini değiştirebilir.",mecaz,Adım atmak,Zero-shot
Küçük bir işletme açarak bağımsızlığına adım atmak onun en büyük hayaliydi.,mecaz,Adım atmak,Zero-shot
"Kendi sanat sergisini düzenleyerek sanat dünyasına adım atmak, onun için büyük bir dönüm noktasıydı.",mecaz,Adım atmak,Zero-shot
"Üniversitede sosyal bilimler alanına adım atmak, kariyerinde yeni kapılar açmasını sağladı.",mecaz,Adım atmak,Zero-shot
Sporla hiç ilgilenmeyen biri için düzenli egzersiz yapmaya adım atmak büyük bir değişiklikti.,mecaz,Adım atmak,Zero-shot
"Çevre bilincini artırmak için ilk adımı atmak, tüm toplumların sorumluluğundadır.",mecaz,Adım atmak,Zero-shot
"Psikoloji alanında uzmanlaşmayı düşünen Emre, master yapmaya adım atmak için başvurularını yaptı.",mecaz,Adım atmak,Zero-shot
"Sevdiği kızla hayatını birleştirmeye adım atmak için yüzük alıp, evlenme teklifi hazırlıklarına başladı.",mecaz,Adım atmak,Zero-shot
"Mesleki kariyerinde yükselmek isteyen Ayşe, daha fazla sorumluluk almayı kabul ederek yöneticiliğe adım attı.",mecaz,Adım atmak,Zero-shot
"Toplumsal cinsiyet eşitliğini teşvik etmek adına kadın hakları savunucuları, ulusal kampanyalar düzenleyerek bu alanda adım atıyorlar.",mecaz,Adım atmak,Zero-shot
"Çalışanlar, ofis içinde daha yeşil bir çevre oluşturma adına geri dönüşüm konusunda adım atmak istiyorlar.",mecaz,Adım atmak,Zero-shot
"Kendi kitabını yazmaya adım atmak, uzun süredir hayalini kurduğu bir başlangıçtı.",mecaz,Adım atmak,Zero-shot
"Daha sağlıklı bir yaşam sürmeye adım atmak için, her gün yürüyüş yapmaya başladı.",mecaz,Adım atmak,Zero-shot
"Teknoloji sektöründe kariyer yapmaya adım atmak, onun için tamamen yeni bir dünya demekti.",mecaz,Adım atmak,Zero-shot
Toplumsal farkındalığı artırmak amacıyla seminerler düzenleyerek bilinçlendirme çalışmalarına adım attılar.,mecaz,Adım atmak,Zero-shot
İş dünyasında daha iyi bir pozisyona ulaşabilmek için ilk önce eğitimine adım atmak gerektiğini biliyordu.,mecaz,Adım atmak,Zero-shot
Yıllardır düşündüğü yazarlık kariyerine nihayet adım atmak için ilk romanını yazmaya başladı.,mecaz,Adım atmak,Zero-shot
Teknolojiye olan merakını profesyonel bir kariyere dönüştürmeye adım atmak üzere programlama kursuna kaydoldu.,mecaz,Adım atmak,Zero-shot
"Sağlıklı yaşam sürmek için düzenli spor yapmaya adım atmak, onun için büyük bir değişiklik olacaktı.",mecaz,Adım atmak,Zero-shot
Kendi işini kurma hayaline adım atmak için gerekli finansmanı toplamaya başlamıştı.,mecaz,Adım atmak,Zero-shot
Kariyerinde yeni bir sayfa açmaya karar verdi ve akademisyenlikte ilerlemek için adım atmak istiyordu.,mecaz,Adım atmak,Zero-shot
"Yoga yaparak ruhsal dengeye ulaşmaya adım atmak, onun için yeni bir yaşam biçimi haline gelmişti.",mecaz,Adım atmak,Zero-shot
"Topluma katkı sağlamak amacıyla sosyal girişimcilik alanına adım atmak, genç girişimci için büyük bir fırsat sundu.",mecaz,Adım atmak,Zero-shot
"Çevresindeki insanları sanatla buluşturmak için galeri açmaya adım atmak, onun yaşamındaki en renkli döneme işaret ediyordu.",mecaz,Adım atmak,Zero-shot
"Yabancı bir ülkede eğitim alarak kariyerine uluslararası bir boyut katmaya adım atmak, onun için büyük bir macera olacaktı.",mecaz,Adım atmak,Zero-shot
"Kendi işini kurma hayalini gerçekleştirmek için sermaye toplama sürecine adım atmak, her girişimci için zorlayıcı bir süreçtir.",mecaz,Adım atmak,Zero-shot
"Daha sağlıklı bir yaşam tarzı benimsemek adına vegan beslenmeye adım atmak, onun için oldukça heyecan vericiydi.",mecaz,Adım atmak,Zero-shot
"Bilim dünyasına katkıda bulunma amacıyla araştırma projelerine adım atmak, genç bilim insanı için büyük bir fırsattı.",mecaz,Adım atmak,Zero-shot
"Dijital sanatlara olan ilgisini profesyonel bir kariyere dönüştürmeye adım atmak, yaratıcı yeteneklerini sergileme şansı verdi.",mecaz,Adım atmak,Zero-shot
"Toplumsal değişim yaratma niyetiyle sivil toplum kuruluşlarına gönüllü olarak katılmaya adım atmak, onun için anlamlı bir adım oldu.",mecaz,Adım atmak,Zero-shot
Yeni bir kariyer yoluna adım atmak için önce kapsamlı bir piyasa araştırması yapması gerekiyordu.,mecaz,Adım atmak,Zero-shot
"Yabancı dil öğrenmeye en sonunda adım atmak, onun için yeni kültürlerle tanışmanın kapısını araladı.",mecaz,Adım atmak,Zero-shot
"Edebiyat dünyasında bir iz bırakmaya adım atmak, genç yazar için büyük bir heyecan kaynağıydı.",mecaz,Adım atmak,Zero-shot
"Sağlıklı bir yaşam için spor yapmaya adım atmak, onun günlük rutinlerinin ayrılmaz bir parçası haline geldi.",mecaz,Adım atmak,Zero-shot
"Toplumsal farkındalık yaratmak adına bir blog başlatarak bu alanda adım atmak, onun için yeni bir başlangıçtı.",mecaz,Adım atmak,Zero-shot
"Kendi işini kurarak girişimci olmaya adım atmak, her zaman hayalini kurduğu bir şeydi.",mecaz,Adım atmak,Zero-shot
"Dünyayı gezerek farklı kültürleri öğrenmeye adım atmak, onun için büyük bir tutku haline geldi.",mecaz,Adım atmak,Zero-shot
Sosyal medyada influencer olmaya adım atmak için ilk videoyunu çekip yayınladı.,mecaz,Adım atmak,Zero-shot
"Yüksek lisans yaparak akademik kariyerine adım atmak, uzmanlaşmak istediği alanı daha da derinlemesine incelemesine olanak sağladı.",mecaz,Adım atmak,Zero-shot
"Sosyal sorunlara dikkat çekmek adına belgesel yapımına adım atmak, onun için medyanın gücünü kullanmanın en etkili yolu oldu.",mecaz,Adım atmak,Zero-shot
"Uzun yıllar mali müşavirlik yaptıktan sonra sanat tarihi üzerine eğitim alıp müze küratörlüğüne adım atan Elif, sektör değişikliğiyle hayatında yepyeni bir sayfa açmış oldu.",mecaz,Adım atmak,Enhanced-prompting
Bu yaşta yazılım geliştiriciliğine adım atmak sizce de cesaret işi değil mi?,mecaz,Adım atmak,Enhanced-prompting
Çocuklarımdan dolayı şimdilik yeni bir iş alanına adım atamıyorum.,mecaz,Adım atmak,Enhanced-prompting
"Tam o anda, önemli bir kararla kariyer yönünde büyük bir adım atarak tüm riskleri göğüslemeye karar verdim.",mecaz,Adım atmak,Enhanced-prompting
"Lise aşkıyla on yıl sonra yeniden bir araya gelip evlenme kararı alarak büyük bir adım atan Lara ve Deniz, arkadaşlarını ve ailelerini şaşırtmayı başardı.",mecaz,Adım atmak,Enhanced-prompting
"Yarın, daha fazla beklemeyip şu evi satın alma konusunda adım atmalı mıyız?",mecaz,Adım atmak,Enhanced-prompting
Mali durumum yüzünden ev almak için adım atamıyoruz.,mecaz,Adım atmak,Enhanced-prompting
Her şeye rağmen onunla birlikte yeni bir yaşama adım tek adım atmak istiyorum.,mecaz,Adım atmak,Enhanced-prompting
"Liseyi dereceyle bitirdikten sonra tıp fakültesine adım atan Aslı, doktor olma hayalini gerçekleştirmek için ilk önemli adımını atmış oldu.",mecaz,Adım atmak,Enhanced-prompting
Öğrencilere burs imkanı sağlayarak onların üniversiteye adım atmalarına nasıl katkıda bulunabiliriz?,mecaz,Adım atmak,Enhanced-prompting
Ne yazık ki finansal sorunlar yüzünden yüksek lisansa adım atamıyorum.,mecaz,Adım atmak,Enhanced-prompting
"Geleceğimi şekillendirecek en önemli kararlarımdan biri olarak, eğitimime yurt dışında bir adım daha ileri atmak istiyorum.",mecaz,Adım atmak,Enhanced-prompting
"Yoğun iş temposundan sıkılarak yoga yapmaya başlayıp ruhsal dinginliği keşfeden Mert, kişisel gelişim yolculuğunda çok önemli bir adım atmış oldu.",mecaz,Adım atmak,Enhanced-prompting
Bu yaşta piyano çalmaya adım atmak zor mu?,mecaz,Adım atmak,Enhanced-prompting
Maalesef yoğun iş programım nedeniyle spor yapmaya adım atamıyorum.,mecaz,Adım atmak,Enhanced-prompting
Hayatımda yeni bir hobi edinerek mutluluğuma adım bir adım daha yaklaşmak istiyorum.,mecaz,Adım atmak,Enhanced-prompting
"Kurumsal bir şirkette uzun yıllar çalıştıktan sonra kendi işini kurmaya karar veren Halil, iş hayatında büyük bir adım atarak girişimci ruhunu serbest bırakmış oldu.",mecaz,Adım atmak,Enhanced-prompting
"Hangi alanda iş kurmak istersen iste ama bir an önce adım atmak gerekiyor, don't you think?",mecaz,Adım atmak,Enhanced-prompting
Ekonomik kriz nedeniyle şu anda yeni bir iş kurarak adım atamıyorum.,mecaz,Adım atmak,Enhanced-prompting
Kendi işimi kurma hayalimi gerçekleştirmek için büyük bir cesaretle ileri adım doğru atıyorum.,mecaz,Adım atmak,Enhanced-prompting
"Çalışma hayatından emekli olduktan sonra dünya turuna çıkarak hayalinin peşinden giden Ayşe, bu büyük yolculuğa adım atan birkaç insandan biri oldu.",mecaz,Adım atmak,Enhanced-prompting
Bu yaz Avrupa’ya bir adım atsak sizce nasıl olur?,mecaz,Adım atmak,Enhanced-prompting
"Ne kadar istersem isteyeyim, bu sene seyahate adım atamıyoruz.",mecaz,Adım atmak,Enhanced-prompting
Kariyerime küçük bir mola vererek Japonya'ya adım kocaman adım atmaya karar verdim.,mecaz,Adım atmak,Enhanced-prompting
Yeni iş teklifini kabul ederek hayatında önemli bir adım atmış oldu.,mecaz,Adım atmak,Enhanced-prompting
"Üniversiteye başlamak, genç kız için bilinmeyene adım atmak demekti.",mecaz,Adım atmak,Enhanced-prompting
"Proje üzerinde çalışırken, bilinçli olarak risk alıp büyük bir adım attık.",mecaz,Adım atmak,Enhanced-prompting
"Adım atmakta tereddüt ettiği için, fırsat elinden kayıp gitti.",mecaz,Adım atmak,Enhanced-prompting
"Her yeni kitap yazmaya başladığında, kelimelerle dolu yeni bir dünyaya adım atıyor.",mecaz,Adım atmak,Enhanced-prompting
"Kardeşim, kariyerinde ilerlemek için yurtdışına adım atma kararı aldı.",mecaz,Adım atmak,Enhanced-prompting
"Girişimci, pazarını genişletmek için cesurca adım attı ve yeni bir şube açtı.",mecaz,Adım atmak,Enhanced-prompting
"Adım atmak için doğru zamanı bekleyen yazar, nihayet romanını yayımlamaya karar verdi.",mecaz,Adım atmak,Enhanced-prompting
"Eski alışkanlıklarını geride bırakıp sağlıklı bir yaşama adım atmak, onun için yeni bir başlangıç oldu.",mecaz,Adım atmak,Enhanced-prompting
"Ev almak, çoğu insan için hayatlarında önemli bir adım atmak anlamına gelir.",mecaz,Adım atmak,Enhanced-prompting
Kendi işini kurma hayaliyle yanıp tutuşan Ahmet sonunda ilk adımını attı ve şirketini resmen kaydettirdi.,mecaz,Adım atmak,Enhanced-prompting
"Resim sergisini açarak sanat dünyasına adım atan Elif, eserleriyle büyük beğeni topladı.",mecaz,Adım atmak,Enhanced-prompting
"Topluluk önünde konuşma korkusunu yenmek için bir kursa kaydolup, özgüven kazanarak adım attı.",mecaz,Adım atmak,Enhanced-prompting
