submission,category,idiom,type
新しいプロジェクトへの興奮は熱しやすく冷めやすい傾向があるため、持続可能な動機付けが求められる。,figurative,熱しやすく冷めやすい,Enhanced-prompting
新製品のデモンストレーションを指をくわえて見ている間に、彼はその革新性に感心していた。,figurative,指をくわえる,Enhanced-prompting
火花を散らすような情熱的なスピーチによって、会場は瞬く間に熱気に包まれた。,figurative,火花を散らす,Enhanced-prompting
初勝利の瞬間、慌てて割り込んだ不適切な発言が世間の注目を集め、称賛の声に無意識のうちに水を差してしまった。,figurative,水を差す,Enhanced-prompting
峠をこれから越えられるのでしょうか、まだ経営が不透明で心配です。,figurative,峠を越す,Enhanced-prompting
誰もが自分の利益を追求するため、チーム全体が肩を並べて協力することはなかなか実現しません。,figurative,肩を並べる,Enhanced-prompting
不健康な食生活から足を洗う努力は実を結びますか？,figurative,足を洗う,Enhanced-prompting
習い事に最初は熱心だったが、忙しさにかまけて熱が冷めると、すぐに辞めてしまう人が多い。,figurative,熱が冷める,Enhanced-prompting
彼は慎重に、ゆっくりと弓を引くことを選んだ。,figurative,弓を引く,Enhanced-prompting
良い評価を受けたプロジェクトにより、部長の鼻が高い姿がオフィス中に広がった。,figurative,鼻が高い,Enhanced-prompting
彼女は誇りに思うべき功績を達成したが、そんな中でもしっかりと鼻を静かに鳴らして余裕を見せた。,figurative,鼻を鳴らす,Enhanced-prompting
彼女が急流の川で溺れている子供を救出したことを知り、その勇気と行動力にはただただ頭が下がるばかりです。,figurative,頭が下がる,Enhanced-prompting
彼の巧みな話術には要注意だ、気づかないうちに手に乗らされてしまうからね。,figurative,手に乗る,Enhanced-prompting
新しい取り組みに対して、彼と私の意見は水と油で、合意点を見つけることができない。,figurative,水と油,Enhanced-prompting
チームの「足が速い」行動が無ければ、その成果はおそらく手に入らなかった。,figurative,足が速い,Enhanced-prompting
彼の持続的な勉強が実を結び、試験でトップの成績を収めた。,figurative,実を結ぶ,Enhanced-prompting
構成単語の間に別の単語を挟む形: この新しい事業を市場に出すためには、本当に骨が頻繁に折れるほどの努力が必要でした。,figurative,骨が折れる,Enhanced-prompting
次の試合で、選手たちはまた火花を散らすような激しいプレーを見せてくれるのだろうか？,figurative,火花を散らす,Enhanced-prompting
彼女は競争を恐れており、弓を引くことを拒否した。,figurative,弓を引く,Enhanced-prompting
突然の問題に対処しながら、彼女は首をひねって最善の解決策を考え出した。,figurative,首をひねる,Enhanced-prompting
腹を割っての議論は、新しいアイデアの扉を開く鍵となることが多いです。,figurative,腹を割る,Enhanced-prompting
この会社は創業から50年以上の歴史を持ち、たくさんの挑戦と変革を経て、ついに今年で幕を閉じることになりました。,figurative,幕を閉じる,Enhanced-prompting
この小説は作家の脂が乗る時期に書かれたもので、その技術の巧みさが際立っている。,figurative,脂が乗る,Enhanced-prompting
彼らの関係は、相性が水と少しもない油のようだった。,figurative,水と油,Enhanced-prompting
ライブパフォーマンスが始まると、彼女の歌声はもう一段と力強くなり、脂が乗ったかのように観客を引きつける。,figurative,脂が乗る,Enhanced-prompting
新しい市場への進出は多くのリスクを伴いましたが、その投資が素晴らしい収益という形で実を結んだので、全てのリスクが報われました。,figurative,実を結ぶ,Enhanced-prompting
最近の天災のニュースを見るたび、私たちは自然と胸を痛めます。,figurative,胸を痛める,Enhanced-prompting
若くしてその分野の専門家たちと肩を並べる彼女の才能には誰もが驚かされる。,figurative,肩を並べる,Enhanced-prompting
彼は技術の世界で最高の才能たちと肩を並べるために、昼夜を問わず努力を重ねています。,figurative,肩を並べる,Enhanced-prompting
チームミーティングで意見がまとまらず、プロジェクトリーダーのアリスは皆の前で頭を抱えるしかなかった。,figurative,頭を抱える,Enhanced-prompting
母が長引く病に苦しんでいるのを見て、彼女の痛みを自分のことのように感じ、深く胸を痛めて毎晩祈りを捧げています。,figurative,胸を痛める,Enhanced-prompting
プロジェクトの成功のためには、メンバー全員が率直に意見を述べ、腹を割って話し合うことが不可欠です。,figurative,腹を割る,Enhanced-prompting
なんとなく受けたフィードバックが右の耳から左の耳へと抜けてしまい、何も身についていない。,figurative,右から左,Enhanced-prompting
彼の執筆スタイルにも成長の兆しが見え、最近の作品にはまさに脂が乗っている。,figurative,脂が乗る,Enhanced-prompting
彼女の結婚式で、新郎が「一生愛し続ける」と誓った瞬間、ある親戚が「結婚は大変だよ」と発言し、熱い空気に水を差した。,figurative,水を差す,Enhanced-prompting
彼女は悪意のある噂を右から左に扱い、自分の幸福に集中し続けた。,figurative,右から左,Enhanced-prompting
彼はその奇妙な現象について首をひねりながら調査を続けている。,figurative,首をひねる,Enhanced-prompting
何ヶ月もの勉強の末、彼は難関試験の峠を越え、希望の大学への道が開かれました。,figurative,峠を越す,Enhanced-prompting
長年の放浪生活の後、彼女はついに心の「根を下ろす」場所を見つけた。,figurative,根を下ろす,Enhanced-prompting
ディベート大会での彼のパフォーマンスは本当に人を食うもので、観客すら息をのむほどだった。,figurative,人を食う,Enhanced-prompting
偉大なキャリアの後、彼はついに幕を静かに閉じる時を迎えた。,figurative,幕を閉じる,Enhanced-prompting
ビジネスメールが彼女のインボックスを埋め尽くすも、多くは右から左にスクロールされて未読のままだ。,figurative,右から左,Enhanced-prompting
彼らはこの小さな問題でさえ火花を散らすほど鋭く対立するのですか？,figurative,火花を散らす,Enhanced-prompting
情報がまだ集まっていないため、このプロジェクトを棚に上げられなかった。,figurative,棚に上げる,Enhanced-prompting
彼は新しいテクノロジーに熱しやすくなりますが、古くなってもなお冷めやすいことはありません。,figurative,熱しやすく冷めやすい,Enhanced-prompting
フェスティバルはまだ幕を閉じることなく、来年も続けられることが確認されました。,figurative,幕を閉じる,Enhanced-prompting
彼女の努力がこんなに素晴らしい結果を生んだのでは、頭が下がることでしょうか？,figurative,頭が下がる,Enhanced-prompting
腹を割って話すことが、本当に効果的な交渉戦略なのでしょうか？,figurative,腹を割る,Enhanced-prompting
彼はその賞を受賞した後、友達と話すたびに鼻が高い表情を隠せなかった。,figurative,鼻が高い,Enhanced-prompting
彼女は友人が新しいスマートフォンを開封するのを、妬ましそうに指をくわえて立ち会った。,figurative,指をくわえる,Enhanced-prompting
家族の不和が何年も経った今でも多少なりとも尾を引いて長く影響しています。,figurative,尾を引く,Enhanced-prompting
新しいデバイスが目の前にあるのに、手が届かないなんて、ただ指をくわえて見ているだけですか？,figurative,指をくわえる,Enhanced-prompting
彼の斬新な考えがチームミーティングで火花を散らすきっかけとなり、新たなビジョンが生まれた。,figurative,火花を散らす,Enhanced-prompting
明日から新しい製品ラインが市場に投入されるということで、社内いっぱいに希望が漲り、新事業の幕が開く瞬間への期待が高まっています。,figurative,幕が開く,Enhanced-prompting
長年一緒に過ごした友人が海外移住するニュースを聞き、私の胸は深く痛む思いに満たされました。,figurative,胸が痛む,Enhanced-prompting
昨日の夕方、議論は徐々に熱を帯び、最終的には会議室全体が緊張に包まれる中で、双方の代表が火花を散らすような激しい言葉の応酬を展開した。,figurative,火花を散らす,Enhanced-prompting
彼女が新しいアイデアを提案したとき、いくつかの鼻を鳴らす音が部屋に響き渡り、その提案の受け入れがたやすくないことを物語っていた。,figurative,鼻を鳴らす,Enhanced-prompting
困難な市場状況の中、競合他社に対抗する手がないことから、戦略の見直しを余儀なくされました。,figurative,手がない,Enhanced-prompting
教育ローンを抱える彼女は、家計を見直すたびに首が回らないと嘆く。,figurative,首が回らない,Enhanced-prompting
その小さな子供が一生懸命に歌を歌う姿を見て、聴いている人々は胸が詰まる思いに浸った。,figurative,胸が詰まる,Enhanced-prompting
長年暗黒街の重鎮として名を馳せた彼だが、家族との平和な未来を守るために、ついに犯罪の世界から足を洗う決心を固め、新たな生活をスタートさせた。,figurative,足を洗う,Enhanced-prompting
研究者として高い評価を受けている彼は、その業績で国際的に知られた学者たちと肩を並べる位置にいます。,figurative,肩を並べる,Enhanced-prompting
連日の残業にもかかわらず、常にチームのモチベーションを高める彼に頭が下がること間違いなしです。,figurative,頭が下がる,Enhanced-prompting
この競争の激しい業界でトップに立つためには、絶えず革新を追求し、あぐらをかくことなく努力する必要がある。,figurative,あぐらをかく,Enhanced-prompting
やがて、彼は過去の過ちから足を洗う決意をし、社会への貢献を心掛けるようになりました。,figurative,足を洗う,Enhanced-prompting
彼女は決してそのショッキングな出来事に色を失うことはなかった。,figurative,色を失う,Enhanced-prompting
対立が続く会議で、彼の鼻を鳴らすタイミングはいつも意見が交錯した時だった。,figurative,鼻を鳴らす,Enhanced-prompting
彼の忠告は、彼女にとっては右から左へと流れていったが、その結果自分で困難に直面することになった。,figurative,右から左,Enhanced-prompting
科学会議での発表が成功し、彼はその分野の先駆者たちと肩を並べる認識を得た。,figurative,肩を並べる,Enhanced-prompting
狭い部屋だと息がちょっと詰まる気がする。,figurative,息が詰まる,Enhanced-prompting
このシーンで胸が詰まりませんか？,figurative,胸が詰まる,Enhanced-prompting
彼の型にはまらない発想は、常に業界をリードする革新をもたらす。,figurative,型にはまる,Enhanced-prompting
長年ギャンブルに没頭して家族との関係もお金も失ったが、最終的には自己破産を回避するためにギャンブルから足を洗うという選択をし、借金返済に専念することにした。,figurative,足を洗う,Enhanced-prompting
彼の成果は周囲を驚かせ、いつの間にか業界のトップと肩を並べる位置に立っていた。,figurative,肩を並べる,Enhanced-prompting
骨が折れるほどの大変さだが、このチャレンジを乗り越えたら、確実にスキルが向上するだろう。,figurative,骨が折れる,Enhanced-prompting
このプロジェクトで私たちは型に一度はまり込んで、それから脱却しようと努力しています。,figurative,型にはまる,Enhanced-prompting
彼女はここに根を張りたいと思っているのでしょうか？,figurative,根を張る,Enhanced-prompting
希望していた役割を同僚に取られ、彼はがっかりして指をくわえるしかなかった。,figurative,指をくわえる,Enhanced-prompting
彼らは肩を少しずつ並べ、一緒に困難を乗り越えていました。,figurative,肩を並べる,Enhanced-prompting
新しい事業計画の課題について話し合う会議では、経営者たちが頻繁に頭を抱えた。,figurative,頭を抱える,Enhanced-prompting
彼女が提案したプランには慎重になったほうがいい、あなたが手に乗せられて後悔することのないように。,figurative,手に乗る,Enhanced-prompting
市場での新商品の入荷に遅れたため、競合他社が先に市場を席巻するのを指をくわえて見ている状況になった。,figurative,指をくわえる,Enhanced-prompting
会議中にはエンジンの音が響いており、彼が意見を述べるたびに周りから鼻を鳴らす音がしていた。,figurative,鼻を鳴らす,Enhanced-prompting
美しい自然と温かい地域コミュニティに心惹かれ、ついに彼はここに骨を埋めると決意した。,figurative,骨を埋める,Enhanced-prompting
本当の友情とは、相手の過ちを水に流せる勇気を持つことです。,figurative,水に流す,Enhanced-prompting
この試合の敗北で、君の胸が痛むことを僕は理解できるかな？,figurative,胸が痛む,Enhanced-prompting
肩を並べたいと願って、裁判官たちが活動する法廷で研鑽を積む日々が続いている。,figurative,肩を並べる,Enhanced-prompting
このビジネスマンはいつも交渉で人を食うほど厳しいのでしょうか？,figurative,人を食う,Enhanced-prompting
彼はディスカッションの中での人を食う返答で周囲を圧倒した。,figurative,人を食う,Enhanced-prompting
彼はこのプロジェクトに全力を注ぎ、ついにその努力が実を結び、脂が乗り始める兆しを見せた。,figurative,脂が乗る,Enhanced-prompting
彼の深い洞察力と問題解決能力には、常に頭が下がるものがあります。,figurative,頭が下がる,Enhanced-prompting
過去の実績にあぐらをかいてしまうと、新しいチャンスを逃すことになる。,figurative,あぐらをかく,Enhanced-prompting
課題に対する「足が速い」解決策を見つけ出すために、チームは夜遅くまで協議を続けた。,figurative,足が速い,Enhanced-prompting
新商品の開発に向けてチーム全員が情熱を傾けて動き出したものの、何度もの失敗に直面し、だんだんと熱が冷めてきた。,figurative,熱が冷める,Enhanced-prompting
先生は生徒たちに対しても腹を割って自身の失敗談を話し、それによって教室の雰囲気が一層和やかになった。,figurative,腹を割る,Enhanced-prompting
地方都市に新しいビジネスチャンスが頭をもたげてきたため、起業家たちが続々と移り住んでいる。,figurative,頭をもたげる,Enhanced-prompting
当初はプロジェクトに夢中になりましたが、複雑な課題が続く中で、次第にその熱意が失われることを自覚し、熱が冷める瞬間を迎えました。,figurative,熱が冷める,Enhanced-prompting
突然の雨で交通が麻痺し、会議に間に合う手がないことを上司にメールした。,figurative,手がない,Enhanced-prompting
彼女がその舞台に立つと、観客は彼女の才能が幕を開ける瞬間を目撃した。,figurative,幕を開ける,Enhanced-prompting
腹を割って話すことで、互いの誤解は解消されるのでしょうか？,figurative,腹を割る,Enhanced-prompting
この成果により、部長はまるで自分が直接関わったかのように鼻が非常に高いと思っている。,figurative,鼻が高い,Enhanced-prompting
新しい技術開発においては、型にはまった発想から脱却することが成功の鍵を握る。,figurative,型にはまる,Enhanced-prompting
冗談が理解されず、会話の場は一気に色を失うこととなった。,figurative,色を失う,Enhanced-prompting
うまく交渉を進めるためには、相手の意図を見抜き、手に乗せられないことが肝心だ。,figurative,手に乗る,Enhanced-prompting
長年勤めた会社からの引退を迎え、彼は自身のキャリアの幕を閉じる準備を始めました。,figurative,幕を閉じる,Enhanced-prompting
キャンペーンは社会的な支持を増やすために波に積極的に乗っています。,figurative,波に乗る,Enhanced-prompting
チームメンバー間での一致を見るのは困難で、彼らの意見は水と油のように分かれている。,figurative,水と油,Enhanced-prompting
このプロブレムには本当に手がないか？,figurative,手がない,Enhanced-prompting
子供たちが直面する毎日の挑戦に、彼女は深く心を胸を痛めるほど感じた。,figurative,胸を痛める,Enhanced-prompting
スポーツの試合はいつも心躍らせてくれるから、熱が冷めないのです。,figurative,熱が冷める,Enhanced-prompting
彼女はファッション界の波に乗り、独自のブランドを確立した。,figurative,波に乗る,Enhanced-prompting
夫婦は子供の進学問題で全く頭を痛めていないと言っていました。,figurative,頭を痛める,Enhanced-prompting
彼の新作映画の公開によって、映画界に新しい風の幕が開いた。,figurative,幕が開く,Enhanced-prompting
議論中、彼の意見はあまりにも速く右から左に受け流され、まるで空気のように無視された。,figurative,右から左,Enhanced-prompting
会議の中で突然、解決策が頭をもたげ、全員が安堵の息をついた。,figurative,頭をもたげる,Enhanced-prompting
新しいポリシーについてのスタッフ間の意見は、水と油のように分かれてしまった。,figurative,水と油,Enhanced-prompting
彼は財布を失ってしまい、帰宅の手がなく、仕方なく徒歩で数キロを帰ることになった。,figurative,手がない,Enhanced-prompting
職位が高くなり安心した彼は、もはや毎日の業務に真剣さを持たず、オフィスであぐらをかくことが常習化してしまいました。,figurative,あぐらをかく,Enhanced-prompting
新型ゲーム機が発売された日、彼は予約を忘れていたため、他の人々が楽しそうに買い物をするのを指をくわえて見るしかなかった。,figurative,指をくわえる,Enhanced-prompting
彼がその提案を行ったとたん、会議室内に新たな議論の幕が開けた。,figurative,幕を開ける,Enhanced-prompting
子どもたちがプロジェクトに熱を上げるのを見て、教師も新しい教材を用意し始めた。,figurative,熱を上げる,Enhanced-prompting
彼らの間の不和が今でも関係に尾を引いているのですか？,figurative,尾を引く,Enhanced-prompting
40年以上もの間、教育の最前線で働き続けた彼は、この春に教壇から幕を閉じることを決意した。,figurative,幕を閉じる,Enhanced-prompting
毎回、モチベーションを高めようとするたびに、誰かが、必ず水を差す。,figurative,水を差す,Enhanced-prompting
学生たちは留学先で文化理解の深まりとともに、「根を下ろす」喜びを知る。,figurative,根を下ろす,Enhanced-prompting
彼はギャンブルから足を徹底的に洗う運命を自ら選んだ。,figurative,足を洗う,Enhanced-prompting
彼の発言が終わった後、誰かが鼻を鳴らしながら反論を始めた。,figurative,鼻を鳴らす,Enhanced-prompting
子供がまた学校で問題を起こしたと聞いて、あなたも胸を痛めるでしょうか？,figurative,胸を痛める,Enhanced-prompting
子どもたちが新しい遊具で遊ぶのを指をくわえて見ている両親は、子供たちの無邪気な喜びに心を和ませた。,figurative,指をくわえる,Enhanced-prompting
多くの人がそのテレビ番組に最初は夢中になるが、熱しやすく冷めやすい視聴習慣のためにすぐに飽きてしまう。,figurative,熱しやすく冷めやすい,Enhanced-prompting
技術革新が進み、業界全体に影響を与える新しい幕が開かれた。,figurative,幕が開く,Enhanced-prompting
彼らは今月の予算が逼迫しているため、新しいマーケティング戦略の導入を棚に上げることにした。,figurative,棚に上げる,Enhanced-prompting
胸が、確かに深くが、痛む瞬間は、彼にとって非常に辛いものだった。,figurative,胸が痛む,Enhanced-prompting
競合他社に対抗するために、どのようにして効率的に網を張りますか？,figurative,網を張る,Enhanced-prompting
彼女はこの地域の発展には貢献したが、ここに骨を埋めるとは言っていなかった。,figurative,骨を埋める,Enhanced-prompting
峠を越した彼は、これまでの困難を乗り越え、新たな人生の章を始める準備が整った。,figurative,峠を越す,Enhanced-prompting
彼は新しい街で仕事を見つけ、少しずつ「根を下ろす」ことに成功している。,figurative,根を下ろす,Enhanced-prompting
誤りが明らかであるにも関わらず、チームリーダーがそれを水に流すことには反対した。,figurative,水に流す,Enhanced-prompting
長年続けた事業も、ついに幕をゆっくりと閉じる時が来た。,figurative,幕を閉じる,Enhanced-prompting
そのドラマのクライマックスで、主人公が遂げた偉業に観客全員の胸が詰まる瞬間があった。,figurative,胸が詰まる,Enhanced-prompting
地元の劇場で今晩上演される新しい舞台は、文化アートシーンに新たな幕を開けるものと期待されています。,figurative,幕を開ける,Enhanced-prompting
新しいマーケティングプロジェクトのリーダーとして、彼はチームを前にして、確実な計画と明確なビジョンで弓を引く責任があると宣言した。,figurative,弓を引く,Enhanced-prompting
彼はいつも議論で人を食うような方法を選んでいるのでしょうか？,figurative,人を食う,Enhanced-prompting
彼は過度の出費を続けた結果、借金返済が首が回らなくなり、困窮している。,figurative,首が回らない,Enhanced-prompting
彼女はその状況に手がなく、さじを投げたそうです。,figurative,手がない,Enhanced-prompting
プロジェクトを完遂しても、彼は一切鼻が高いとは感じていないようだ。,figurative,鼻が高い,Enhanced-prompting
この古い写真の修復作業には特別な技術が求められるのですが、私にはその手がないので専門家を探しています。,figurative,手がない,Enhanced-prompting
マリアは自分の興味を追求する代わりに、両親が望む医学部への進学を選ぶことで、型にはまる生き方をしていますが、それが彼女自身の幸福感にどう影響しているのかは未知数です。,figurative,型にはまる,Enhanced-prompting
この問題に対して型にはまる解答以外に他に何か方法はないのでしょうか？,figurative,型にはまる,Enhanced-prompting
新しいプロジェクトに対する意気込みは、問題が次々と出てくると、徐々に熱が少しずつ冷めていった。,figurative,熱が冷める,Enhanced-prompting
彼女の絵画は、数年間の修練を経て、脂が乗るほどの成熟した表現力を見せ始めている。,figurative,脂が乗る,Enhanced-prompting
新しいアイデアに対するチームの熱意は、初めは盛り上がるが熱しやすく冷めやすい性質ゆえに、実行段階で往々にして弱まる。,figurative,熱しやすく冷めやすい,Enhanced-prompting
プロジェクトを前進させるため、チームメンバー一人一人が順番に弓を引く必要があった。,figurative,弓を引く,Enhanced-prompting
新たな人生の章と幕を一緒に開ける準備ができていますか？,figurative,幕を開ける,Enhanced-prompting
彼女の創造力豊かなアイデアと私の実用的な提案は、水と油のように合わせるのが難しい。,figurative,水と油,Enhanced-prompting
試験前に重要なノートを紛失してしまい、マリアは自分のデスクで頭を抱えるしかなかった。彼女にできることは全ての引出しを探ることだけだった。,figurative,頭を抱える,Enhanced-prompting
その企業は市場の変動に敏感で、常に波に乗って競争に勝っている。,figurative,波に乗る,Enhanced-prompting
彼は新しい事業アイデアを披露し、出席者全員の期待が一斉に宙に浮くような緊張感で包まれた。,figurative,宙に浮く,Enhanced-prompting
戦争の記憶が彼の心に再び頭をもたげるたび、彼は平和の大切さを語り始める。,figurative,頭をもたげる,Enhanced-prompting
彼女はデザインコンテストで見事に勝利し、業界の有名人と肩を並べる栄誉を手に入れた。,figurative,肩を並べる,Enhanced-prompting
革新的な研究成果が認められ、若手研究員は会議で鼻が高い態度をとらずにはいられなかった。,figurative,鼻が高い,Enhanced-prompting
債務が積み重なり、私の財政は既に首が回らない状態にある。,figurative,首が回らない,Enhanced-prompting
グローバル市場の拡大という波に乗ることで、彼女の会社は国際的な影響力を確立した。,figurative,波に乗る,Enhanced-prompting
我々は次の会議でどの環境問題に焦点を当て、頭を痛めるべきでしょうか？,figurative,頭を痛める,Enhanced-prompting
プロジェクトの重要なターンで、彼はリーダーシップを発揮し、働きかけて弓を引く時が来たと感じた。,figurative,弓を引く,Enhanced-prompting
彼女は情熱を持って社会運動に参加しているが、それに骨をまっしぐらに埋める覚悟まではしていない。,figurative,骨を埋める,Enhanced-prompting
この小説の主人公は、冷酷で人を食うビジネスマンとして描かれており、読者に強烈な印象を与えている。,figurative,人を食う,Enhanced-prompting
作家としての初めてのベストセラーが出版された後、彼は自分の達成に鼻が高い感情を抱いた。,figurative,鼻が高い,Enhanced-prompting
環境保護の問題に直面し、地球温暖化の進行を遅らせるための具体的な取り組みに頭を痛めている研究者たちが多くいます。,figurative,頭を痛める,Enhanced-prompting
弓を引くべきか、それとももう少し様子を見るべきか、どう思いますか？,figurative,弓を引く,Enhanced-prompting
社会の冷たさに対して胸を痛める若者が増えている。,figurative,胸を痛める,Enhanced-prompting
彼は情報収集に「足が速い」ため、常に有益な知識を提供してくれる。,figurative,足が速い,Enhanced-prompting
適切な瞬間に異議を唱えることができる人が、会議で意見を主張する際にはしっかりと弓を引くことが求められる。,figurative,弓を引く,Enhanced-prompting
彼は本当にその怖い話に色を失うのだろうか？,figurative,色を失う,Enhanced-prompting
彼は重要なプロジェクトのリーダーとして、初めて弓を引くことになり、全員が注目している。,figurative,弓を引く,Enhanced-prompting
交渉の場では、双方が腹を割って本音を語り合うことが、合意点に到達するための鍵となります。,figurative,腹を割る,Enhanced-prompting
長引く交渉が終結する兆しを見せないことが、彼の頭を痛める大きな理由だ。,figurative,頭を痛める,Enhanced-prompting
夕暮れ時に公園でのコンサートが始まり、夜の部分が幕を開ける。,figurative,幕を開ける,Enhanced-prompting
学生達の一生懸命の取り組みが実を結び、国際コンテストで最優秀賞を獲得した。,figurative,実を結ぶ,Enhanced-prompting
新たなAI技術の発表が間近に迫る中、世界各地の専門家たちは、この技術がどのように私たちの生活を変えるのかを見守り、科学技術の新たな幕が開くのを楽しみにしています。,figurative,幕が開く,Enhanced-prompting
この事業は本当に幕を閉じる必要があるのでしょうか？,figurative,幕を閉じる,Enhanced-prompting
サーバーがクラッシュし、顧客データへのアクセス手がないことから、多くのクレームが寄せられています。,figurative,手がない,Enhanced-prompting
世界的な大会での彼のパフォーマンスは素晴らしく、一流のアスリートと肩を並べるほどの評価を得た。,figurative,肩を並べる,Enhanced-prompting
成功的なパートナーシップの基礎はお互いに腹を割って情報を共有することです。,figurative,腹を割る,Enhanced-prompting
議論が長引き、結論が出ないため、会議ではその議題を棚に上げ、次回に持ち越すことになった。,figurative,棚に上げる,Enhanced-prompting
二人の作家が文学の価値について火花を散らし合う対談が興味深かった。,figurative,火花を散らす,Enhanced-prompting
あなたは本当にその過去を水に流して、未来に向かって進む準備ができていますか？,figurative,水に流す,Enhanced-prompting
難しい条件の中でプロジェクトを成功に導いた彼女の能力に頭が下がるばかりです。,figurative,頭が下がる,Enhanced-prompting
この企業は開発の「足が速い」ことで知られ、常に業界の最前線を走っている。,figurative,足が速い,Enhanced-prompting
疫病の後遺症は尾を引くもので、完全な回復には時間が必要だった。,figurative,尾を引く,Enhanced-prompting
刺激的なプレゼンテーションを展開しているところに、技術的障害が生じて、彼の流れに残念ながら水を差した。,figurative,水を差す,Enhanced-prompting
長年にわたる努力の後、彼のプロジェクトに対する情熱が徐々に冷めていき、最終的には完全に色を失った。,figurative,色を失う,Enhanced-prompting
持続可能な材料への切り替えに関して、研究開発チームは多くの頭を痛める問題に直面している。,figurative,頭を痛める,Enhanced-prompting
その大臣は政治の舞台で人を食う手腕を見せ、多くの対立案を押し切って政策を推進している。,figurative,人を食う,Enhanced-prompting
骨が折れるほどの調査を行った結果、新しい発見ができた。,figurative,骨が折れる,Enhanced-prompting
固い決意と共に始めたダイエットが、初めの辛い時期を峠を越え、今では日常の一部となっている。,figurative,峠を越す,Enhanced-prompting
企業の新たな取り組みが注目され、大企業たちと肩を並べるブランドイメージを築き上げている。,figurative,肩を並べる,Enhanced-prompting
知識と経験を積んでくると、学ぶべきことの山々もやがて峠を越えていくものだ。,figurative,峠を越す,Enhanced-prompting
環境保護に尽力する彼の行動を見ていると、自然と頭が下がる思いです。,figurative,頭が下がる,Enhanced-prompting
田舎で新しい生活を始め、彼は自然とともに「根を下ろす」喜びを噛みしめていた。,figurative,根を下ろす,Enhanced-prompting
社長は新製品が市場で成功を収めた結果、鼻が高い様子で社員たちに感謝の言葉を述べた。,figurative,鼻が高い,Enhanced-prompting
彼女は健康食品業界の成長の波に乗り、自身のスタートアップを立ち上げた。,figurative,波に乗る,Enhanced-prompting
地震の後、その地域の再建作業が尾を引き、完全な復旧には数年を要している。,figurative,尾を引く,Enhanced-prompting
キャリアの次なる、幕がゆっくりと開く、ステージに立つ準備ができました。,figurative,幕が開く,Enhanced-prompting
そのドキュメンタリーを観た後、彼女は社会問題に対する熱を上げ、積極的に活動を始めた。,figurative,熱を上げる,Enhanced-prompting
彼らはこの勝利によって自信を持ちすぎているのだろうか、まさか鼻を鳴らしているところじゃないだろうか？,figurative,鼻を鳴らす,Enhanced-prompting
新しい技術が社会に根を張るには時間がかかるが、最終的には多くの人の生活を改善するだろう。,figurative,根を張る,Enhanced-prompting
疫病が国の経済に尾を引き、回復にはまだ時間がかかりそうだ。,figurative,尾を引く,Enhanced-prompting
映画制作に燃えていた彼も、資金調達の壁に直面すると熱が冷めてしまい、プロジェクトは中断された。,figurative,熱が冷める,Enhanced-prompting
チームが先頭を走っている今、あぐらをかいて休息する時間はない。,figurative,あぐらをかく,Enhanced-prompting
