submission,category,idiom,type
"Whenever they lay the groundwork for a new project, they seem to have misfortune as an unyielding supervisor.",figurative,have misfortune,Zero-shot
"When the package arrived damaged, she blew her top and immediately called customer service.",figurative,blow top,Zero-shot
"From his vague descriptions, did you manage to get the drift of what he expects from us?",figurative,get drift,Enhanced-prompting
"After years of struggling, he finally managed to kick the habit and has been smoke-free for six months.",figurative,kick habit,Zero-shot
"They decided to hold fire on the project proposal, awaiting more optimal timing.",figurative,hold fire,Zero-shot
"Going out without your jacket in this frosty weather, you’re bound to catch your death.",figurative,catch death,Zero-shot
The tech startup had its plug pulled by investors after failing to meet several key development milestones.,figurative,pull plug,Zero-shot
"When the printer jammed again, I blew my top and stormed out of the office.",figurative,blow top,Zero-shot
Hold fire on announcing the product release; there might be a delay in manufacturing.,figurative,hold fire,Zero-shot
"As the old factory shut down, the workers hit the road, motivated to reinvent their careers.",figurative,hit road,Zero-shot
"During the lengthy strategic planning meeting, it became evident that the senior partner's compelling arguments began to hold sway, seamlessly influencing the decisions and priorities of the entire team.",figurative,hold sway,Enhanced-prompting
"Wearing just a thin jacket in this downpour, he might catch his death before reaching home.",figurative,catch death,Enhanced-prompting
She hasn't hit the road yet because she's still waiting for confirmation from her future employer.,figurative,hit road,Enhanced-prompting
"The author's latest novel, a thrilling mystery that captivates readers with its clever plot twists, immediately made a hit and soared to the top of the bestseller lists.",figurative,make hit,Enhanced-prompting
John didn't blow his top quietly during the dinner; his reactions were quite loud and dramatic.,figurative,blow top,Enhanced-prompting
Isn't it true that they had misfortune exactly when the project was due for review?,figurative,have misfortune,Enhanced-prompting
His foreign policy stance got the nod during the national security meeting.,figurative,get nod,Zero-shot
It's crucial not to lose your cool when negotiating difficult contracts to maintain professionalism.,figurative,lose cool,Enhanced-prompting
"During the heated debate, he lost his head and shouted insults that could not be taken back, damaging relationships with his colleagues.",figurative,lose head,Enhanced-prompting
Her impassioned plea set fire to the community's drive to reform local laws.,figurative,set fire,Zero-shot
She nearly lost her head when she realized the enormity of the task ahead but regained her composure with some deep breaths.,figurative,lose head,Zero-shot
Her habit of pulling our legs at family gatherings has become quite legendary.,figurative,pull leg,Enhanced-prompting
"When the therapist gently inquired about her childhood experiences, it unexpectedly touched a nerve, and she found herself suddenly overwhelmed with emotions.",figurative,touch nerve,Enhanced-prompting
"He didn't see stars, even though he tripped and fell down the stairs.",figurative,see star,Enhanced-prompting
"When viewership dwindled to an all-time low, the producers pulled out all the lights on the decade-long TV series.",figurative,pull plug,Zero-shot
"After witnessing the disregard for safety regulations, she decided it was time to blow the smoke.",figurative,blow whistle,Zero-shot
Does traditional media still hold sway in shaping the cultural norms of today’s youth?,figurative,hold sway,Enhanced-prompting
"Pulling punches in such critical discussions only leads to misunderstandings, which is why I prefer straightforwardness.",figurative,pull punch,Enhanced-prompting
"He lost his temper when he saw the state of the garage, even though he had cleaned it just last week.",figurative,lose temper,Zero-shot
"In our family discussions, grandparents' opinions frequently hold sway, reflecting their experience and wisdom.",figurative,hold sway,Zero-shot
"After the mishandled press release, the public relations manager quickly got the sack.",figurative,get sack,Zero-shot
"He found his foot in academia after several challenging semesters, eventually becoming one of the most insightful researchers in his field.",figurative,find foot,Zero-shot
"When he saw the safety violations in the factory, he knew it was his responsibility to blow the whistle.",figurative,blow whistle,Zero-shot
It’s an old family belief that baking bread on a rainy day will bring luck to the household.,figurative,bring luck,Zero-shot
Concerns about side effects made them reconsider and eventually pull the medicinal plug.,figurative,pull plug,Enhanced-prompting
The inspector decided to blow the whistle on the safety violations he uncovered.,figurative,blow whistle,Enhanced-prompting
What strategies would you recommend to someone trying to kick the habit?,figurative,kick habit,Enhanced-prompting
"As emotions flared, it became a challenge to keep calm and not lose relational cool.",figurative,lose cool,Enhanced-prompting
"After closing down the shop, they hit the road to explore alternative ventures and business models.",figurative,hit road,Zero-shot
Encouraging words from her coach ensured that she didn't lose heart after a poor performance at the qualifier.,figurative,lose heart,Enhanced-prompting
"The long-time editor, failing to adapt to digital trends, was finally given the sack.",figurative,give sack,Enhanced-prompting
"After retiring, she decided it was the perfect opportunity to have a fling with watercolor painting, spending her mornings creating art by the serene lakeside.",figurative,have fling,Enhanced-prompting
I'm terrible at pulling people's legs because I always burst out laughing halfway through the joke.,figurative,pull leg,Zero-shot
Everyone in the meeting hit the roof when the manager announced mandatory overtime for the third week in a row.,figurative,hit roof,Zero-shot
The constant moving of the goalposts by the committee has led to widespread dissatisfaction among the team members.,figurative,move goalpost,Enhanced-prompting
The crackling sound from the campfire gave notice of the logs settling under the heat.,figurative,give notice,Zero-shot
We need to have a word about streamlining our workflow to increase efficiency.,figurative,have word,Zero-shot
Could you hold fire with those remarks until I finish explaining?,figurative,hold fire,Enhanced-prompting
"The staggering amount on the restaurant bill made us all see stars, questioning if there had been a mistake.",figurative,see star,Zero-shot
"When planning the annual conference, it was obvious who was pulling their weight and who was just along for the ride.",figurative,pull weight,Zero-shot
"He had a fling with vintage car restoration, dedicating weekends to bringing an old Mustang back to glory.",figurative,have fling,Zero-shot
"The company's task to find its feet in the international market proved tougher than anticipated, requiring a complete strategy overhaul.",figurative,find foot,Enhanced-prompting
"Before we jump to conclusions about the recent data breach, we should hold fire until the investigation is complete.",figurative,hold fire,Zero-shot
Do you think it's difficult for people to find their feet again after such a significant personal setback?,figurative,find foot,Enhanced-prompting
"Unfortunately, she did not get the nod to participate in the final race.",figurative,get nod,Enhanced-prompting
"Neglect and procrastination can lay waste to the best of intentions, stifling potential achievements.",figurative,lay waste,Zero-shot
"In the world of professional sports, he cuts a formidable figure, not just for his athletic prowess but also for his relentless work ethic and leadership.",figurative,cut figure,Zero-shot
"The company's latest gadget made a hit in the tech community, boosting their sales dramatically.",figurative,make hit,Zero-shot
"They blew their trumpets too soon about the success of the project, only to find out later that there were significant oversights.",figurative,blow trumpet,Enhanced-prompting
"To ensure the best outcome, sometimes you have to blow, strategically, your own trumpet in these formal evaluations.",figurative,blow trumpet,Enhanced-prompting
Misconduct at the annual conference led to the organization deciding to give him the sack.,figurative,give sack,Enhanced-prompting
His dedication to kick the habit inspired others around him to do the same.,figurative,kick habit,Enhanced-prompting
"Through consistent saving and wise financial planning, they aimed to make their savings retirement pile substantially by the time they retired.",figurative,make pile,Enhanced-prompting
"As the young athletes trailed in the final minutes of the game, their coach implored them not to lose heart.",figurative,lose heart,Zero-shot
She's incredibly successful but you won't hear her blow her own trumpet; she remains humble despite all her achievements.,figurative,blow trumpet,Zero-shot
"Upon entering the competitive field of journalism, it took her a while, but she eventually found her foot and became a respected columnist.",figurative,find foot,Zero-shot
"After three unsuccessful seasons, the network pulled the plug on the once-promising television show.",figurative,pull plug,Zero-shot
"With the competitor's product recall, the company made hay by boosting their own marketing efforts.",figurative,make hay,Zero-shot
The accountant got the sack after discrepancies were found in the books during an audit.,figurative,get sack,Zero-shot
"Months into her training, she hit a wall and saw no improvement in her marathon times.",figurative,hit wall,Zero-shot
"With the competitor's product delayed, they made hay by ramping up production to meet the increased demand.",figurative,make hay,Zero-shot
His careless mistake during the product launch saw him get the sack.,figurative,get sack,Zero-shot
"Her passion for social justice took root during her college years, guiding her subsequent career choices.",figurative,take root,Zero-shot
"They were determined not to make a scene at the funeral, maintaining composure despite their overwhelming grief.",figurative,make scene,Zero-shot
At what point during the race did you feel like you hit the wall?,figurative,hit wall,Enhanced-prompting
"If you see any misconduct, you have a responsibility to blow the whistle and report it.",figurative,blow whistle,Zero-shot
You'll catch your death wandering around in that torrential downpour without an umbrella.,figurative,catch death,Zero-shot
She was given the sack after the board lost confidence in her leadership skills.,figurative,give sack,Zero-shot
"After failing to get a response from customer service, I finally blew my top and demanded to speak to a supervisor.",figurative,blow top,Zero-shot
"When he discovered the unsafe practices, he decided it was time to blow the whistle, despite the potential backlash.",figurative,blow whistle,Zero-shot
"When presented with the unreasonable demands, he completely lost his cool, raising his voice in the meeting.",figurative,lose cool,Enhanced-prompting
"Her powerful poem set fire to emotions, leaving the audience profoundly moved.",figurative,set fire,Zero-shot
"When he tripped over the curb, he saw stars, momentarily dazed by the sudden fall.",figurative,see star,Enhanced-prompting
"As he rambled about his travel plans, I struggled but finally got the drift of where he intended to go.",figurative,get drift,Zero-shot
"Despite months of successful development and innovative ideas, the software development team finally hit the wall when they could not overcome the integration issues presented by the new platform.",figurative,hit wall,Enhanced-prompting
"It took a few years, but the entrepreneur finally found his foot in the tech industry, becoming a notable innovator.",figurative,find foot,Zero-shot
"They provided a lot of technical information in the workshop, yet I managed to get the drift of the main procedures.",figurative,get drift,Zero-shot
"While everyone else was modest about their inputs, Janet couldn't help but blow her own trumpet, emphasizing her role in the project's success.",figurative,blow trumpet,Zero-shot
Hold fire on giving any feedback until we see the final version of the report.,figurative,hold fire,Zero-shot
"As the weeks passed, a strong sense of team spirit took root among the new employees.",figurative,take root,Zero-shot
"Her innovative ideas began to hold sway in the meetings, gradually changing the direction of the project.",figurative,hold sway,Zero-shot
She managed to make a small fortune by expertly navigating the competitive world of digital marketing.,figurative,make fortune,Enhanced-prompting
"As profits plummeted, the company was forced to give the sack to dozens of workers.",figurative,give sack,Zero-shot
"If everyone pulls their weight, we'll weather this storm and come out stronger on the other side.",figurative,pull weight,Zero-shot
"In the wake of the housing boom, the construction company made hay, ramping up developments to meet demand.",figurative,make hay,Zero-shot
"With his electrifying speech, he set fire to the crowd's passion for change.",figurative,set fire,Enhanced-prompting
How did you manage to find your feet after such a drastic change in your lifestyle?,figurative,find foot,Enhanced-prompting
The meeting dragged on as participants felt they had hit a collaborative wall.,figurative,hit wall,Enhanced-prompting
"The volleyball team's coach hasn't gotten the sack yet, but his position seems increasingly precarious.",figurative,get sack,Enhanced-prompting
"Rather than simply returning the item quietly, he chose to make a scene at the store about the defective product.",figurative,make scene,Zero-shot
"Once they gathered enough evidence, the team hit the road to launch a groundbreaking investigative report.",figurative,hit road,Zero-shot
"Are you suggesting a viable solution, or are you just blowing smoke to stall for time?",figurative,blow smoke,Enhanced-prompting
"In the frenzy of the festival, it was important for everyone to keep their wits and not lose their heads amidst the chaos.",figurative,lose head,Zero-shot
"She quietly excelled at her tasks, unlike her colleague who loved to blow his own trumpet at every opportunity.",figurative,blow trumpet,Zero-shot
"Despite the setbacks, the project has a future, promising innovative solutions and market leadership.",figurative,have future,Zero-shot
"In the high-stakes meeting, he cut a calm figure, soothing the nervous energy of the room with his composed demeanor.",figurative,cut figure,Zero-shot
The whispering of leaves in the gentle breeze gave notice of summer's end.,figurative,give notice,Zero-shot
"As a diligent manager overseeing a critical project, she makes it a priority to keep tabs on each phase's development to ensure the team adheres strictly to the agreed deadlines and quality standards.",figurative,keep tab,Enhanced-prompting
Let's hold our horses on this project until we clarify the client's requirements.,figurative,hold horse,Zero-shot
"The company's bold marketing campaign caught the attention of consumers, skyrocketing sales.",figurative,catch attention,Zero-shot
"With her visionary approach to sustainability, she definitely has a future as an environmental leader.",figurative,have future,Zero-shot
"In the bustling courtroom, she cut a composed figure amidst the whirlwind of legal jargon and heated arguments.",figurative,cut figure,Zero-shot
"After the first successful event, the festival idea really took root, becoming an annual highlight in the community.",figurative,take root,Zero-shot
"They say humility goes a long way, further than blowing your own trumpet ever will.",figurative,blow trumpet,Zero-shot
"Janine is on maternity leave, so Mark will hold the fort in her absence.",figurative,hold fort,Zero-shot
"Rather than admitting their errors, they tried to blow smoke and divert everyone's attention.",figurative,blow smoke,Zero-shot
They tend to blow their own trumpet rather than highlighting the collective effort of their team.,figurative,blow trumpet,Zero-shot
"Once the concept of renewable energy took root in the community, there was a significant increase in solar panel installations.",figurative,take root,Zero-shot
"The author’s latest book made a hit on the bestseller lists, captivating readers with its thrilling plot.",figurative,make hit,Zero-shot
"Every dawn they wake up, it seems they have misfortune waiting with breakfast.",figurative,have misfortune,Zero-shot
"He's always blowing smoke about his connections in the industry, but I've yet to see any proof.",figurative,blow smoke,Zero-shot
"The new TV series made a hit with audiences, captivating millions across the globe.",figurative,make hit,Zero-shot
Have I touched a nerve by asking about your plans for the future?,figurative,touch nerve,Enhanced-prompting
"When it comes to negotiations, be wary of anyone who seems to do nothing but blow smoke—it’s likely they have little real to offer.",figurative,blow smoke,Enhanced-prompting
Her enthusiasm for the new project hit a wall when she realized the immense workload it required.,figurative,hit wall,Zero-shot
"The product launch did not set fire to the anticipated consumer frenzy, resulting in disappointing initial sales.",figurative,set fire,Enhanced-prompting
"The librarian made fortune daily, unlocking worlds of adventure and knowledge with every book recommendation.",figurative,make fortune,Zero-shot
"As soon as they were denied entry to the exclusive club, they began to make a scene, attracting unwanted attention from bystanders.",figurative,make scene,Zero-shot
"Even though the negotiations dragged on for months, the delegates were encouraged not to lose heart and to remain focused on achieving peace.",figurative,lose heart,Zero-shot
A startup's vision of using algae as a sustainable food source caught the imagination of environmentalists looking for eco-friendly solutions.,figurative,catch imagination,Zero-shot
Hold your horses before blurting out your plans; secrecy is key right now.,figurative,hold horse,Zero-shot
"I'm walking on eggshells around her today, afraid she'll blow her top.",figurative,blow top,Zero-shot
The magazine pulled the plug on its print edition to focus entirely on digital content.,figurative,pull plug,Zero-shot
The freelance writer made a pile by specializing in a niche that was in high demand but low supply.,figurative,make pile,Zero-shot
The long-distance friends made plans to kick up their heels together after months of chatting online.,figurative,kick heel,Zero-shot
Have you ever noticed a moment during a long lecture where the presenter seems to have lost the thread of their discourse?,figurative,lose thread,Enhanced-prompting
"At the high-profile networking event, he highlighted his recent international project, seizing the chance to blow his own trumpet amid potential investors and partners.",figurative,blow trumpet,Enhanced-prompting
"Realizing the corporate ladder wasn’t for him, he hit the road to start his own artisanal coffee shop.",figurative,hit road,Zero-shot
"After years in a corporate bubble, he had a fling with rural life, trading suits for overalls and fresh air.",figurative,have fling,Zero-shot
"Initially lost in the complexities of his new job, it took some time for him to find his feet and excel.",figurative,find foot,Enhanced-prompting
He made a face as he tried to decipher the convoluted instructions for the assembly.,figurative,make face,Zero-shot
I’m not pulling your leg; I truly did see a celebrity at the grocery store today!,figurative,pull leg,Enhanced-prompting
"Realizing it was now or never, they hit the road to turn their shared dream into a reality.",figurative,hit road,Zero-shot
The network pulled the plug on the reality show due to consistently poor ratings and public backlash.,figurative,pull plug,Zero-shot
She hit the roof after seeing the mess the dog made in the house.,figurative,hit roof,Zero-shot
Kicking the habit of drinking coffee at every stressful moment was tough but beneficial to her wellbeing.,figurative,kick habit,Zero-shot
"After several long emails, the team didn't immediately get the drift, so a follow-up meeting was scheduled for clarification.",figurative,get drift,Zero-shot
"Following a series of devastating losses that knocked the team out of the playoffs, the club's management felt compelled to give the sack to the head coach.",figurative,give sack,Enhanced-prompting
"In a gentle, considerate manner, the supervisor decided to tactically pull the harsh words back and punch softly.",figurative,pull punch,Enhanced-prompting
"Because of the network outage, they had no choice but to kick their heels until systems were restored.",figurative,kick heel,Enhanced-prompting
The tales of ancient warriors and hidden realms told around the campfire caught the imagination of every young camper.,figurative,catch imagination,Zero-shot
"Every time the topic of politics comes up, my uncle starts to make faces, showing his clear disdain for the discussion.",figurative,make face,Zero-shot
"The manager lost his cool after seeing the quarterly losses, raising his voice unexpectedly during the conference call.",figurative,lose cool,Zero-shot
"At the bank, the minutes stretched as he sat, kicked casually at the ground, and tapped his heels together anxiously.",figurative,kick heel,Enhanced-prompting
"They were careful not to lose their heads when the negotiations became tense, choosing instead to respond with measured calm.",figurative,lose head,Zero-shot
They hit a wall in their relationship when they realized their long-term goals were incompatible.,figurative,hit wall,Zero-shot
"The new software tool made a hit in the tech community, praised for its innovative functionalities.",figurative,make hit,Zero-shot
"As the discussion veered into unrelated topics, I completely lost the thread of our original debate.",figurative,lose thread,Zero-shot
The proposal for a high-speed underwater rail system caught the imagination of commuters dreaming of a faster journey.,figurative,catch imagination,Zero-shot
"His jokes often flew over our heads, but this time, I actually got the drift and couldn't stop laughing.",figurative,get drift,Zero-shot
"Take heart, for each challenge faced today strengthens you for tomorrow.",figurative,take heart,Zero-shot
They blew their tops when they found out we’d canceled the trip without telling them.,figurative,blow top,Enhanced-prompting
Has the environmental movement taken root in major industrial nations with a track record of high pollution?,figurative,take root,Enhanced-prompting
"Remember, if you lose your head, you can’t make clear decisions or solve problems effectively.",figurative,lose head,Enhanced-prompting
Life’s path always appears smooth until they have misfortune springing traps along the way.,figurative,have misfortune,Zero-shot
The consistent engine sputters gave notice that the old car was nearing the end of its journey.,figurative,give notice,Zero-shot
"I really fell for it when you told me about the snowstorm in July, but you were just pulling my leg, weren't you?",figurative,pull leg,Zero-shot
"The software upgrade got the nod from the IT department, so implementation will start next quarter.",figurative,get nod,Zero-shot
"Collaborate, innovate, persevere, until you collectively find your collaborative feet in this complex project.",figurative,find foot,Enhanced-prompting
"For our team to make it to the playoffs, it’s essential that each player pulls their weight during practices and games by giving their all.",figurative,pull weight,Enhanced-prompting
The sudden chill in the air gave notice that summer was making its exit.,figurative,give notice,Zero-shot
"With over a decade of tireless effort and innovative problem-solving techniques, she has managed to make her mark in the competitive field of digital marketing.",figurative,make mark,Enhanced-prompting
