submission,category,idiom,type
"Usta bir heykeltıraş, galerisinde yeni eserinin etrafında mükemmeliyetçi adımlar atıyordu.",gerçek,Adım atmak,Enhanced-prompting
"Bilim insanı, laboratuvarında deney düzeneğine doğru itinalı adımlarla yöneldi.",gerçek,Adım atmak,Enhanced-prompting
"Yazar, kitapçıdaki imza gününde hayranlarına yaklaşmak için mutlulukla adım attı.",gerçek,Adım atmak,Enhanced-prompting
"Genç sporcu, hedefine ulaşmak için kararlı adımlar attı.",gerçek,Adım atmak,Enhanced-prompting
"Bahçede dolaşan çift, güllerin arasına nazikçe adım attı.",gerçek,Adım atmak,Enhanced-prompting
"Manzara fotoğrafçısı, klif kenarında dengesini koruyarak tedbirli adımlar attı.",gerçek,Adım atmak,Enhanced-prompting
"Öğretmen, sınıfa girerken öğrencilerine doğru heyecanla adım attı.",gerçek,Adım atmak,Enhanced-prompting
"Tırmanıcı, zirveye doğru son adımlarını güçlü bir şekilde attı.",gerçek,Adım atmak,Enhanced-prompting
Raporun önemli bölümlerindeki altını kırmızı kalemle çizdim.,gerçek,Altını çizmek,Zero-shot
"Öğretmen, kitapta altını çizilmesi gereken satırları gösterdi.",gerçek,Altını çizmek,Zero-shot
Metindeki önemli noktaları bulup hızla altını çizdik.,gerçek,Altını çizmek,Zero-shot
Deneme sınavında yanlış bilinen soruların altını özenle çizdik.,gerçek,Altını çizmek,Zero-shot
Sunumda kilit noktaları belirginleştirmek için altını çizdik.,gerçek,Altını çizmek,Zero-shot
"Derste, anlatılan konunun altını dikkatlice çizdim.",gerçek,Altını çizmek,Zero-shot
Projedeki kritik aşamaların altını defterimde mavi bir kalemle çizdim.,gerçek,Altını çizmek,Zero-shot
Belgedeki şartların altını çizmek için siyah bir tükenmez kalem kullandım.,gerçek,Altını çizmek,Zero-shot
Resim dersinde hocanın örneğin altını çizdiğini gördüm.,gerçek,Altını çizmek,Zero-shot
Altını çizmek için cetvelimi kullanarak düzgün bir çizgi elde ettim.,gerçek,Altını çizmek,Zero-shot
Ders kitabının önemli paragraflarının altını sarı fosforlu kalemle çizdim.,gerçek,Altını çizmek,Zero-shot
Hikayenin can alıcı bölümünün altını dikkatle çizerek işaretledim.,gerçek,Altını çizmek,Zero-shot
Anlaşma metnindeki kritik maddelerin altını kırmızı bir kalemle çizmek zorundaydım.,gerçek,Altını çizmek,Zero-shot
Konferansta konuşmacının vurguladığı cümlelerin altını defterimde çizdim.,gerçek,Altını çizmek,Zero-shot
"Reçetedeki ilaç isimlerinin altını çizmek, eczacının görevlerinden biridir.",gerçek,Altını çizmek,Zero-shot
Sözleşmenin önemli maddelerinin altını yeşil bir kalemle çizdik.,gerçek,Altını çizmek,Zero-shot
Konuşmasında altını çizmek istediği noktaları tekrarlayarak vurguladı.,gerçek,Altını çizmek,Zero-shot
Grup çalışmamızda her üye ayrı bir kısımın altını çizmekle sorumluydu.,gerçek,Altını çizmek,Zero-shot
Toplantıda sunulan grafiklerdeki anahtar verilerin altını kırmızı marker ile çizdim.,gerçek,Altını çizmek,Zero-shot
