submission,category,idiom,type
"Nonostante i suoi modi affabili, tutti sanno che in questioni di affari ha le mani lunghe e non si può fidare.",figurato,Aver le mani lunghe,Zero-shot
"Dando corda al loro entusiasmo, l'insegnante ha stimolato gli studenti a superare i loro limiti.",figurato,dare corda,Enhanced-prompting
"Non sono in vena di sentire critiche, ho bisogno di incoraggiamenti.",figurato,Essere in vena,Zero-shot
"La professoressa ha deciso di dare corda alla creatività degli studenti, permettendo loro di esplorare nuovi argomenti.",figurato,dare corda,Enhanced-prompting
"In mezzo alla conversazione, con una risata, ammise di avere effettivamente un po' di birra in corpo.",figurato,avere birra in corpo,Enhanced-prompting
"In questi giorni grigi, cercare di tirare su la testa è l'unico modo per non lasciarsi abbattere dalla malinconia.",figurato,Tirare su,Zero-shot
"Ogni volta che pensi di gettare la spugna, ricordati quanto lontano sei già arrivato.",figurato,Gettare la spugna,Zero-shot
"Chi ha il becco lungo finisce spesso per essere l'ultimo a sapere le novità, perché gli altri temono la sua indole pettegola.",figurato,Avere il becco lungo,Zero-shot
"Dopo il fallimento dell'ultimo progetto, sarà essenziale tirare su le redini e rivedere la nostra strategia.",figurato,Tirare su,Enhanced-prompting
"Abbaiare alla luna non cambierà la situazione, bisogna agire con pragmatismo.",figurato,abbaiare alla luna,Zero-shot
"Trovata la giusta collaborazione, possiamo dire di essere a cavallo per il successo dell'evento.",figurato,Essere a cavallo,Zero-shot
Ti sei mai chiesto come facciamo a tirarci su quando le giornate si fanno troppo pesanti?,figurato,Tirare su,Enhanced-prompting
"Anche di fronte a domande serie, le risposte umoristiche denotavano che avesse ancora della birra nel corpo.",figurato,Avere ancora della birra nel corpo,Zero-shot
"Durante la discussione, si è perso in divagazioni, come se stesse acchiappando farfalle anziché affrontare il problema.",figurato,Acchiappare farfalle,Zero-shot
"In campagna elettorale, il candidato ha fatto leva sul desiderio di cambiamento espresso dai cittadini per guadagnare supporto.",figurato,Far leva,Zero-shot
La scelta del team di cambiare strategia ha mandato a casa le vecchie politiche inefficaci.,figurato,mandare a casa,Zero-shot
Questa mattina mi sono svegliato proprio in vena di sperimentare nuovi piatti in cucina.,figurato,Essere in vena,Zero-shot
"Per mantenere la serenità in famiglia, ognuno dovrebbe fare la sua parte coltivando il proprio orto, senza interferire troppo negli spazi altrui.",figurato,Coltivare il proprio orto,Zero-shot
Gli sforzi per restaurare l'antico teatro della città sono su un binario morto dopo che i permessi necessari sono stati negati.,figurato,Essere su un binario morto,Zero-shot
"In un periodo pieno di cambiamenti, ho deciso di coltivare il proprio orto, concentrandomi sul miglioramento personale piuttosto che sulle polemiche.",figurato,Coltivare il proprio orto,Zero-shot
"Dopo anni di sforzi, molti stanno pensando di gettare la spugna, ma io rimango ottimista.",figurato,Gettare la spugna,Zero-shot
Ingoiare una amara pillola è stata la sua unica opzione quando ha scoperto la verità sul suo mentore.,figurato,Ingoiare una pillola,Enhanced-prompting
"Non è saggio dare corda ai complottisti, le loro teorie non fanno che seminare paura.",figurato,dare corda,Zero-shot
Trattare un argomento così complesso senza una formazione adeguata può equivalere a brancolare nel buio.,figurato,Brancolare nel buio,Zero-shot
"Trovando la chiave giusta per la soluzione, ci sentivamo a cavallo di fronte al problema.",figurato,Essere a cavallo,Zero-shot
"Non importa quanto si sforzassero, sembrava che la loro relazione fosse irrimediabilmente su un binario morto, senza speranza di ritrovare la felicità che una volta condividevano.",figurato,Essere su un binario morto,Enhanced-prompting
"Quando la stanchezza prende il sopravvento, è tempo di tirare su le energie con una buona notte di sonno.",figurato,Tirare su,Zero-shot
"Il suo discorso è stato un acchiappare farfalle continuo, senza arrivare mai al punto.",figurato,Acchiappare farfalle,Zero-shot
Non vale la pena dare corda a chi propaga solamente negatività.,figurato,dare corda,Zero-shot
"L'ultimo pasto al fast food è stato un disastro, questa sera mi rifarò la bocca con un piatto gourmet.",figurato,Rifarsi la bocca,Zero-shot
La critica nel mio ultimo progetto mi ha fatto aprire gli occhi sull’importanza del feedback costruttivo.,figurato,aprire gli occhi,Zero-shot
Questa critica pungente ha mandato a casa l'autore a riflettere sul suo stile.,figurato,mandare a casa,Zero-shot
Riusciremo a far leva sull'aumento dei costi operativi per accelerare l'adozione di processi più efficienti?,figurato,Far leva,Enhanced-prompting
"La notizia inaspettata lo ha buttato giù, lasciandolo senza parole per alcuni minuti.",figurato,Buttare giù,Zero-shot
"Temendo il giudizio altrui, ha buttato al vento la possibilità di esprimere il suo vero sé.",figurato,Buttare al vento,Enhanced-prompting
Pensate che possa rimanere in sella come direttore nonostante le polemiche?,figurato,Rimanere in sella,Enhanced-prompting
"Alla cena aziendale, Luca ha attaccato bottone con il capo parlando senza sosta delle sue esperienze lavorative nel settore, non dando spazio a nessun'altra voce.",figurato,Attaccare bottone,Enhanced-prompting
Aprire gli occhi sulle conseguenze del riscaldamento globale è cruciale per salvare il pianeta.,figurato,aprire gli occhi,Zero-shot
Le voci su un possibile sciopero cominciano a bollire in pentola tra i lavoratori.,figurato,Bollire in pentola,Zero-shot
"L'articolo pubblicato sul giornale ha raggiunto il bersaglio, suscitando un dibattito nazionale sul tema.",figurato,Raggiungere il bersaglio,Zero-shot
"Con birra in corpo, le parole gli scorrevano dalla bocca molto più liberamente del solito.",figurato,avere birra in corpo,Enhanced-prompting
"Guardandola ridere così liberamente, sembrava che avesse ancora della birra nel corpo, contagiosa nella sua allegria.",figurato,Avere ancora della birra nel corpo,Zero-shot
L'azienda ha fatto leva sulla fiducia dei consumatori per espandere il suo mercato.,figurato,Far leva,Enhanced-prompting
"In barca si è andati con le promesse non mantenute del governo, navigando in un mare di incertezze.",figurato,Andare in barca,Enhanced-prompting
Avere la corda al collo durante il negoziato ha spinto Sofia a chiedere condizioni più favorevoli.,figurato,Aver la corda al collo,Enhanced-prompting
"Gli articoli di quel giornalista vanno sempre presi con le pinze, tende a esagerare i dettagli.",figurato,Prendere con le pinze,Zero-shot
L'allenamento intensivo inizia a mostrare i suoi frutti: il progresso dell'atleta va a gonfie vele.,figurato,Andare a gonfie vele,Enhanced-prompting
"A volte, per mantenere la tranquillità nella squadra, devi ingoiare la pillola e accettare decisioni con cui non sei d'accordo.",figurato,Ingoiare una pillola,Zero-shot
"Nel tentativo di migliorare l'atmosfera in ufficio, hanno proposto di mettere dentro un angolo relax per i dipendenti.",figurato,Mettere dentro,Zero-shot
Pensi che siamo andati in barca con l'ultimo lancio del prodotto?,figurato,Andare in barca,Enhanced-prompting
"Ogni volta che si tenta di innovare senza un'analisi adeguata, il risultato va in barca.",figurato,Andare in barca,Enhanced-prompting
"Per rimanere in sella nel settore della tecnologia, è essenziale aggiornarsi costantemente sulle ultime innovazioni.",figurato,Rimanere in sella,Zero-shot
Daniela ha la coda di paglia quando si discute di promozioni; forse teme che le sue mancanze vengano a galla.,figurato,Aver la coda di paglia,Zero-shot
"In famiglia, chi ha il becco lungo spesso diventa il meno affidabile per confidare segreti.",figurato,Avere il becco lungo,Zero-shot
E' triste vedere come alcuni buttino al vento la loro salute per inseguire successi momentanei.,figurato,Buttare al vento,Zero-shot
"Dopo il brutto voto, è stato necessario tirare su il morale per affrontare il prossimo esame con più determinazione.",figurato,Tirare su,Zero-shot
Non è forse il momento di ammainare le vele sulle nostre aspettative per questo trimestre finanziario?,figurato,Ammainare le vele,Enhanced-prompting
"Si sospetta che il revisore dei conti abbia le mani lunghe, vista la discrepanza nei libri contabili.",figurato,Aver le mani lunghe,Zero-shot
"Nonostante la sua tendenza a avere il becco lungo, Roberta riesce spesso a calmare gli animi con il suo approccio riflessivo.",figurato,Avere il becco lungo,Enhanced-prompting
"Durante la crisi economica, molti hanno perso il lavoro, ma Laura è riuscita a rimanere in sella, mostrando grande tenacia.",figurato,Rimanere in sella,Enhanced-prompting
L'imminente esame di stato ha messo Giorgio in una situazione tale per cui sentiva di avere la corda al collo.,figurato,Aver la corda al collo,Enhanced-prompting
Accettare quell'errore senza scuse è stata una pillola difficile da ingoiare.,figurato,Ingoiare una pillola,Zero-shot
"In fila alla caffetteria, Maria ha attaccato bottone con il ragazzo davanti a lei e hanno scoperto di avere molti amici in comune.",figurato,Attaccare bottone,Zero-shot
Avere il becco lungo talvolta può portare a sapere cose che avrebbero dovuto rimanere nascoste.,figurato,Avere il becco lungo,Zero-shot
Ha voltato la faccia non appena ha realizzato che non poteva vincere quella discussione.,figurato,Voltare la faccia,Zero-shot
La sua risata sonora in un momento tanto inopportuno faceva pensare che avesse ancora della birra nel corpo.,figurato,Avere ancora della birra nel corpo,Zero-shot
"Lui tenta sempre di gestire troppe cose simultaneamente, è chiaro che così andrà in barca.",figurato,Andare in barca,Zero-shot
"È fondamentale, in una trattativa, identificare chi ha il mestolo in mano per prevedere le mosse avversarie.",figurato,Avere il mestolo in mano,Enhanced-prompting
"Essendo in quello stato di avere birra in corpo, accettò la sfida di ballare davanti a tutti.",figurato,avere birra in corpo,Enhanced-prompting
"Le previsioni del tempo sono spesso inaccurate, quindi prendo con le pinze il bel tempo annunciato per il weekend.",figurato,Prendere con le pinze,Enhanced-prompting
"Quando i piani cambiano all'ultimo momento, si deve ingoiare la pillola e adattarsi velocemente.",figurato,Ingoiare una pillola,Zero-shot
Acchiappare farfalle nel mondo degli affari può significare non riuscire a focalizzarsi sugli obiettivi a lungo termine.,figurato,Acchiappare farfalle,Zero-shot
"Nonostante la difficoltà, il team ha evitato di brancolare nel totale buio, affidandosi alle competenze interne per riempire le lacune informative.",figurato,Brancolare nel buio,Enhanced-prompting
"La tua presentazione ha raggiunto il bersaglio, chiarificando tutti i dubbi sul progetto.",figurato,Raggiungere il bersaglio,Zero-shot
"Senza la mia consueta pausa caffè pomeridiana, mi trovo con le batterie scariche ben prima di cena.",figurato,Avere le batterie scariche,Zero-shot
"In ambito lavorativo, avere il mestolo in mano significa spesso detenere il potere decisionale finale.",figurato,Avere il mestolo in mano,Zero-shot
La lezione di storia ci ha fatto aprire gli occhi sulla complessità delle relazioni internazionali.,figurato,aprire gli occhi,Zero-shot
"Il loro rapporto è migliorato notevolmente, ora va a gonfie vele.",figurato,Andare a gonfie vele,Zero-shot
È possibile far leva sulla nostra posizione di leader di mercato durante le negoziazioni con i fornitori?,figurato,Far leva,Enhanced-prompting
Possiamo mettere dentro anche Giulio nel nostro gruppo di lavoro per il seminario di domani?,figurato,Mettere dentro,Enhanced-prompting
Aprire gli occhi sulle disuguaglianze ci aiuta a lottare per una società più giusta.,figurato,aprire gli occhi,Zero-shot
"Dopo l'ultimo incontro, il progetto sembra andare a gonfie vele.",figurato,Andare a gonfie vele,Zero-shot
La sua disinvoltura nel risolvere problemi complessi sembrava nascesse dal avere birra in corpo.,figurato,avere birra in corpo,Zero-shot
"Nonostante le difficoltà, non si è mai lasciato buttare giù dal pessimismo degli altri.",figurato,Buttare giù,Enhanced-prompting
"In una società che valorizza l'iperproduttività, coltivare il proprio orto è un modo per riscoprire l'importanza della quiete.",figurato,Coltivare il proprio orto,Enhanced-prompting
"Per risolvere il conflitto, il mediatore ha fatto leva sulla reciproca necessità di collaborazione tra le parti.",figurato,Far leva,Zero-shot
"In questi momenti critici, è facile pensare di gettare la spugna, ma è anche il momento di dimostrare di cosa siamo fatti.",figurato,Gettare la spugna,Zero-shot
"L'incontro sembrava andare su un binario morto, con nessuna delle parti disposta a cedere.",figurato,Essere su un binario morto,Zero-shot
"Le testimonianze trovate online su quel prodotto vanno prese con le pinze, possono essere manipolate.",figurato,Prendere con le pinze,Zero-shot
"Al ricevimento, Lucia ha visto l'opportunità perfetta per attaccare bottone con alcuni colleghi di lavoro, parlando dei nuovi progetti dell'azienda.",figurato,Attaccare bottone,Enhanced-prompting
Dovremmo prendere con le pinze queste proiezioni futurologiche presentate oggi alla conferenza?,figurato,Prendere con le pinze,Enhanced-prompting
È fondamentale imparare a rimanere in sella anche quando le circostanze sembrano ribaltare ogni previsione.,figurato,Rimanere in sella,Zero-shot
"Avevo deciso di stare indietro e dare al suo metodo ancora corda, aspettando che si accorgesse dell'inevitabilità del fallimento.",figurato,dare corda,Enhanced-prompting
"Tentando di terminare il progetto entro la scadenza, i continui aggiornamenti del software si rivelarono essere inconvenientemente tra i piedi.",figurato,essere tra i piedi,Enhanced-prompting
"Durante la preparazione dell'evento, molti dettagli minuti si sono rivelati tra i piedi, rallentando il progresso.",figurato,essere tra i piedi,Zero-shot
Dare corda alle lamentele perpetue può solo aggravare lo stato d'animo generale.,figurato,dare corda,Zero-shot
"Senza riflettere sulle conseguenze, molti giovani buttano al vento le opportunità professionali per seguire il brivido del momento.",figurato,Buttare al vento,Enhanced-prompting
"Ascoltando le esuberanti promesse del nuovo software, pare saggio prendere tali assicurazioni, quantunque entusiasmanti, con le pinze.",figurato,Prendere con le pinze,Enhanced-prompting
"La competitività per il nuovo incarico bolliva in pentola nel dipartimento, stimolando discussioni e congetture.",figurato,Bollire in pentola,Zero-shot
Questo nuovo regolamento ha messo molti artigiani in una posizione tale che si sentono avere la corda al collo.,figurato,Aver la corda al collo,Enhanced-prompting
"Anna ha ancora della birra nel corpo, o è solo felice di vederci tutti qui?",figurato,Avere ancora della birra nel corpo,Enhanced-prompting
"Invece di risolvere il problema, ha passato l'intera riunione acchiappando farfalle.",figurato,Acchiappare farfalle,Zero-shot
A che serve tutto questo clamore? È come abbaiare alla luna.,figurato,abbaiare alla luna,Enhanced-prompting
"In seguito alla divulgazione di quel rapporto sensazionale, ho deciso di prendere con le pinze le affermazioni riportate, dato che provenivano da una fonte spesso criticata per la sua scarsa attendibilità.",figurato,Prendere con le pinze,Enhanced-prompting
"Ogni volta che discutiamo di budget, la calma nel team va in barca.",figurato,Andare in barca,Zero-shot
"Nonostante le avversità, è sempre utile tirare su la testa e procedere con dignità.",figurato,Tirare su,Zero-shot
"Nella discussione, ha voltato la faccia non appena il tema è diventato scomodo.",figurato,Voltare la faccia,Zero-shot
Siamo in un'epoca in cui voltare la faccia è diventato troppo comodo per molti.,figurato,Voltare la faccia,Zero-shot
Gli sforzi per rinnovare il vecchio impianto industriale sono su un binario morto a causa delle nuove normative ambientali.,figurato,Essere su un binario morto,Zero-shot
"Dopo anni di sforzi, molti stanno pensando di gettare la spugna, ma io rimango ottimista.",figurato,Gettare la spugna,Zero-shot
Sapersi adattare alle mutevoli condizioni del mercato è fondamentale per rimanere in sella in qualsiasi industria.,figurato,Rimanere in sella,Zero-shot
Non è nel suo carattere voltare la faccia agli amici del passato.,figurato,Voltare la faccia,Enhanced-prompting
"Con l’acquisizione di questo nuovo cliente, siamo a cavallo per il successo dell’azienda quest’anno.",figurato,Essere a cavallo,Zero-shot
"Per persuadere l'uditorio, il conferenziere ha fatto leva sulla comune preoccupazione per la privacy digitale.",figurato,Far leva,Zero-shot
"Nel pieno del caos, il direttore ha suggerito di ammainare le vele e riconsiderare il piano d'azione.",figurato,Ammainare le vele,Zero-shot
"Sentendo che la passione per il suo lavoro stava sfumando, pensò fosse il momento di ammainare le vele e cercare nuove opportunità.",figurato,Ammainare le vele,Zero-shot
Il nuovo regolamento ha mandato a casa chi non era in grado di rispettarlo.,figurato,mandare a casa,Zero-shot
"Quando ti senti buttato giù dagli eventi, cerca conforto nelle piccole gioie quotidiane.",figurato,Buttare giù,Zero-shot
"Per rimanere in sella nel dinamico campo delle startup, è essenziale avere sia un'innovativa visione del prodotto sia una solida comprensione del mercato.",figurato,Rimanere in sella,Enhanced-prompting
"Da quando hanno ottimizzato i processi, la produzione in fabbrica va a gonfie vele.",figurato,Andare a gonfie vele,Zero-shot
"In pausa caffè, Marco ha attaccato bottone con il nuovo collega per rompere il ghiaccio.",figurato,Attaccare bottone,Zero-shot
"Avere la coda di paglia ti rende particolarmente sensibile alle critiche, non trovi?",figurato,Aver la coda di paglia,Enhanced-prompting
"Con l'ultimo accordo stipulato, ci sentiamo a cavallo per un futuro florido e prosperoso.",figurato,Essere a cavallo,Zero-shot
"Marta impiegò un po' di tempo a aprire gli occhi sull'ambiente di lavoro tossico in cui era immersa, ma una volta riconosciuto il danno psicologico che stava subendo, decise di dimettersi.",figurato,aprire gli occhi,Enhanced-prompting
"Ogni volta che qualcuno menziona l'argomento della licenza ottenuta, Roberto cambia immediatamente discorso, evidenziando chiaramente di avere la coda di paglia.",figurato,Aver la coda di paglia,Zero-shot
Il progetto di ricerca ha raggiunto un binario morto quando i fondi promessi non sono stati erogati.,figurato,Essere su un binario morto,Zero-shot
"Ingoiare la pillola dell'orgoglio non è mai semplice, ma può rivelarsi necessario per avanzare nelle relazioni.",figurato,Ingoiare una pillola,Zero-shot
"Organizzando la cena, mi ritrovai tra i piedi con tutte quelle pentole sparse per la cucina.",figurato,essere tra i piedi,Enhanced-prompting
"Con questa confusione, il nostro progetto è completamente andato in barca.",figurato,Andare in barca,Zero-shot
La visita al museo ha fatto aprire gli occhi sui tesori nascosti della nostra storia.,figurato,aprire gli occhi,Zero-shot
Si è buttato giù con un libro e ha passato tutto il pomeriggio a leggere.,figurato,Buttare giù,Zero-shot
"Senza la guida di un mentore, i primi passi nella carriera possono sentirsi come un eterno brancolare nel buio.",figurato,Brancolare nel buio,Zero-shot
"Senza una guida esperta, è facile brancolare nel buio e prendere decisioni che potrebbero portare a risultati negativi.",figurato,Brancolare nel buio,Zero-shot
"In classe, il professore ha fatto leva sulla curiosità degli studenti per spingerli a esplorare argomenti più complessi.",figurato,Far leva,Zero-shot
"La riorganizzazione interna dell'azienda va a gonfie vele, tutti i dipendenti sono entusiasti del nuovo sistema.",figurato,Andare a gonfie vele,Zero-shot
"Anche dopo numerosi insuccessi, ha cercato di prendere fiato e non si è mai lasciato buttare facilmente giù.",figurato,Buttare giù,Enhanced-prompting
"Mi sembra di essere in vena di scrivere poesie, la musa oggi mi sorride.",figurato,Essere in vena,Zero-shot
"Se continui ad affrontare il problema in questo modo, sarai costretto ad ammainare le vele molto presto.",figurato,Ammainare le vele,Enhanced-prompting
"Marco passa le giornate ad acchiappare farfalle, sempre alla ricerca di nuove idee per i suoi progetti.",figurato,Acchiappare farfalle,Zero-shot
"Quando finalmente aprì gli occhi sulla realtà del suo ambiente lavorativo, decise di cambiare lavoro.",figurato,aprire gli occhi,Enhanced-prompting
"In quella azienda si mormora che il direttore finanziario abbia le mani lunghe, spesso giocando con i numeri a suo vantaggio.",figurato,Aver le mani lunghe,Zero-shot
"Con l'arrivo del nuovo dirigente, la produttività in azienda va a gonfie vele.",figurato,Andare a gonfie vele,Zero-shot
"La tempesta di critiche ha butttato giù l'artista, incapace di rispondere.",figurato,Buttare giù,Enhanced-prompting
Essere alle strette con i tempi di consegna per questo progetto è come avere la corda al collo.,figurato,Aver la corda al collo,Zero-shot
"Durante la riunione di oggi, nonostante avessi preparato bene la mia presentazione, mi sono sentito sotto tono e inefficace, quasi avessi le batterie scariche.",figurato,Avere le batterie scariche,Enhanced-prompting
"Se non avessi la coda di paglia, non cambiare argomento ogni volta che parliamo delle tue ultime assenze.",figurato,Aver la coda di paglia,Zero-shot
Sei in vena di ascoltare un po' di musica live? Ho sentito di un concerto interessante in città.,figurato,Essere in vena,Zero-shot
"Ogni volta che trascura il riposo, finisce la settimana con le batterie scariche.",figurato,Avere le batterie scariche,Zero-shot
"L'anticipazione per l'annuncio di quella sera bolliva in pentola, tenendo tutti sulle spine fino all'ultimo minuto.",figurato,Bollire in pentola,Zero-shot
Sara è davvero a cavallo ora che ha superato quell'esame difficile.,figurato,Essere a cavallo,Enhanced-prompting
La tensione nell'aria bolliva in pentola mentre si avvicinava il momento della decisione cruciale.,figurato,Bollire in pentola,Zero-shot
"Ieri, dopo la riunione con il direttore, ho dovuto ingoiare una pillola amara accettando quel progetto così sfidante.",figurato,Ingoiare una pillola,Enhanced-prompting
"In quel dibattito, i suoi argomenti ben costruiti hanno buttato giù ogni opposizione.",figurato,Buttare giù,Zero-shot
"Nel calore del dibattito, la sua replica ha raggiunto il bersaglio, silenziando gli oppositori con fatti inconfutabili.",figurato,Raggiungere il bersaglio,Enhanced-prompting
Ti sembra che abbia la determinazione necessaria per rimanere in sella e completare la sua tesi?,figurato,Rimanere in sella,Enhanced-prompting
La calma superficiale nascondeva le vere preoccupazioni che bollivano in pentola all'interno della comunità.,figurato,Bollire in pentola,Zero-shot
"I rumori costanti provenienti dal cantiere accanto sono tra i piedi, rendendo impossibile concentrarsi.",figurato,essere tra i piedi,Zero-shot
"Dopo tante ore di lezione, esco dall'università con le batterie scariche.",figurato,Avere le batterie scariche,Zero-shot
"In una comunità ristretta, avere il becco lungo può portare rapidamente all'isolamento sociale.",figurato,Avere il becco lungo,Zero-shot
Tutti quegli indizi confusi ci hanno lasciato a brancolare nel buio durante l'indagine.,figurato,Brancolare nel buio,Enhanced-prompting
"Aveva finito il suo esame finale, ma l'energia e l'eccitazione erano tali che sembrava avere ancora della birra nel corpo.",figurato,Avere ancora della birra nel corpo,Zero-shot
"Dopo un inizio promettente, il team ha dovuto ammainare le vele quando si sono resi conto che le risorse erano insufficienti.",figurato,Ammainare le vele,Zero-shot
Tentare di risolvere il problema senza dati sufficienti è come brancolare nel buio.,figurato,Brancolare nel buio,Enhanced-prompting
"Anche se alcuni preferirebbero gettare la spugna, io scelgo di rimboccarmi le maniche e lavorare più duramente.",figurato,Gettare la spugna,Zero-shot
"""Hai ancora della birra nel corpo?"" chiese ironicamente il collega, vedendo l'entusiasmo smisurato di Roberto.",figurato,Avere ancora della birra nel corpo,Enhanced-prompting
"Finalmente, con questi nuovi dati, siamo a cavallo per completare la ricerca.",figurato,Essere a cavallo,Zero-shot
"La tua proposta di miglioramento del servizio clienti ha colpito nel segno, risultando in un netto aumento della soddisfazione degli utenti.",figurato,Raggiungere il bersaglio,Zero-shot
"Alessia ha sempre avuto un'ottima carriera scolastica, e anche quest'anno il suo percorso di studi è andato a gonfie vele, con il conseguimento di voti eccellenti in tutte le materie.",figurato,Andare a gonfie vele,Enhanced-prompting
"Secondo te, è normale che durante una conferenza qualcuno attacchi bottone con il relatore, polarizzando l'attenzione solo su di sé?",figurato,Attaccare bottone,Enhanced-prompting
La scuola ha fatto leva sull'interesse degli studenti per la tecnologia per introdurre nuovi strumenti didattici.,figurato,Far leva,Zero-shot
Darle corda significa accettare che le sue storie si espandano in racconti sempre più fantastici.,figurato,dare corda,Enhanced-prompting
"Se non chiariamo chi ha il mestolo in mano, la riunione rischia di trasformarsi in un vero caos.",figurato,Avere il mestolo in mano,Zero-shot
I nostri sforzi congiunti sono riusciti a casa il successo a portare.,figurato,Portare a casa,Enhanced-prompting
"A chi ha la coda di paglia, basta una scintilla per scatenare il panico.",figurato,Aver la coda di paglia,Enhanced-prompting
"Se continui a distrarti così, ti manderò a casa prima dell'orario di uscita.",figurato,mandare a casa,Enhanced-prompting
"Dopo giorni di piatti pronti e poco appetitosi, voglio rifarmi la bocca con una cena fatta in casa.",figurato,Rifarsi la bocca,Zero-shot
"Speravo di vedere i risultati migliorare, e ora che il mio business va a gonfie vele, sono davvero gratificato del lavoro fatto.",figurato,Andare a gonfie vele,Enhanced-prompting
"Senza una guida adeguata, è come brancolare nel buio, cercando di capire la nuova politica aziendale.",figurato,Brancolare nel buio,Enhanced-prompting
"Lei continua ad abbaiare alla luna, sperando che le cose cambino magicamente.",figurato,abbaiare alla luna,Zero-shot
"A gonfie vele si sviluppa la preparazione dell'evento, senza intoppi né ritardi.",figurato,Andare a gonfie vele,Enhanced-prompting
"In negoziazione, è spesso utile far leva sui punti di forza del proprio team per ottenere un accordo vantaggioso.",figurato,Far leva,Enhanced-prompting
"Non appena furono presentati i nuovi progetti, Laura voltò la faccia, incapace di accettare i cambiamenti.",figurato,Voltare la faccia,Enhanced-prompting
"Non credo sia giusto mettere dentro Paolo in questa questione, visto che non era presente al momento del problema.",figurato,Mettere dentro,Enhanced-prompting
"Anche sotto pressione, non ha mai buttato al vento i principi in cui crede fermamente.",figurato,Buttare al vento,Enhanced-prompting
Avere le mani lunghe in ufficio ha portato Matteo ad essere malvisto dai colleghi.,figurato,Aver le mani lunghe,Enhanced-prompting
"Si perde facilmente nei dettagli meno importanti, come se stesse sempre acchiappando farfalle.",figurato,Acchiappare farfalle,Zero-shot
"Il piano di espansione internazionale della nostra azienda è su un binario morto, abbiamo sottovalutato le barriere legali e culturali.",figurato,Essere su un binario morto,Zero-shot
Guarda come diventa nervoso ogni volta che si parla di trasparenza aziendale; ha decisamente la coda di paglia.,figurato,Aver la coda di paglia,Zero-shot
